state,district,year,rice_summer_yield_tonne_per_hectare
,,2022 - 2023,0.0
,Hathras,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,2.0
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,2.33
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,2.25
,,2018 - 2019,2.31
,,2019 - 2020,2.55
,,2020 - 2021,3.5
,,2021 - 2022,
,,2022 - 2023,3.5
,Jalaun,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Jaunpur,2000 - 2001,2.0
,,2001 - 2002,2.0
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,2.8
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,3.5
,Jhansi,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,1.0
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,2.0
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kannauj,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,4.0
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kanpur dehat,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,3.49
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kanpur nagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,2.0
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,3.4
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kasganj,2009 - 2010,2.08
,,2010 - 2011,
,,2011 - 2012,2.63
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,3.22
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kaushambi,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kheri,2000 - 2001,2.44
,,2001 - 2002,2.59
,,2002 - 2003,2.1
,,2003 - 2004,2.38
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,2.05
,,2007 - 2008,2.07
,,2008 - 2009,1.78
,,2009 - 2010,1.97
,,2010 - 2011,2.17
,,2011 - 2012,2.4
,,2012 - 2013,2.56
,,2013 - 2014,2.7
,,2014 - 2015,2.72
,,2015 - 2016,2.63
,,2016 - 2017,2.77
,,2017 - 2018,3.13
,,2018 - 2019,3.38
,,2019 - 2020,3.24
,,2020 - 2021,3.46
,,2021 - 2022,3.0
,,2022 - 2023,3.44
,Kushi nagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,2.67
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,2.9
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Lalitpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,0.5
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Lucknow,2000 - 2001,1.33
,,2001 - 2002,1.5
,,2002 - 2003,1.67
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,2.0
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Maharajganj,2000 - 2001,2.51
,,2001 - 2002,2.24
,,2002 - 2003,2.69
,,2003 - 2004,2.75
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,2.31
,,2007 - 2008,2.22
,,2008 - 2009,2.3
,,2009 - 2010,2.43
,,2010 - 2011,2.18
,,2011 - 2012,2.37
,,2012 - 2013,2.45
,,2013 - 2014,2.47
,,2014 - 2015,2.45
,,2015 - 2016,2.47
,,2016 - 2017,2.54
,,2017 - 2018,2.49
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,3.46
,,2021 - 2022,
,,2022 - 2023,
,Mahoba,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Mainpuri,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,2.0
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,2.5
,,2007 - 2008,2.42
,,2008 - 2009,2.5
,,2009 - 2010,2.28
,,2010 - 2011,
,,2011 - 2012,2.62
,,2012 - 2013,2.62
,,2013 - 2014,2.64
,,2014 - 2015,2.6
,,2015 - 2016,2.63
,,2016 - 2017,
,,2017 - 2018,3.01
,,2018 - 2019,3.27
,,2019 - 2020,
,,2020 - 2021,3.46
,,2021 - 2022,
,,2022 - 2023,3.44
,Mathura,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,1.71
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Mau,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Meerut,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,2.71
,,2014 - 2015,2.96
,,2015 - 2016,2.91
,,2016 - 2017,2.65
,,2017 - 2018,2.92
,,2018 - 2019,2.84
,,2019 - 2020,2.91
,,2020 - 2021,3.46
,,2021 - 2022,3.27
,,2022 - 2023,3.44
,Mirzapur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Moradabad,2000 - 2001,2.0
,,2001 - 2002,
,,2002 - 2003,2.33
,,2003 - 2004,2.38
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,2.09
,,2007 - 2008,
,,2008 - 2009,2.22
,,2009 - 2010,2.32
,,2010 - 2011,1.79
,,2011 - 2012,2.15
,,2012 - 2013,2.38
,,2013 - 2014,2.18
,,2014 - 2015,2.34
,,2015 - 2016,2.34
,,2016 - 2017,2.3
,,2017 - 2018,2.31
,,2018 - 2019,2.5
,,2019 - 2020,2.76
,,2020 - 2021,3.46
,,2021 - 2022,3.35
,,2022 - 2023,3.44
,Muzaffarnagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,2.33
,,2009 - 2010,2.56
,,2010 - 2011,2.24
,,2011 - 2012,2.35
,,2012 - 2013,2.5
,,2013 - 2014,2.0
,,2014 - 2015,2.41
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,3.0
,,2018 - 2019,2.0
,,2019 - 2020,2.75
,,2020 - 2021,3.0
,,2021 - 2022,3.0
,,2022 - 2023,
,Pilibhit,2000 - 2001,2.68
,,2001 - 2002,3.04
,,2002 - 2003,2.81
,,2003 - 2004,2.71
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,2.4
,,2007 - 2008,2.84
,,2008 - 2009,2.24
,,2009 - 2010,2.61
,,2010 - 2011,2.49
,,2011 - 2012,2.8
,,2012 - 2013,2.77
,,2013 - 2014,2.8
,,2014 - 2015,2.63
,,2015 - 2016,3.01
,,2016 - 2017,3.13
,,2017 - 2018,3.28
,,2018 - 2019,3.09
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,3.27
,,2022 - 2023,3.44
,Pratapgarh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,3.44
,Rae bareli,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,2.0
,,2003 - 2004,2.0
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,2.0
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,2.0
,,2011 - 2012,2.0
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Rampur,2000 - 2001,2.25
,,2001 - 2002,2.4
,,2002 - 2003,2.25
,,2003 - 2004,2.12
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,2.11
,,2007 - 2008,2.25
,,2008 - 2009,1.96
,,2009 - 2010,2.25
,,2010 - 2011,1.9
,,2011 - 2012,2.18
,,2012 - 2013,2.27
,,2013 - 2014,2.24
,,2014 - 2015,2.26
,,2015 - 2016,2.26
,,2016 - 2017,2.44
,,2017 - 2018,2.37
,,2018 - 2019,2.74
,,2019 - 2020,2.87
,,2020 - 2021,3.46
,,2021 - 2022,3.35
,,2022 - 2023,3.44
,Saharanpur,2000 - 2001,2.27
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,2.0
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,2.5
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,2.7
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,3.44
,Sambhal,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,3.44
,Sant kabeer nagar,2000 - 2001,2.0
,,2001 - 2002,2.2
,,2002 - 2003,1.0
,,2003 - 2004,2.3
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.4
,,2007 - 2008,
,,2008 - 2009,1.94
,,2009 - 2010,1.92
,,2010 - 2011,
,,2011 - 2012,2.11
,,2012 - 2013,2.28
,,2013 - 2014,2.31
,,2014 - 2015,1.78
,,2015 - 2016,
,,2016 - 2017,2.07
,,2017 - 2018,2.1
,,2018 - 2019,2.21
,,2019 - 2020,3.14
,,2020 - 2021,3.46
,,2021 - 2022,3.27
,,2022 - 2023,3.44
,Sant ravidas nagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,3.07
,,2020 - 2021,3.46
,,2021 - 2022,
,,2022 - 2023,
,Shahjahanpur,2000 - 2001,
,,2001 - 2002,2.38
,,2002 - 2003,2.07
,,2003 - 2004,2.25
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,2.24
,,2007 - 2008,2.41
,,2008 - 2009,2.25
,,2009 - 2010,2.91
,,2010 - 2011,2.04
,,2011 - 2012,2.62
,,2012 - 2013,2.69
,,2013 - 2014,2.68
,,2014 - 2015,2.8
,,2015 - 2016,3.15
,,2016 - 2017,2.97
,,2017 - 2018,3.26
,,2018 - 2019,3.11
,,2019 - 2020,3.54
,,2020 - 2021,3.46
,,2021 - 2022,3.27
,,2022 - 2023,3.44
,Shamli,2012 - 2013,2.6
,,2013 - 2014,2.64
,,2014 - 2015,2.65
,,2015 - 2016,2.5
,,2016 - 2017,2.82
,,2017 - 2018,3.0
,,2018 - 2019,2.66
,,2019 - 2020,3.41
,,2020 - 2021,3.46
,,2021 - 2022,3.27
,,2022 - 2023,3.44
,Shravasti,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,2.25
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Siddharth nagar,2000 - 2001,1.67
,,2001 - 2002,1.85
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,2.86
,,2020 - 2021,
,,2021 - 2022,3.27
,,2022 - 2023,3.44
,Sitapur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.6
,,2007 - 2008,1.73
,,2008 - 2009,1.73
,,2009 - 2010,1.84
,,2010 - 2011,1.97
,,2011 - 2012,2.23
,,2012 - 2013,2.42
,,2013 - 2014,2.43
,,2014 - 2015,2.33
,,2015 - 2016,2.16
,,2016 - 2017,2.33
,,2017 - 2018,2.34
,,2018 - 2019,2.47
,,2019 - 2020,2.93
,,2020 - 2021,3.46
,,2021 - 2022,
,,2022 - 2023,3.42
,Sonbhadra,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Sultanpur,2000 - 2001,2.0
,,2001 - 2002,2.24
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Unnao,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,2.0
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,1.73
,,2011 - 2012,
,,2012 - 2013,2.0
,,2013 - 2014,
,,2014 - 2015,2.0
,,2015 - 2016,1.5
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Varanasi,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
Uttarakhand,Almora,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Bageshwar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Chamoli,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Champawat,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Dehradun,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Haridwar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,3.5
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,3.5
,,2008 - 2009,3.0
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,3.4
,,2014 - 2015,3.15
,,2015 - 2016,3.75
,,2016 - 2017,3.75
,,2017 - 2018,3.25
,,2018 - 2019,3.27
,,2019 - 2020,3.57
,,2020 - 2021,3.5
,,2021 - 2022,3.81
,,2022 - 2023,3.44
,Nainital,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,3.74
,,2004 - 2005,2.97
,,2005 - 2006,3.0
,,2006 - 2007,
,,2007 - 2008,3.38
,,2008 - 2009,3.15
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,3.31
,,2012 - 2013,3.21
,,2013 - 2014,3.33
,,2014 - 2015,3.15
,,2015 - 2016,3.84
,,2016 - 2017,3.78
,,2017 - 2018,3.21
,,2018 - 2019,3.29
,,2019 - 2020,3.56
,,2020 - 2021,3.59
,,2021 - 2022,3.81
,,2022 - 2023,3.45
,Pauri garhwal,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Pithoragarh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Rudra prayag,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Tehri garhwal,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Udam singh nagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,3.74
,,2004 - 2005,2.98
,,2005 - 2006,4.78
,,2006 - 2007,
,,2007 - 2008,3.39
,,2008 - 2009,3.15
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,3.31
,,2012 - 2013,3.21
,,2013 - 2014,3.33
,,2014 - 2015,3.15
,,2015 - 2016,3.84
,,2016 - 2017,3.78
,,2017 - 2018,3.21
,,2018 - 2019,3.29
,,2019 - 2020,3.56
,,2020 - 2021,3.6
,,2021 - 2022,3.82
,,2022 - 2023,3.53
,Uttar kashi,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
