state,district,year,ginger_whole_year_area_hectare,ginger_whole_year_production_tonne,ginger_whole_year_yield_tonne_per_hectare,ginger_rabi_area_hectare,ginger_rabi_production_tonne,ginger_rabi_yield_tonne_per_hectare,ginger_kharif_area_hectare,ginger_kharif_production_tonne,ginger_kharif_yield_tonne_per_hectare,ginger_summer_area_hectare,ginger_summer_production_tonne,ginger_summer_yield_tonne_per_hectare
,,2019 - 2020,,,,,,,90.0,361.0,4.01,,,
,,2020 - 2021,,,,,,,52.0,563.0,10.83,,,
,,2021 - 2022,,,,,,,113.0,,10.83,,,
,Chamba,2001 - 2002,,,,,,,3.0,33.0,11.0,,,
,,2002 - 2003,,,,,,,2.0,14.0,7.0,,,
,,2003 - 2004,,,,,,,1.0,7.0,7.0,,,
,,2004 - 2005,,,,,,,1.0,7.0,7.0,,,
,,2005 - 2006,,,,,,,1.0,7.0,7.0,,,
,,2006 - 2007,,,,,,,3.0,5.0,1.67,,,
,,2007 - 2008,,,,,,,4.0,32.0,8.0,,,
,,2009 - 2010,,,,,,,5.0,17.0,3.4,,,
,,2011 - 2012,,,,,,,2.0,4.58,2.29,,,
,,2012 - 2013,,,,,,,4.0,28.05,7.01,,,
,,2014 - 2015,,,,,,,2.0,14.02,7.01,,,
,,2015 - 2016,,,,,,,4.0,28.05,7.01,,,
,,2018 - 2019,,,,,,,4.0,13.0,3.25,,,
,,2019 - 2020,,,,,,,4.0,15.0,3.75,,,
,Hamirpur,2001 - 2002,,,,,,,7.0,78.0,11.14,,,
,,2002 - 2003,,,,,,,8.0,56.0,7.0,,,
,,2005 - 2006,,,,,,,2.0,15.0,7.5,,,
,,2006 - 2007,,,,,,,10.0,16.0,1.6,,,
,,2007 - 2008,,,,,,,3.0,34.0,11.33,,,
,,2009 - 2010,,,,,,,7.0,28.0,4.0,,,
,,2011 - 2012,,,,,,,9.0,11.16,1.24,,,
,,2012 - 2013,,,,,,,4.0,28.05,7.01,,,
,,2014 - 2015,,,,,,,72.0,504.86,7.01,,,
,,2015 - 2016,,,,,,,8.0,56.1,7.01,,,
,,2018 - 2019,,,,,,,8.0,32.0,4.0,,,
,,2019 - 2020,,,,,,,8.0,30.0,3.75,,,
,,2020 - 2021,,,,,,,10.0,86.0,8.6,,,
,,2021 - 2022,,,,,,,9.0,78.0,8.67,,,
,Kangra,2001 - 2002,,,,,,,18.0,200.0,11.11,,,
,,2002 - 2003,,,,,,,23.0,160.0,6.96,,,
,,2003 - 2004,,,,,,,30.0,215.0,7.17,,,
,,2004 - 2005,,,,,,,28.0,200.0,7.14,,,
,,2005 - 2006,,,,,,,28.0,208.0,7.43,,,
,,2006 - 2007,,,,,,,25.0,45.0,1.8,,,
,,2007 - 2008,,,,,,,16.0,180.0,11.25,,,
,,2009 - 2010,,,,,,,20.0,85.0,4.25,,,
,,2011 - 2012,,,,,,,28.0,59.05,2.11,,,
,,2012 - 2013,,,,,,,27.0,189.32,7.01,,,
,,2014 - 2015,,,,,,,38.0,266.46,7.01,,,
,,2015 - 2016,,,,,,,21.0,147.25,7.01,,,
,,2018 - 2019,,,,,,,21.0,89.0,4.24,,,
,,2019 - 2020,,,,,,,21.0,86.0,4.1,,,
,,2020 - 2021,,,,,,,58.0,491.0,8.47,,,
,,2021 - 2022,,,,,,,57.0,481.0,8.44,,,
,Kullu,2009 - 2010,,,,,,,2.0,7.0,3.5,,,
,,2014 - 2015,,,,,,,1.0,,0.0,,,
,,2015 - 2016,,,,,,,1.0,2.29,2.29,,,
,,2018 - 2019,,,,,,,1.0,4.0,4.0,,,
,,2019 - 2020,,,,,,,84.0,336.0,4.0,,,
,Lahul and spiti,2018 - 2019,,,,,,,2.0,5.0,2.5,,,
,Mandi,2001 - 2002,,,,,,,78.0,867.0,11.12,,,
,,2002 - 2003,,,,,,,89.0,618.0,6.94,,,
,,2003 - 2004,,,,,,,83.0,595.0,7.17,,,
,,2004 - 2005,,,,,,,86.0,613.0,7.13,,,
,,2005 - 2006,,,,,,,80.0,595.0,7.44,,,
,,2006 - 2007,,,,,,,118.0,78.0,0.66,,,
,,2007 - 2008,,,,,,,33.0,371.0,11.24,,,
,,2009 - 2010,,,,,,,105.0,425.0,4.05,,,
,,2011 - 2012,,,,,,,113.0,26.13,0.23,,,
,,2012 - 2013,,,,,,,115.0,806.38,7.01,,,
,,2014 - 2015,,,,,,,96.0,673.15,7.01,,,
,,2015 - 2016,,,,,,,100.0,701.2,7.01,,,
,,2020 - 2021,,,,,,,100.0,706.0,7.06,,,
,,2021 - 2022,,,,,,,94.0,664.0,7.06,,,
,Shimla,2001 - 2002,,,,,,,267.0,,11.15,,,
,,2002 - 2003,,,,,,,270.0,,4.69,,,
,,2003 - 2004,,,,,,,187.0,882.0,4.72,,,
,,2004 - 2005,,,,,,,209.0,,7.33,,,
,,2005 - 2006,,,,,,,187.0,,6.0,,,
,,2006 - 2007,,,,,,,202.0,508.0,2.51,,,
,,2007 - 2008,,,,,,,214.0,,8.08,,,
,,2009 - 2010,,,,,,,63.0,182.0,2.89,,,
,,2011 - 2012,,,,,,,203.0,509.06,2.51,,,
,,2012 - 2013,,,,,,,214.0,,9.9,,,
,,2014 - 2015,,,,,,,99.0,979.7,9.9,,,
,,2015 - 2016,,,,,,,57.0,564.07,9.9,,,
,,2018 - 2019,,,,,,,100.0,289.0,2.89,,,
,,2019 - 2020,,,,,,,65.0,188.0,2.89,,,
,,2020 - 2021,,,,,,,101.0,775.0,7.67,,,
,,2021 - 2022,,,,,,,84.0,645.0,7.68,,,
,Sirmaur,2001 - 2002,,,,,,,,,11.28,,,
,,2002 - 2003,,,,,,,,,6.96,,,
,,2003 - 2004,,,,,,,,,7.73,,,
,,2004 - 2005,,,,,,,,,7.09,,,
,,2005 - 2006,,,,,,,,,7.56,,,
,,2006 - 2007,,,,,,,,,1.79,,,
,,2007 - 2008,,,,,,,,,12.81,,,
,,2009 - 2010,,,,,,,,,4.94,,,
,,2011 - 2012,,,,,,,,,1.84,,,
,,2012 - 2013,,,,,,,,,6.54,,,
,,2014 - 2015,,,,,,,,,6.54,,,
,,2015 - 2016,,,,,,,,,6.54,,,
,,2018 - 2019,,,,,,,57.0,281.0,4.93,,,
,,2019 - 2020,,,,,,,,,4.94,,,
,,2020 - 2021,,,,,,,,,5.44,,,
,,2021 - 2022,,,,,,,,,5.22,,,
,Solan,2001 - 2002,,,,,,,612.0,,11.15,,,
,,2002 - 2003,,,,,,,532.0,,8.23,,,
,,2003 - 2004,,,,,,,444.0,,6.95,,,
,,2004 - 2005,,,,,,,408.0,,6.78,,,
,,2005 - 2006,,,,,,,398.0,,7.24,,,
,,2006 - 2007,,,,,,,401.0,450.0,1.12,,,
,,2007 - 2008,,,,,,,403.0,,7.48,,,
,,2009 - 2010,,,,,,,308.0,,4.09,,,
,,2011 - 2012,,,,,,,356.0,443.49,1.25,,,
,,2012 - 2013,,,,,,,361.0,,7.01,,,
,,2014 - 2015,,,,,,,268.0,,7.01,,,
,,2015 - 2016,,,,,,,280.0,,7.01,,,
,,2018 - 2019,,,,,,,,,4.08,,,
,,2019 - 2020,,,,,,,206.0,840.0,4.08,,,
,,2020 - 2021,,,,,,,280.0,,6.89,,,
,,2021 - 2022,,,,,,,334.0,,6.69,,,
,Una,2001 - 2002,,,,,,,2.0,22.0,11.0,,,
,,2002 - 2003,,,,,,,1.0,7.0,7.0,,,
,,2003 - 2004,,,,,,,2.0,14.0,7.0,,,
,,2005 - 2006,,,,,,,3.0,22.0,7.33,,,
,,2006 - 2007,,,,,,,26.0,56.0,2.15,,,
,,2007 - 2008,,,,,,,3.0,34.0,11.33,,,
,,2009 - 2010,,,,,,,3.0,12.0,4.0,,,
,,2012 - 2013,,,,,,,1.0,7.01,7.01,,,
,,2014 - 2015,,,,,,,2.0,14.02,7.01,,,
,,2015 - 2016,,,,,,,2.0,14.02,7.01,,,
,,2018 - 2019,,,,,,,253.0,,4.0,,,
,,2019 - 2020,,,,,,,4.0,16.0,4.0,,,
,,2020 - 2021,,,,,,,6.0,50.0,8.33,,,
,,2021 - 2022,,,,,,,9.0,76.0,8.44,,,
Jammu and Kashmir,Jammu,2007 - 2008,,,,,,,4.0,4.8,1.2,,,
,,2010 - 2011,,,,2.0,1.8,0.9,,,,,,
,,2011 - 2012,,,,3.0,2.7,0.9,,,,,,
,,2012 - 2013,,,,3.0,2.7,0.9,,,,,,
,,2013 - 2014,,,,3.0,2.7,0.9,,,,,,
,,2016 - 2017,,,,,,,7.0,14.8,2.11,,,
,,2017 - 2018,,,,,,,6.0,12.7,2.12,,,
,,2018 - 2019,,,,,,,2.0,4.2,2.1,,,
,Kathua,2000 - 2001,,,,,,,3.0,5.0,1.67,,,
,,2006 - 2007,,,,,,,4.0,6.8,1.7,,,
,,2007 - 2008,,,,,,,4.0,6.8,1.7,,,
,,2009 - 2010,,,,,,,13.0,22.1,1.7,,,
,,2010 - 2011,,,,,,,5.0,8.5,1.7,,,
,,2011 - 2012,,,,,,,10.0,17.0,1.7,,,
,,2012 - 2013,,,,,,,8.0,13.6,1.7,,,
,,2014 - 2015,,,,,,,8.0,13.6,1.7,,,
,,2015 - 2016,,,,,,,5.0,8.5,1.7,,,
,,2016 - 2017,,,,,,,5.0,8.5,1.7,,,
,,2017 - 2018,,,,,,,5.0,8.6,1.72,,,
,,2018 - 2019,,,,,,,8.0,13.8,1.73,,,
,,2019 - 2020,,,,,,,8.0,13.8,1.73,,,
,,2020 - 2021,,,,,,,10.0,17.3,1.73,,,
,Poonch,2012 - 2013,,,,,,,1.0,1.2,1.2,,,
,Rajauri,2005 - 2006,,,,,,,1.0,1.5,1.5,,,
,Reasi,2007 - 2008,,,,,,,8.0,9.2,1.15,,,
,,2009 - 2010,,,,,,,8.0,9.3,1.16,,,
,,2010 - 2011,,,,,,,7.0,8.1,1.16,,,
,,2011 - 2012,,,,,,,6.0,7.0,1.17,,,
,,2012 - 2013,,,,,,,4.0,4.7,1.18,,,
,,2014 - 2015,,,,,,,4.0,4.7,1.18,,,
,,2015 - 2016,,,,,,,4.0,10.6,2.65,,,
,Samba,2017 - 2018,,,,,,,3.0,6.4,2.13,,,
,Udhampur,2000 - 2001,,,,,,,37.0,43.0,1.16,,,
,,2005 - 2006,,,,,,,37.0,42.6,1.15,,,
,,2007 - 2008,,,,,,,59.0,67.9,1.15,,,
,,2009 - 2010,,,,,,,16.0,18.9,1.18,,,
,,2010 - 2011,,,,,,,13.0,15.4,1.18,,,
,,2011 - 2012,,,,,,,16.0,19.0,1.19,,,
,,2012 - 2013,,,,,,,13.0,15.4,1.18,,,
,,2014 - 2015,,,,,,,9.0,10.6,1.18,,,
,,2016 - 2017,,,,,,,11.0,23.3,2.12,,,
,,2017 - 2018,,,,,,,11.0,23.3,2.12,,,
,,2018 - 2019,,,,,,,17.0,36.0,2.12,,,
,,2019 - 2020,,,,,,,11.0,23.3,2.12,,,
,,2020 - 2021,,,,,,,23.0,48.7,2.12,,,
Karnataka,Bagalkot,2014 - 2015,134.0,,29.04,,,,,,,,,
,,2015 - 2016,54.0,,37.33,,,,,,,,,
,,2016 - 2017,22.0,556.0,25.27,,,,,,,,,
,,2017 - 2018,8.0,207.0,25.88,,,,,,,,,
,,2018 - 2019,6.0,92.3,15.38,,,,,,,,,
,,2019 - 2020,4.0,41.8,10.45,,,,,,,,,
,,2020 - 2021,82.0,958.8,11.69,,,,,,,,,
,,2021 - 2022,18.0,221.5,12.31,,,,,,,,,
,,2022 - 2023,18.0,144.1,8.01,,,,,,,,,
,Bangalore rural,2000 - 2001,,,,,,,37.0,432.0,11.68,,,
,,2001 - 2002,,,,,,,59.0,689.0,11.68,,,
,,2002 - 2003,,,,,,,30.0,350.0,11.67,,,
,,2003 - 2004,,,,,,,46.0,537.0,11.67,,,
,,2004 - 2005,,,,,,,51.0,595.0,11.67,,,
,,2005 - 2006,70.0,817.0,11.67,,,,,,,,,
,,2006 - 2007,85.0,992.0,11.67,,,,,,,,,
,,2007 - 2008,67.0,,20.52,,,,,,,,,
,,2008 - 2009,57.0,,31.86,,,,,,,,,
,,2009 - 2010,69.0,,31.49,,,,,,,,,
,,2010 - 2011,71.0,256.9,3.62,,,,,,,,,
,,2011 - 2012,54.0,171.8,3.18,,,,,,,,,
,,2012 - 2013,34.0,,31.85,,,,,,,,,
,,2013 - 2014,9.0,249.0,27.67,,,,,,,,,
,,2014 - 2015,11.0,320.0,29.09,,,,,,,,,
,,2015 - 2016,42.0,,37.33,,,,,,,,,
,,2016 - 2017,41.0,,25.29,,,,,,,,,
,,2017 - 2018,41.0,,25.83,,,,,,,,,
,,2018 - 2019,111.0,,15.39,,,,,,,,,
,,2019 - 2020,179.0,,10.46,,,,,,,,,
,,2020 - 2021,535.0,,11.69,,,,,,,,,
,,2021 - 2022,356.0,,11.69,,,,,,,,,
,,2022 - 2023,221.0,,7.54,,,,,,,,,
,Belgaum,2007 - 2008,10.0,205.0,20.5,,,,,,,,,
,,2008 - 2009,5.0,159.0,31.8,,,,,,,,,
,,2010 - 2011,43.0,155.6,3.62,,,,,,,,,
,,2012 - 2013,6.0,191.0,31.83,,,,,,,,,
,,2013 - 2014,12.0,332.0,27.67,,,,,,,,,
,,2014 - 2015,22.0,639.0,29.05,,,,,,,,,
,,2016 - 2017,2.0,51.0,25.5,,,,,,,,,
,,2017 - 2018,5.0,129.0,25.8,,,,,,,,,
,,2018 - 2019,2.0,30.8,15.4,,,,,,,,,
,,2019 - 2020,7.0,73.2,10.46,,,,,,,,,
,,2020 - 2021,46.0,537.9,11.69,,,,,,,,,
,,2021 - 2022,16.0,196.9,12.31,,,,,,,,,
,,2022 - 2023,5.0,74.0,14.8,,,,,,,,,
,Bellary,2001 - 2002,,,,,,,1.0,13.0,13.0,,,
,,2003 - 2004,,,,,,,1.0,13.0,13.0,,,
,,2004 - 2005,,,,,,,1.0,13.0,13.0,,,
,,2005 - 2006,1.0,13.0,13.0,,,,,,,,,
,,2006 - 2007,1.0,13.0,13.0,,,,,,,,,
,,2007 - 2008,1.0,21.0,21.0,,,,,,,,,
,,2008 - 2009,1.0,32.0,32.0,,,,,,,,,
,,2009 - 2010,1.0,31.0,31.0,,,,,,,,,
,,2010 - 2011,1.0,3.6,3.6,,,,,,,,,
,,2015 - 2016,1.0,37.0,37.0,,,,,,,,,
,,2017 - 2018,1.0,26.0,26.0,,,,,,,,,
,,2018 - 2019,4.0,61.6,15.4,,,,,,,,,
,,2019 - 2020,12.0,125.5,10.46,,,,,,,,,
,,2020 - 2021,32.0,374.2,11.69,,,,,,,,,
,,2021 - 2022,15.0,184.6,12.31,,,,,,,,,
,Bengaluru urban,2000 - 2001,,,,,,,4.0,47.0,11.75,,,
,,2012 - 2013,5.0,159.0,31.8,,,,,,,,,
,,2013 - 2014,4.0,111.0,27.75,,,,,,,,,
,,2014 - 2015,11.0,320.0,29.09,,,,,,,,,
,,2015 - 2016,14.0,523.0,37.36,,,,,,,,,
,,2016 - 2017,4.0,101.0,25.25,,,,,,,,,
,,2017 - 2018,6.0,155.0,25.83,,,,,,,,,
,,2018 - 2019,11.0,169.3,15.39,,,,,,,,,
,,2019 - 2020,48.0,502.0,10.46,,,,,,,,,
,,2020 - 2021,83.0,970.5,11.69,,,,,,,,,
,,2021 - 2022,41.0,516.8,12.6,,,,,,,,,
,,2022 - 2023,22.0,347.8,15.81,,,,,,,,,
,Bidar,2000 - 2001,,,,,,,,,12.71,,,
,,2001 - 2002,,,,,,,,,12.71,,,
,,2002 - 2003,,,,,,,,,12.71,,,
,,2003 - 2004,,,,,,,788.0,,12.71,,,
,,2004 - 2005,,,,,,,711.0,,12.71,,,
,,2005 - 2006,967.0,,12.71,,,,,,,,,
,,2006 - 2007,,,12.71,,,,,,,,,
,,2007 - 2008,817.0,,20.52,,,,,,,,,
,,2008 - 2009,,,31.86,,,,,,,,,
,,2009 - 2010,,,31.49,,,,,,,,,
,,2010 - 2011,,,3.62,,,,,,,,,
,,2011 - 2012,,,3.18,,,,,,,,,
,,2012 - 2013,,,31.86,,,,,,,,,
,,2013 - 2014,775.0,,16.37,,,,,,,,,
,,2014 - 2015,902.0,,15.83,,,,,,,,,
,,2015 - 2016,779.0,,16.06,,,,,,,,,
,,2016 - 2017,,,18.24,,,,,,,,,
,,2017 - 2018,510.0,,25.83,,,,,,,,,
,,2018 - 2019,,,15.39,,,,,,,,,
,,2019 - 2020,,,13.9,,,,,,,,,
,,2020 - 2021,,,13.95,,,,,,,,,
,,2021 - 2022,,,14.0,,,,,,,,,
,,2022 - 2023,538.0,,11.5,,,,,,,,,
,Bijapur,2018 - 2019,6.0,92.3,15.38,,,,,,,,,
,,2019 - 2020,13.0,136.0,10.46,,,,,,,,,
,,2020 - 2021,131.0,,11.69,,,,,,,,,
,,2021 - 2022,73.0,910.5,12.47,,,,,,,,,
,,2022 - 2023,26.0,64.01,2.46,,,,,,,,,
,Chamarajanagar,2005 - 2006,2.0,26.0,13.0,,,,,,,,,
,,2006 - 2007,6.0,78.0,13.0,,,,,,,,,
,,2007 - 2008,1.0,21.0,21.0,,,,,,,,,
,,2008 - 2009,37.0,,31.86,,,,,,,,,
,,2009 - 2010,58.0,,31.5,,,,,,,,,
,,2010 - 2011,43.0,155.6,3.62,,,,,,,,,
,,2011 - 2012,55.0,175.0,3.18,,,,,,,,,
,,2012 - 2013,85.0,,31.86,,,,,,,,,
,,2013 - 2014,30.0,829.0,27.63,,,,,,,,,
,,2014 - 2015,34.0,988.0,29.06,,,,,,,,,
,,2015 - 2016,85.0,,37.33,,,,,,,,,
,,2016 - 2017,95.0,,25.28,,,,,,,,,
,,2017 - 2018,174.0,,25.83,,,,,,,,,
,,2018 - 2019,104.0,,15.39,,,,,,,,,
,,2019 - 2020,96.0,,10.46,,,,,,,,,
,,2020 - 2021,342.0,,11.69,,,,,,,,,
,,2021 - 2022,292.0,,12.56,,,,,,,,,
,,2022 - 2023,240.0,,10.0,,,,,,,,,
,Chikballapur,2010 - 2011,7.0,25.3,3.61,,,,,,,,,
,,2011 - 2012,16.0,50.9,3.18,,,,,,,,,
,,2012 - 2013,15.0,478.0,31.87,,,,,,,,,
,,2013 - 2014,13.0,359.0,27.62,,,,,,,,,
,,2014 - 2015,10.0,290.0,29.0,,,,,,,,,
,,2015 - 2016,17.0,635.0,37.35,,,,,,,,,
,,2016 - 2017,10.0,253.0,25.3,,,,,,,,,
,,2017 - 2018,37.0,956.0,25.84,,,,,,,,,
,,2018 - 2019,16.0,246.2,15.39,,,,,,,,,
,,2019 - 2020,36.0,376.5,10.46,,,,,,,,,
,,2020 - 2021,222.0,,11.69,,,,,,,,,
,,2021 - 2022,132.0,,12.58,,,,,,,,,
,,2022 - 2023,53.0,504.86,9.53,,,,,,,,,
,Chikmagalur,2000 - 2001,,,,,,,522.0,,12.23,,,
,,2001 - 2002,,,,,,,316.0,,12.23,,,
,,2002 - 2003,,,,,,,120.0,,12.23,,,
,,2003 - 2004,,,,,,,160.0,,12.23,,,
,,2004 - 2005,,,,,,,928.0,,12.23,,,
,,2005 - 2006,,,12.23,,,,,,,,,
,,2006 - 2007,800.0,,12.23,,,,,,,,,
,,2007 - 2008,638.0,,20.52,,,,,,,,,
,,2008 - 2009,268.0,,31.86,,,,,,,,,
,,2009 - 2010,353.0,,31.49,,,,,,,,,
,,2010 - 2011,432.0,,3.43,,,,,,,,,
,,2011 - 2012,611.0,,3.03,,,,,,,,,
,,2012 - 2013,458.0,,30.31,,,,,,,,,
,,2013 - 2014,484.0,,31.87,,,,,,,,,
,,2014 - 2015,705.0,,29.05,,,,,,,,,
,,2015 - 2016,741.0,,37.33,,,,,,,,,
,,2016 - 2017,613.0,,25.28,,,,,,,,,
,,2017 - 2018,653.0,,24.95,,,,,,,,,
,,2018 - 2019,442.0,,16.39,,,,,,,,,
,,2019 - 2020,635.0,,10.62,,,,,,,,,
,,2020 - 2021,,,11.69,,,,,,,,,
,,2021 - 2022,,,9.91,,,,,,,,,
,,2022 - 2023,762.0,,10.89,,,,,,,,,
,Chitradurga,2000 - 2001,,,,,,,12.0,158.0,13.17,,,
,,2016 - 2017,2.0,51.0,25.5,,,,,,,,,
,,2017 - 2018,1.0,26.0,26.0,,,,,,,,,
,,2018 - 2019,9.0,138.5,15.39,,,,,,,,,
,,2019 - 2020,32.0,334.7,10.46,,,,,,,,,
,,2020 - 2021,32.0,374.2,11.69,,,,,,,,,
,,2021 - 2022,34.0,430.6,12.66,,,,,,,,,
,,2022 - 2023,13.0,118.1,9.08,,,,,,,,,
,Dakshin kannad,2000 - 2001,,,,,,,346.0,,11.77,,,
,,2001 - 2002,,,,,,,325.0,,11.77,,,
,,2002 - 2003,,,,,,,311.0,,11.77,,,
,,2003 - 2004,,,,,,,301.0,,11.77,,,
,,2004 - 2005,,,,,,,292.0,,11.77,,,
,,2005 - 2006,288.0,,11.77,,,,,,,,,
,,2006 - 2007,314.0,,11.77,,,,,,,,,
,,2007 - 2008,315.0,,20.52,,,,,,,,,
,,2008 - 2009,301.0,,31.86,,,,,,,,,
,,2009 - 2010,323.0,,31.49,,,,,,,,,
,,2010 - 2011,315.0,,3.62,,,,,,,,,
,,2011 - 2012,306.0,973.6,3.18,,,,,,,,,
,,2012 - 2013,294.0,,31.86,,,,,,,,,
,,2013 - 2014,283.0,,34.07,,,,,,,,,
,,2014 - 2015,266.0,,29.05,,,,,,,,,
,,2015 - 2016,234.0,,37.33,,,,,,,,,
,,2016 - 2017,195.0,,25.28,,,,,,,,,
,,2017 - 2018,94.0,,25.83,,,,,,,,,
,,2018 - 2019,1.0,15.4,15.4,,,,,,,,,
,,2020 - 2021,4.0,46.8,11.7,,,,,,,,,
,,2021 - 2022,1.0,12.3,12.3,,,,,,,,,
,Davangere,2001 - 2002,,,,,,,5.0,66.0,13.2,,,
,,2002 - 2003,,,,,,,9.0,118.0,13.11,,,
,,2003 - 2004,,,,,,,4.0,53.0,13.25,,,
,,2004 - 2005,,,,,,,1.0,13.0,13.0,,,
,,2005 - 2006,9.0,118.0,13.11,,,,,,,,,
,,2006 - 2007,4.0,53.0,13.25,,,,,,,,,
,,2007 - 2008,6.0,123.0,20.5,,,,,,,,,
,,2008 - 2009,2.0,64.0,32.0,,,,,,,,,
,,2009 - 2010,1.0,31.0,31.0,,,,,,,,,
,,2010 - 2011,5.0,18.1,3.62,,,,,,,,,
,,2011 - 2012,4.0,12.7,3.18,,,,,,,,,
,,2013 - 2014,4.0,111.0,27.75,,,,,,,,,
,,2014 - 2015,6.0,174.0,29.0,,,,,,,,,
,,2015 - 2016,179.0,,37.34,,,,,,,,,
,,2016 - 2017,7.0,177.0,25.29,,,,,,,,,
,,2017 - 2018,174.0,,25.83,,,,,,,,,
,,2018 - 2019,54.0,831.1,15.39,,,,,,,,,
,,2019 - 2020,81.0,847.2,10.46,,,,,,,,,
,,2020 - 2021,252.0,,11.69,,,,,,,,,
,,2021 - 2022,278.0,,12.57,,,,,,,,,
,,2022 - 2023,186.0,,12.76,,,,,,,,,
,Dharwad,2014 - 2015,5.0,145.0,29.0,,,,,,,,,
,,2015 - 2016,1.0,37.0,37.0,,,,,,,,,
,,2018 - 2019,6.0,92.3,15.38,,,,,,,,,
,,2019 - 2020,6.0,62.8,10.47,,,,,,,,,
,,2020 - 2021,63.0,736.7,11.69,,,,,,,,,
,,2021 - 2022,41.0,516.8,12.6,,,,,,,,,
,,2022 - 2023,4.0,35.01,8.75,,,,,,,,,
,Gadag,2001 - 2002,,,,,,,6.0,79.0,13.17,,,
,,2004 - 2005,,,,,,,6.0,79.0,13.17,,,
,,2014 - 2015,2.0,58.0,29.0,,,,,,,,,
,,2015 - 2016,2.0,75.0,37.5,,,,,,,,,
,,2016 - 2017,2.0,51.0,25.5,,,,,,,,,
,,2018 - 2019,3.0,46.2,15.4,,,,,,,,,
,,2019 - 2020,19.0,198.7,10.46,,,,,,,,,
,,2020 - 2021,11.0,128.6,11.69,,,,,,,,,
,,2021 - 2022,16.0,196.9,12.31,,,,,,,,,
,,2022 - 2023,9.0,61.74,6.86,,,,,,,,,
,Gulbarga,2000 - 2001,,,,,,,4.0,52.0,13.0,,,
,,2001 - 2002,,,,,,,14.0,183.0,13.07,,,
,,2002 - 2003,,,,,,,12.0,157.0,13.08,,,
,,2003 - 2004,,,,,,,15.0,196.0,13.07,,,
,,2004 - 2005,,,,,,,2.0,26.0,13.0,,,
,,2005 - 2006,6.0,78.0,13.0,,,,,,,,,
,,2006 - 2007,8.0,104.0,13.0,,,,,,,,,
,,2007 - 2008,5.0,103.0,20.6,,,,,,,,,
,,2008 - 2009,9.0,287.0,31.89,,,,,,,,,
,,2009 - 2010,8.0,252.0,31.5,,,,,,,,,
,,2010 - 2011,72.0,260.5,3.62,,,,,,,,,
,,2011 - 2012,202.0,642.7,3.18,,,,,,,,,
,,2012 - 2013,2.0,64.0,32.0,,,,,,,,,
,,2017 - 2018,246.0,,25.83,,,,,,,,,
,,2018 - 2019,31.0,477.1,15.39,,,,,,,,,
,,2019 - 2020,26.0,271.9,10.46,,,,,,,,,
,,2020 - 2021,398.0,,11.69,,,,,,,,,
,,2021 - 2022,158.0,,12.54,,,,,,,,,
,,2022 - 2023,63.0,752.6,11.95,,,,,,,,,
,Hassan,2000 - 2001,,,,,,,932.0,,13.03,,,
,,2001 - 2002,,,,,,,,,13.03,,,
,,2002 - 2003,,,,,,,,,13.03,,,
,,2003 - 2004,,,,,,,,,13.03,,,
,,2004 - 2005,,,,,,,,,13.03,,,
,,2005 - 2006,,,13.03,,,,,,,,,
,,2006 - 2007,,,13.03,,,,,,,,,
,,2007 - 2008,,,22.81,,,,,,,,,
,,2008 - 2009,,,33.55,,,,,,,,,
,,2009 - 2010,,,31.49,,,,,,,,,
,,2010 - 2011,,,3.51,,,,,,,,,
,,2011 - 2012,,,3.18,,,,,,,,,
,,2012 - 2013,,,31.86,,,,,,,,,
,,2013 - 2014,,,33.84,,,,,,,,,
,,2014 - 2015,,,32.47,,,,,,,,,
,,2015 - 2016,,,38.36,,,,,,,,,
,,2016 - 2017,,,25.44,,,,,,,,,
,,2017 - 2018,,,28.93,,,,,,,,,
,,2018 - 2019,,,16.83,,,,,,,,,
,,2019 - 2020,,,9.19,,,,,,,,,
,,2020 - 2021,,,13.29,,,,,,,,,
,,2021 - 2022,,,13.56,,,,,,,,,
,,2022 - 2023,,,10.19,,,,,,,,,
,Haveri,2000 - 2001,,,,,,,112.0,,13.19,,,
,,2001 - 2002,,,,,,,199.0,,13.19,,,
,,2002 - 2003,,,,,,,139.0,,13.19,,,
,,2003 - 2004,,,,,,,123.0,,13.19,,,
,,2004 - 2005,,,,,,,86.0,,13.19,,,
,,2005 - 2006,122.0,,13.19,,,,,,,,,
,,2006 - 2007,85.0,,13.19,,,,,,,,,
,,2007 - 2008,52.0,624.0,12.0,,,,,,,,,
,,2008 - 2009,53.0,,31.85,,,,,,,,,
,,2009 - 2010,61.0,,31.49,,,,,,,,,
,,2010 - 2011,159.0,575.3,3.62,,,,,,,,,
,,2011 - 2012,192.0,610.9,3.18,,,,,,,,,
,,2012 - 2013,107.0,,31.86,,,,,,,,,
,,2013 - 2014,163.0,,27.64,,,,,,,,,
,,2014 - 2015,869.0,,29.05,,,,,,,,,
,,2015 - 2016,,,37.33,,,,,,,,,
,,2016 - 2017,,,25.28,,,,,,,,,
,,2017 - 2018,974.0,,20.59,,,,,,,,,
,,2018 - 2019,,,18.27,,,,,,,,,
,,2019 - 2020,,,13.17,,,,,,,,,
,,2020 - 2021,,,13.81,,,,,,,,,
,,2021 - 2022,,,15.19,,,,,,,,,
,,2022 - 2023,,,11.0,,,,,,,,,
,Kodagu,2000 - 2001,,,,,,,,,12.94,,,
,,2001 - 2002,,,,,,,,,12.94,,,
