state,district,year,maize_rabi_area_hectare,maize_rabi_production_tonne,maize_rabi_yield_tonne_per_hectare,maize_kharif_area_hectare,maize_kharif_production_tonne,maize_kharif_yield_tonne_per_hectare,maize_summer_area_hectare,maize_summer_production_tonne,maize_summer_yield_tonne_per_hectare,maize_autumn_area_hectare,maize_autumn_production_tonne,maize_autumn_yield_tonne_per_hectare,maize_winter_area_hectare,maize_winter_production_tonne,maize_winter_yield_tonne_per_hectare,maize_whole_year_area_hectare,maize_whole_year_production_tonne,maize_whole_year_yield_tonne_per_hectare
,,2018 - 2019,196.0,550.0,2.81,,,1.21,103.0,213.0,2.07,,,,,,,,,
,,2019 - 2020,1.0,3.0,3.0,,,2.19,165.0,407.0,2.47,,,,,,,,,
,,2020 - 2021,128.0,339.0,2.65,,,2.51,491.0,,2.89,,,,,,,,,
,,2021 - 2022,2.0,6.0,3.0,,,2.51,114.0,311.0,2.73,,,,,,,,,
,,2022 - 2023,36.0,102.0,2.83,,,2.25,,,,,,,,,,,,
,Shamli,2012 - 2013,,,,38.0,50.0,1.32,33.0,61.0,1.85,,,,,,,,,
,,2013 - 2014,,,,79.0,94.0,1.19,,,,,,,,,,,,
,,2014 - 2015,,,,67.0,95.0,1.42,,,,,,,,,,,,
,,2015 - 2016,,,,70.0,115.0,1.64,,,,,,,,,,,,
,,2016 - 2017,,,,88.0,139.0,1.58,,,,,,,,,,,,
,,2017 - 2018,4.0,12.0,3.0,79.0,125.0,1.58,,,,,,,,,,,,
,,2018 - 2019,,,,79.0,189.0,2.39,,,,,,,,,,,,
,,2019 - 2020,,,,103.0,263.0,2.55,,,,,,,,,,,,
,,2020 - 2021,,,,151.0,300.0,1.99,,,,,,,,,,,,
,,2021 - 2022,,,,89.0,164.0,1.84,,,,,,,,,,,,
,,2022 - 2023,52.0,147.0,2.83,89.0,163.0,1.83,1.0,3.0,3.0,,,,,,,,,
,Shravasti,2000 - 2001,87.0,141.0,1.62,,,0.82,,,,,,,,,,,,
,,2001 - 2002,107.0,174.0,1.63,,,0.95,,,,,,,,,,,,
,,2002 - 2003,501.0,555.0,1.11,,,0.84,,,,,,,,,,,,
,,2003 - 2004,,,,,,0.96,284.0,388.0,1.37,,,,,,,,,
,,2004 - 2005,7.0,32.0,4.57,,,0.91,,,,,,,,,,,,
,,2005 - 2006,,,,,,0.79,,,,,,,,,,,,
,,2006 - 2007,,,,,,0.68,521.0,691.0,1.33,,,,,,,,,
,,2007 - 2008,,,,,,0.72,521.0,749.0,1.44,,,,,,,,,
,,2008 - 2009,,,,,,0.72,248.0,371.0,1.5,,,,,,,,,
,,2009 - 2010,,,,,,0.67,85.0,124.0,1.46,,,,,,,,,
,,2010 - 2011,,,,,,0.74,107.0,157.0,1.47,,,,,,,,,
,,2011 - 2012,109.0,243.0,2.23,,,0.71,124.0,205.0,1.65,,,,,,,,,
,,2012 - 2013,8.0,25.0,3.13,,,0.76,95.0,175.0,1.84,,,,,,,,,
,,2013 - 2014,16.0,57.0,3.56,,,0.83,164.0,301.0,1.84,,,,,,,,,
,,2014 - 2015,2.0,5.0,2.5,,,0.77,119.0,212.0,1.78,,,,,,,,,
,,2015 - 2016,23.0,23.0,1.0,,,0.81,261.0,482.0,1.85,,,,,,,,,
,,2016 - 2017,8.0,6.0,0.75,,,0.89,174.0,327.0,1.88,,,,,,,,,
,,2017 - 2018,456.0,,3.0,,,1.06,141.0,309.0,2.19,,,,,,,,,
,,2018 - 2019,435.0,,2.8,,,0.99,132.0,273.0,2.07,,,,,,,,,
,,2019 - 2020,32.0,63.0,1.97,,,0.96,173.0,427.0,2.47,,,,,,,,,
,,2020 - 2021,45.0,71.0,1.58,,,0.86,170.0,321.0,1.89,,,,,,,,,
,,2021 - 2022,6.0,11.0,1.83,,,0.84,161.0,318.0,1.98,,,,,,,,,
,,2022 - 2023,22.0,62.0,2.82,,,1.35,45.0,76.0,1.69,,,,,,,,,
,Siddharth nagar,2000 - 2001,20.0,32.0,1.6,,574.0,0.45,,,,,,,,,,,,
,,2001 - 2002,50.0,81.0,1.62,946.0,682.0,0.72,,,,,,,,,,,,
,,2002 - 2003,87.0,96.0,1.1,,,0.87,,,,,,,,,,,,
,,2003 - 2004,,,,,,1.2,123.0,168.0,1.37,,,,,,,,,
,,2004 - 2005,,,,922.0,,1.54,,,,,,,,,,,,
,,2005 - 2006,,,,,,1.28,,,,,,,,,,,,
,,2006 - 2007,,,,819.0,,1.33,394.0,522.0,1.32,,,,,,,,,
,,2007 - 2008,524.0,,2.81,504.0,724.0,1.44,,,,,,,,,,,,
,,2008 - 2009,,,,667.0,998.0,1.5,189.0,283.0,1.5,,,,,,,,,
,,2009 - 2010,,,,699.0,,1.45,272.0,395.0,1.45,,,,,,,,,
,,2010 - 2011,,,,608.0,702.0,1.15,86.0,126.0,1.47,,,,,,,,,
,,2011 - 2012,2.0,5.0,2.5,602.0,,1.76,73.0,121.0,1.66,,,,,,,,,
,,2012 - 2013,,,,575.0,,1.85,97.0,179.0,1.85,,,,,,,,,
,,2013 - 2014,46.0,163.0,3.54,626.0,,1.84,6.0,11.0,1.83,,,,,,,,,
,,2014 - 2015,13.0,31.0,2.38,644.0,,1.78,6.0,11.0,1.83,,,,,,,,,
,,2015 - 2016,7.0,16.0,2.29,841.0,,1.85,,,,,,,,,,,,
,,2016 - 2017,1.0,3.0,3.0,374.0,337.0,0.9,7.0,13.0,1.86,,,,,,,,,
,,2017 - 2018,35.0,105.0,3.0,415.0,366.0,0.88,6.0,13.0,2.17,,,,,,,,,
,,2018 - 2019,28.0,78.0,2.79,491.0,379.0,0.77,6.0,12.0,2.0,,,,,,,,,
,,2019 - 2020,13.0,37.0,2.85,371.0,261.0,0.7,6.0,14.0,2.33,,,,,,,,,
,,2020 - 2021,22.0,58.0,2.64,407.0,262.0,0.64,6.0,17.0,2.83,,,,,,,,,
,,2021 - 2022,,,,494.0,318.0,0.64,8.0,22.0,2.75,,,,,,,,,
,,2022 - 2023,67.0,189.0,2.82,494.0,,2.14,6.0,17.0,2.83,,,,,,,,,
,Sitapur,2000 - 2001,70.0,114.0,1.63,,,0.87,,,,,,,,,,,,
,,2001 - 2002,73.0,119.0,1.63,,,0.72,,,,,,,,,,,,
,,2002 - 2003,117.0,130.0,1.11,,,0.66,,,,,,,,,,,,
,,2003 - 2004,20.0,28.0,1.4,,,0.69,,,1.37,,,,,,,,,
,,2004 - 2005,1.0,5.0,5.0,,,0.8,,,,,,,,,,,,
,,2005 - 2006,,,,,,1.02,,,,,,,,,,,,
,,2006 - 2007,,,,,,0.96,285.0,378.0,1.33,,,,,,,,,
,,2007 - 2008,,,,,,0.82,341.0,490.0,1.44,,,,,,,,,
,,2008 - 2009,,,,,,0.43,225.0,337.0,1.5,,,,,,,,,
,,2009 - 2010,,,,,,0.78,282.0,410.0,1.45,,,,,,,,,
,,2010 - 2011,7.0,21.0,3.0,,,0.76,227.0,333.0,1.47,,,,,,,,,
,,2011 - 2012,21.0,50.0,2.38,,,0.73,239.0,395.0,1.65,,,,,,,,,
,,2012 - 2013,4.0,13.0,3.25,,,0.94,298.0,550.0,1.85,,,,,,,,,
,,2013 - 2014,10.0,35.0,3.5,,,0.96,181.0,333.0,1.84,,,,,,,,,
,,2014 - 2015,71.0,170.0,2.39,,,0.86,227.0,404.0,1.78,,,,,,,,,
,,2015 - 2016,31.0,68.0,2.19,,,1.0,233.0,431.0,1.85,,,,,,,,,
,,2016 - 2017,124.0,347.0,2.8,,,1.23,249.0,467.0,1.88,,,,,,,,,
,,2017 - 2018,30.0,90.0,3.0,,,0.89,129.0,283.0,2.19,,,,,,,,,
,,2018 - 2019,28.0,79.0,2.82,,,0.59,140.0,289.0,2.06,,,,,,,,,
,,2019 - 2020,3.0,8.0,2.67,,,1.11,146.0,360.0,2.47,,,,,,,,,
,,2020 - 2021,5.0,13.0,2.6,,,1.17,196.0,567.0,2.89,,,,,,,,,
,,2021 - 2022,6.0,17.0,2.83,,,1.1,181.0,494.0,2.73,,,,,,,,,
,,2022 - 2023,1.0,3.0,3.0,,,1.11,179.0,515.0,2.88,,,,,,,,,
,Sonbhadra,2000 - 2001,1.0,1.0,1.0,,,0.79,,,,,,,,,,,,
,,2001 - 2002,7.0,11.0,1.57,,,0.52,,,,,,,,,,,,
,,2002 - 2003,13.0,14.0,1.08,,,0.72,,,,,,,,,,,,
,,2003 - 2004,7.0,10.0,1.43,,,1.14,11.0,15.0,1.36,,,,,,,,,
,,2004 - 2005,28.0,130.0,4.64,,,0.59,,,,,,,,,,,,
,,2005 - 2006,,,,,,0.74,,,,,,,,,,,,
,,2006 - 2007,28.0,88.0,3.14,,,0.62,5.0,7.0,1.4,,,,,,,,,
,,2007 - 2008,,,,,,0.79,,,,,,,,,,,,
,,2008 - 2009,,,,,,0.58,,,,,,,,,,,,
,,2009 - 2010,,,,,,0.68,5.0,7.0,1.4,,,,,,,,,
,,2010 - 2011,,,,,,0.92,1.0,2.0,2.0,,,,,,,,,
,,2011 - 2012,1.0,2.0,2.0,,,0.87,1.0,2.0,2.0,,,,,,,,,
,,2012 - 2013,,,,,,1.0,1.0,2.0,2.0,,,,,,,,,
,,2013 - 2014,79.0,281.0,3.56,,,1.16,,,,,,,,,,,,
,,2014 - 2015,41.0,98.0,2.39,,,1.05,,,,,,,,,,,,
,,2015 - 2016,3.0,7.0,2.33,,,0.83,8.0,15.0,1.88,,,,,,,,,
,,2016 - 2017,30.0,84.0,2.8,,,0.91,,,,,,,,,,,,
,,2017 - 2018,94.0,282.0,3.0,,,0.93,,,,,,,,,,,,
,,2018 - 2019,217.0,608.0,2.8,,,1.11,,,,,,,,,,,,
,,2019 - 2020,29.0,82.0,2.83,,,1.32,,,,,,,,,,,,
,,2020 - 2021,927.0,758.0,0.82,,,1.31,2.0,6.0,3.0,,,,,,,,,
,,2021 - 2022,,,,,,1.31,,,,,,,,,,,,
,,2022 - 2023,67.0,189.0,2.82,,,1.23,,,,,,,,,,,,
,Sultanpur,2000 - 2001,224.0,363.0,1.62,,,1.4,,,,,,,,,,,,
,,2001 - 2002,306.0,498.0,1.63,,,1.49,,,,,,,,,,,,
,,2002 - 2003,297.0,329.0,1.11,,,1.49,,,,,,,,,,,,
,,2003 - 2004,,,,,,2.35,292.0,399.0,1.37,,,,,,,,,
,,2004 - 2005,2.0,9.0,4.5,,,2.09,,,,,,,,,,,,
,,2005 - 2006,,,,,,1.51,,,,,,,,,,,,
,,2006 - 2007,3.0,10.0,3.33,,,1.31,333.0,442.0,1.33,,,,,,,,,
,,2007 - 2008,2.0,5.0,2.5,,,1.32,333.0,479.0,1.44,,,,,,,,,
,,2008 - 2009,65.0,171.0,2.63,,,0.85,344.0,514.0,1.49,,,,,,,,,
,,2009 - 2010,107.0,327.0,3.06,,,1.42,458.0,666.0,1.45,,,,,,,,,
,,2010 - 2011,84.0,252.0,3.0,,,0.99,402.0,589.0,1.47,,,,,,,,,
,,2011 - 2012,74.0,176.0,2.38,,,1.11,285.0,471.0,1.65,,,,,,,,,
,,2012 - 2013,70.0,219.0,3.13,,,1.37,304.0,561.0,1.85,,,,,,,,,
,,2013 - 2014,77.0,274.0,3.56,,,0.42,454.0,834.0,1.84,,,,,,,,,
,,2014 - 2015,34.0,81.0,2.38,,,0.73,228.0,405.0,1.78,,,,,,,,,
,,2015 - 2016,,,,,,0.49,331.0,612.0,1.85,,,,,,,,,
,,2016 - 2017,78.0,219.0,2.81,,,0.64,259.0,486.0,1.88,,,,,,,,,
,,2017 - 2018,64.0,192.0,3.0,,,1.69,292.0,640.0,2.19,,,,,,,,,
,,2018 - 2019,34.0,95.0,2.79,,,1.63,305.0,630.0,2.07,,,,,,,,,
,,2019 - 2020,60.0,170.0,2.83,,,1.19,300.0,740.0,2.47,,,,,,,,,
,,2020 - 2021,91.0,241.0,2.65,,,1.74,608.0,,2.89,,,,,,,,,
,,2021 - 2022,76.0,212.0,2.79,,,1.51,301.0,821.0,2.73,,,,,,,,,
,,2022 - 2023,20.0,56.0,2.8,,,1.46,290.0,835.0,2.88,,,,,,,,,
,Unnao,2000 - 2001,396.0,642.0,1.62,,,1.53,,,,,,,,,,,,
,,2001 - 2002,505.0,823.0,1.63,,,1.4,,,,,,,,,,,,
,,2002 - 2003,395.0,437.0,1.11,,,0.82,,,,,,,,,,,,
,,2003 - 2004,,,,,,1.43,411.0,562.0,1.37,,,,,,,,,
,,2004 - 2005,,,,,,1.53,,,,,,,,,,,,
,,2005 - 2006,,,,,,0.96,,,,,,,,,,,,
,,2006 - 2007,,,,,,0.94,518.0,687.0,1.33,,,,,,,,,
,,2007 - 2008,,,,,,1.22,193.0,278.0,1.44,,,,,,,,,
,,2008 - 2009,,,,,,1.25,300.0,449.0,1.5,,,,,,,,,
,,2009 - 2010,,,,,,1.39,214.0,311.0,1.45,,,,,,,,,
,,2010 - 2011,1.0,3.0,3.0,,,0.79,,,1.47,,,,,,,,,
,,2011 - 2012,9.0,21.0,2.33,,,1.02,,,1.65,,,,,,,,,
,,2012 - 2013,2.0,6.0,3.0,,,1.18,252.0,466.0,1.85,,,,,,,,,
,,2013 - 2014,256.0,910.0,3.55,,,1.56,851.0,,1.84,,,,,,,,,
,,2014 - 2015,1.0,2.0,2.0,,,1.41,,,1.78,,,,,,,,,
,,2015 - 2016,79.0,174.0,2.2,,,1.52,840.0,,1.85,,,,,,,,,
,,2016 - 2017,,,,,,1.62,,,1.88,,,,,,,,,
,,2017 - 2018,105.0,315.0,3.0,,,2.24,736.0,,2.19,,,,,,,,,
,,2018 - 2019,,,,,,2.22,712.0,,2.07,,,,,,,,,
,,2019 - 2020,4.0,11.0,2.75,,,1.96,815.0,,2.47,,,,,,,,,
,,2020 - 2021,1.0,3.0,3.0,,,2.04,756.0,,2.89,,,,,,,,,
,,2021 - 2022,,,,,,1.72,764.0,,2.73,,,,,,,,,
,,2022 - 2023,,,,,,1.99,755.0,,2.88,,,,,,,,,
,Varanasi,2000 - 2001,18.0,29.0,1.61,,,1.4,,,,,,,,,,,,
,,2001 - 2002,5.0,8.0,1.6,,,1.6,,,,,,,,,,,,
,,2002 - 2003,8.0,9.0,1.13,,,1.49,,,,,,,,,,,,
,,2003 - 2004,5.0,7.0,1.4,,,1.85,11.0,15.0,1.36,,,,,,,,,
,,2004 - 2005,,,,,,1.69,,,,,,,,,,,,
,,2005 - 2006,,,,,,1.46,,,,,,,,,,,,
,,2006 - 2007,,,,,,1.32,23.0,31.0,1.35,,,,,,,,,
,,2007 - 2008,38.0,106.0,2.79,,,1.41,36.0,52.0,1.44,,,,,,,,,
,,2008 - 2009,,,,,,1.32,34.0,51.0,1.5,,,,,,,,,
,,2009 - 2010,12.0,37.0,3.08,,,1.46,25.0,36.0,1.44,,,,,,,,,
,,2010 - 2011,,,,,,1.47,34.0,50.0,1.47,,,,,,,,,
,,2011 - 2012,14.0,34.0,2.43,,,1.46,28.0,46.0,1.64,,,,,,,,,
,,2012 - 2013,10.0,31.0,3.1,,,1.78,31.0,57.0,1.84,,,,,,,,,
,,2013 - 2014,6.0,21.0,3.5,,,1.69,31.0,57.0,1.84,,,,,,,,,
,,2014 - 2015,22.0,52.0,2.36,,,1.59,59.0,105.0,1.78,,,,,,,,,
,,2015 - 2016,59.0,129.0,2.19,,,1.54,52.0,96.0,1.85,,,,,,,,,
,,2016 - 2017,12.0,34.0,2.83,,,1.75,40.0,75.0,1.88,,,,,,,,,
,,2017 - 2018,6.0,18.0,3.0,,,1.77,39.0,85.0,2.18,,,,,,,,,
,,2018 - 2019,4.0,11.0,2.75,,,1.66,37.0,76.0,2.05,,,,,,,,,
,,2019 - 2020,435.0,,2.83,,,1.68,,,,,,,,,,,,
,,2020 - 2021,51.0,135.0,2.65,,,1.7,39.0,113.0,2.9,,,,,,,,,
,,2021 - 2022,6.0,17.0,2.83,,,1.52,40.0,109.0,2.73,,,,,,,,,
,,2022 - 2023,27.0,76.0,2.81,,,2.65,5.0,14.0,2.8,,,,,,,,,
Uttarakhand,Almora,2000 - 2001,,,,,,1.3,,,,,,,,,,,,
,,2001 - 2002,,,,,,1.19,,,,,,,,,,,,
,,2002 - 2003,,,,,,0.84,,,,,,,,,,,,
,,2003 - 2004,,,,,,1.1,,,,,,,,,,,,
,,2004 - 2005,,,,,,1.1,,,,,,,,,,,,
,,2005 - 2006,,,,,,0.65,,,,,,,,,,,,
,,2006 - 2007,,,,,,0.93,,,,,,,,,,,,
,,2007 - 2008,,,,,,1.0,,,,,,,,,,,,
,,2008 - 2009,,,,,,1.0,,,,,,,,,,,,
,,2009 - 2010,,,,,,1.0,,,,,,,,,,,,
,,2010 - 2011,,,,,,1.74,,,,,,,,,,,,
,,2011 - 2012,,,,,,1.78,,,,,,,,,,,,
,,2012 - 2013,,,,,,1.53,,,,,,,,,,,,
,,2013 - 2014,,,,,,1.21,,,,,,,,,,,,
,,2014 - 2015,,,,,,1.15,,,,,,,,,,,,
,,2015 - 2016,,,,,,0.66,,,,,,,,,,,,
,,2016 - 2017,,,,,,0.84,,,,,,,,,,,,
,,2017 - 2018,,,,,,1.31,,,,,,,,,,,,
,,2018 - 2019,,,,,,1.4,,,,,,,,,,,,
,,2019 - 2020,,,,,,1.34,,,,,,,,,,,,
,,2020 - 2021,,,,,,1.95,,,,,,,,,,,,
,,2021 - 2022,,,,,,1.81,,,,,,,,,,,,
,,2022 - 2023,,,,,,1.52,,,,,,,,,,,,
,Bageshwar,2000 - 2001,,,,391.0,432.0,1.1,,,,,,,,,,,,
,,2001 - 2002,,,,393.0,428.0,1.09,,,,,,,,,,,,
,,2002 - 2003,,,,573.0,382.0,0.67,,,,,,,,,,,,
,,2003 - 2004,,,,,,1.34,,,,,,,,,,,,
,,2004 - 2005,,,,428.0,529.0,1.24,,,,,,,,,,,,
,,2005 - 2006,,,,,,0.72,,,,,,,,,,,,
,,2006 - 2007,,,,355.0,337.0,0.95,,,,,,,,,,,,
,,2007 - 2008,,,,806.0,988.0,1.23,,,,,,,,,,,,
,,2008 - 2009,,,,381.0,519.0,1.36,,,,,,,,,,,,
,,2009 - 2010,,,,376.0,512.0,1.36,,,,,,,,,,,,
,,2010 - 2011,,,,303.0,400.0,1.32,,,,,,,,,,,,
,,2011 - 2012,,,,406.0,577.0,1.42,,,,,,,,,,,,
,,2012 - 2013,,,,429.0,603.0,1.41,,,,,,,,,,,,
,,2013 - 2014,,,,337.0,473.0,1.4,,,,,,,,,,,,
,,2014 - 2015,,,,279.0,279.0,1.0,,,,,,,,,,,,
,,2015 - 2016,,,,458.0,304.0,0.66,,,,,,,,,,,,
,,2016 - 2017,,,,373.0,498.0,1.34,,,,,,,,,,,,
,,2017 - 2018,,,,288.0,377.0,1.31,,,,,,,,,,,,
,,2018 - 2019,,,,320.0,676.0,2.11,,,,,,,,,,,,
,,2019 - 2020,,,,369.0,494.0,1.34,,,,,,,,,,,,
,,2020 - 2021,,,,247.0,482.0,1.95,,,,,,,,,,,,
,,2021 - 2022,,,,269.0,487.0,1.81,,,,,,,,,,,,
,,2022 - 2023,,,,512.0,778.0,1.52,,,,,,,,,,,,
,Chamoli,2000 - 2001,,,,211.0,268.0,1.27,,,,,,,,,,,,
,,2001 - 2002,,,,233.0,245.0,1.05,,,,,,,,,,,,
,,2002 - 2003,,,,169.0,154.0,0.91,,,,,,,,,,,,
,,2003 - 2004,,,,233.0,324.0,1.39,,,,,,,,,,,,
,,2004 - 2005,,,,187.0,238.0,1.27,,,,,,,,,,,,
,,2005 - 2006,,,,195.0,171.0,0.88,,,,,,,,,,,,
,,2006 - 2007,,,,192.0,173.0,0.9,,,,,,,,,,,,
,,2007 - 2008,,,,177.0,172.0,0.97,,,,,,,,,,,,
,,2008 - 2009,,,,204.0,131.0,0.64,,,,,,,,,,,,
,,2009 - 2010,,,,205.0,132.0,0.64,,,,,,,,,,,,
,,2010 - 2011,,,,196.0,175.0,0.89,,,,,,,,,,,,
,,2011 - 2012,,,,199.0,178.0,0.89,,,,,,,,,,,,
,,2012 - 2013,,,,197.0,177.0,0.9,,,,,,,,,,,,
,,2013 - 2014,,,,187.0,168.0,0.9,,,,,,,,,,,,
,,2014 - 2015,,,,181.0,320.0,1.77,,,,,,,,,,,,
,,2015 - 2016,,,,225.0,397.0,1.76,,,,,,,,,,,,
,,2016 - 2017,,,,235.0,397.0,1.69,,,,,,,,,,,,
,,2017 - 2018,,,,206.0,355.0,1.72,,,,,,,,,,,,
,,2018 - 2019,,,,234.0,404.0,1.73,,,,,,,,,,,,
,,2019 - 2020,,,,185.0,300.0,1.62,,,,,,,,,,,,
,,2020 - 2021,,,,217.0,359.0,1.65,,,,,,,,,,,,
,,2021 - 2022,,,,212.0,462.0,2.18,,,,,,,,,,,,
,,2022 - 2023,,,,243.0,480.0,1.98,,,,,,,,,,,,
,Champawat,2000 - 2001,5.0,7.0,1.4,934.0,,1.47,,,,,,,,,,,,
,,2001 - 2002,10.0,12.0,1.2,777.0,891.0,1.15,,,,,,,,,,,,
,,2002 - 2003,5.0,7.0,1.4,773.0,812.0,1.05,,,,,,,,,,,,
,,2003 - 2004,,,,556.0,737.0,1.33,5.0,8.0,1.6,,,,,,,,,
,,2004 - 2005,,,,923.0,,1.23,5.0,9.0,1.8,,,,,,,,,
,,2005 - 2006,,,,848.0,692.0,0.82,5.0,9.0,1.8,,,,,,,,,
,,2006 - 2007,11.0,18.0,1.64,870.0,879.0,1.01,,,,,,,,,,,,
,,2007 - 2008,,,,618.0,587.0,0.95,19.0,31.0,1.63,,,,,,,,,
,,2008 - 2009,,,,658.0,624.0,0.95,11.0,15.0,1.36,,,,,,,,,
,,2009 - 2010,10.0,15.0,1.5,495.0,470.0,0.95,,,,,,,,,,,,
,,2010 - 2011,10.0,16.0,1.6,592.0,552.0,0.93,,,,,,,,,,,,
,,2011 - 2012,,,,645.0,603.0,0.93,11.0,17.0,1.55,,,,,,,,,
,,2012 - 2013,,,,769.0,721.0,0.94,13.0,12.0,0.92,,,,,,,,,
,,2013 - 2014,,,,632.0,591.0,0.94,4.0,10.0,2.5,,,,,,,,,
,,2014 - 2015,,,,563.0,563.0,1.0,4.0,10.0,2.5,,,,,,,,,
,,2015 - 2016,,,,524.0,585.0,1.12,6.0,7.0,1.17,,,,,,,,,
,,2016 - 2017,,,,592.0,710.0,1.2,7.0,8.0,1.14,,,,,,,,,
,,2017 - 2018,,,,481.0,,2.11,7.0,8.0,1.14,,,,,,,,,
,,2018 - 2019,,,,597.0,,2.44,8.0,10.0,1.25,,,,,,,,,
,,2019 - 2020,,,,570.0,,2.29,8.0,10.0,1.25,,,,,,,,,
,,2020 - 2021,,,,594.0,,2.17,8.0,17.0,2.13,,,,,,,,,
,,2021 - 2022,,,,556.0,,2.69,8.0,22.0,2.75,,,,,,,,,
,,2022 - 2023,,,,537.0,,2.98,8.0,24.0,3.0,,,,,,,,,
,Dehradun,2000 - 2001,7.0,11.0,1.57,,,1.66,,,,,,,,,,,,
,,2001 - 2002,5.0,8.0,1.6,,,1.25,,,,,,,,,,,,
,,2002 - 2003,1.0,1.0,1.0,,,1.33,,,,,,,,,,,,
,,2003 - 2004,,,,,,1.72,,,,,,,,,,,,
,,2004 - 2005,,,,,,1.66,1.0,2.0,2.0,,,,,,,,,
,,2005 - 2006,,,,,,1.54,,,,,,,,,,,,
,,2006 - 2007,,,,,,1.65,,,,,,,,,,,,
,,2007 - 2008,,,,,,2.12,,,,,,,,,,,,
,,2008 - 2009,,,,,,1.59,,,,,,,,,,,,
,,2009 - 2010,,,,,,1.59,,,,,,,,,,,,
,,2010 - 2011,,,,,,1.84,,,,,,,,,,,,
,,2011 - 2012,,,,,,1.72,,,,,,,,,,,,
,,2012 - 2013,,,,,,1.49,2.0,2.0,1.0,,,,,,,,,
,,2013 - 2014,,,,,,1.2,3.0,7.0,2.33,,,,,,,,,
,,2014 - 2015,,,,,,2.41,2.0,5.0,2.5,,,,,,,,,
,,2015 - 2016,,,,,,2.17,1.0,1.0,1.0,,,,,,,,,
,,2016 - 2017,,,,,,2.21,6.0,13.0,2.17,,,,,,,,,
,,2017 - 2018,,,,,,2.75,,,,,,,,,,,,
,,2018 - 2019,,,,,,2.5,1.0,2.0,2.0,,,,,,,,,
,,2019 - 2020,,,,,,2.7,,,,,,,,,,,,
,,2020 - 2021,,,,,,2.77,,,,,,,,,,,,
,,2021 - 2022,,,,,,3.3,,,,,,,,,,,,
,,2022 - 2023,,,,,,2.77,,,,,,,,,,,,
,Haridwar,2000 - 2001,33.0,53.0,1.61,,,1.47,,,,,,,,,,,,
,,2001 - 2002,102.0,163.0,1.6,,,1.52,,,,,,,,,,,,
,,2002 - 2003,65.0,98.0,1.51,,,1.8,,,,,,,,,,,,
,,2003 - 2004,,,,,,1.79,81.0,133.0,1.64,,,,,,,,,
,,2004 - 2005,,,,,,1.61,48.0,96.0,2.0,,,,,,,,,
,,2005 - 2006,,,,,,1.96,47.0,92.0,1.96,,,,,,,,,
,,2006 - 2007,32.0,52.0,1.63,,,1.42,,,,,,,,,,,,
,,2007 - 2008,,,,883.0,,1.22,9.0,15.0,1.67,,,,,,,,,
,,2008 - 2009,,,,,,1.65,25.0,37.0,1.48,,,,,,,,,
,,2009 - 2010,20.0,32.0,1.6,,,2.02,,,,,,,,,,,,
,,2010 - 2011,16.0,30.0,1.88,838.0,,1.86,,,,,,,,,,,,
,,2011 - 2012,,,,775.0,,1.46,7.0,13.0,1.86,,,,,,,,,
,,2012 - 2013,,,,779.0,,1.72,,,,,,,,,,,,
,,2013 - 2014,,,,561.0,,1.88,7.0,17.0,2.43,,,,,,,,,
,,2014 - 2015,,,,483.0,681.0,1.41,7.0,10.0,1.43,,,,,,,,,
,,2015 - 2016,,,,509.0,721.0,1.42,7.0,8.0,1.14,,,,,,,,,
,,2016 - 2017,,,,508.0,,2.21,11.0,24.0,2.18,,,,,,,,,
,,2017 - 2018,,,,583.0,,2.28,11.0,24.0,2.18,,,,,,,,,
,,2018 - 2019,,,,613.0,,2.05,10.0,22.0,2.2,,,,,,,,,
,,2019 - 2020,,,,277.0,492.0,1.78,9.0,20.0,2.22,,,,,,,,,
,,2020 - 2021,,,,361.0,812.0,2.25,5.0,11.0,2.2,,,,,,,,,
,,2021 - 2022,,,,496.0,,3.54,7.0,25.0,3.57,,,,,,,,,
,,2022 - 2023,,,,128.0,475.0,3.71,7.0,26.0,3.71,,,,,,,,,
,Nainital,2000 - 2001,,,,,,1.39,,,,,,,,,,,,
,,2001 - 2002,,,,,,1.32,,,,,,,,,,,,
,,2002 - 2003,,,,,,1.07,,,,,,,,,,,,
,,2003 - 2004,,,,,,1.52,,,,,,,,,,,,
,,2004 - 2005,,,,,,1.99,1.0,2.0,2.0,,,,,,,,,
,,2005 - 2006,,,,,,1.46,1.0,2.0,2.0,,,,,,,,,
,,2006 - 2007,,,,,,1.41,,,,,,,,,,,,
,,2007 - 2008,,,,,,1.59,,,,,,,,,,,,
,,2008 - 2009,,,,,,1.49,,,,,,,,,,,,
,,2009 - 2010,,,,,,1.62,,,,,,,,,,,,
,,2010 - 2011,,,,,,1.69,,,,,,,,,,,,
,,2011 - 2012,,,,,,1.83,,,,,,,,,,,,
,,2012 - 2013,,,,,,2.15,,,,,,,,,,,,
,,2013 - 2014,,,,,,2.13,,,,,,,,,,,,
,,2014 - 2015,,,,,,2.03,,,,,,,,,,,,
,,2015 - 2016,,,,,,1.9,,,,,,,,,,,,
,,2016 - 2017,,,,,,1.33,,,,,,,,,,,,
,,2017 - 2018,,,,,,1.33,1.0,1.0,1.0,,,,,,,,,
,,2018 - 2019,,,,,,1.33,2.0,3.0,1.5,,,,,,,,,
,,2019 - 2020,,,,,,1.34,1.0,2.0,2.0,,,,,,,,,
