state,district,year,sweet_potato_whole_year_area_hectare,sweet_potato_whole_year_production_tonne,sweet_potato_whole_year_yield_tonne_per_hectare,sweet_potato_rabi_area_hectare,sweet_potato_rabi_production_tonne,sweet_potato_rabi_yield_tonne_per_hectare,sweet_potato_kharif_area_hectare,sweet_potato_kharif_production_tonne,sweet_potato_kharif_yield_tonne_per_hectare
,Kodagu,2000 - 2001,4.0,25.0,6.25,,,,,,
,,2002 - 2003,10.0,62.0,6.2,,,,,,
,,2003 - 2004,10.0,62.0,6.2,,,,,,
,,2004 - 2005,12.0,75.0,6.25,,,,,,
,,2005 - 2006,48.0,300.0,6.25,,,,,,
,,2006 - 2007,43.0,269.0,6.26,,,,,,
,,2007 - 2008,86.0,537.0,6.24,,,,,,
,,2008 - 2009,128.0,,12.85,,,,,,
,,2009 - 2010,80.0,974.0,12.18,,,,,,
,,2010 - 2011,61.0,503.0,8.25,,,,,,
,,2011 - 2012,53.0,772.0,14.57,,,,,,
,,2012 - 2013,15.0,233.0,15.53,,,,,,
,,2013 - 2014,16.0,235.0,14.69,,,,,,
,,2014 - 2015,24.0,407.0,16.96,,,,,,
,,2015 - 2016,27.0,429.0,15.89,,,,,,
,,2016 - 2017,27.0,324.0,12.0,,,,,,
,,2017 - 2018,32.0,415.0,12.97,,,,,,
,,2018 - 2019,135.0,,14.52,,,,,,
,,2019 - 2020,337.0,,12.39,,,,,,
,,2020 - 2021,149.0,,13.02,,,,,,
,,2021 - 2022,295.0,,13.09,,,,,,
,,2022 - 2023,324.0,,12.02,,,,,,
,Kolar,2018 - 2019,36.0,523.0,14.53,,,,,,
,,2019 - 2020,39.0,752.0,19.28,,,,,,
,,2020 - 2021,28.0,546.0,19.5,,,,,,
,,2021 - 2022,85.0,,18.14,,,,,,
,,2022 - 2023,33.0,398.0,12.06,,,,,,
,Koppal,2019 - 2020,1.0,19.0,19.0,,,,,,
,,2020 - 2021,2.0,40.0,20.0,,,,,,
,,2021 - 2022,2.0,35.0,17.5,,,,,,
,Mandya,2002 - 2003,4.0,25.0,6.25,,,,,,
,,2003 - 2004,5.0,31.0,6.2,,,,,,
,,2004 - 2005,14.0,88.0,6.29,,,,,,
,,2005 - 2006,4.0,25.0,6.25,,,,,,
,,2006 - 2007,27.0,169.0,6.26,,,,,,
,,2007 - 2008,34.0,213.0,6.26,,,,,,
,,2008 - 2009,46.0,466.0,10.13,,,,,,
,,2009 - 2010,52.0,342.0,6.58,,,,,,
,,2010 - 2011,67.0,552.0,8.24,,,,,,
,,2011 - 2012,141.0,,14.57,,,,,,
,,2012 - 2013,489.0,,15.51,,,,,,
,,2013 - 2014,484.0,,14.68,,,,,,
,,2014 - 2015,444.0,,13.42,,,,,,
,,2015 - 2016,450.0,,15.73,,,,,,
,,2017 - 2018,17.0,221.0,13.0,,,,,,
,,2018 - 2019,13.0,189.0,14.54,,,,,,
,,2019 - 2020,6.0,116.0,19.33,,,,,,
,,2020 - 2021,12.0,239.0,19.92,,,,,,
,,2021 - 2022,5.0,89.0,17.8,,,,,,
,,2022 - 2023,2.0,29.0,14.5,,,,,,
,Mysore,2007 - 2008,15.0,125.0,8.33,,,,,,
,,2008 - 2009,16.0,162.0,10.13,,,,,,
,,2009 - 2010,16.0,105.0,6.56,,,,,,
,,2011 - 2012,2.0,29.0,14.5,,,,,,
,,2012 - 2013,16.0,248.0,15.5,,,,,,
,,2013 - 2014,2.0,29.0,14.5,,,,,,
,,2014 - 2015,28.0,475.0,16.96,,,,,,
,,2015 - 2016,25.0,398.0,15.92,,,,,,
,,2016 - 2017,22.0,264.0,12.0,,,,,,
,,2017 - 2018,26.0,337.0,12.96,,,,,,
,,2018 - 2019,8.0,116.0,14.5,,,,,,
,,2019 - 2020,118.0,,19.3,,,,,,
,,2020 - 2021,44.0,878.0,19.95,,,,,,
,,2021 - 2022,89.0,,20.27,,,,,,
,,2022 - 2023,142.0,,12.01,,,,,,
,Raichur,2000 - 2001,10.0,74.0,7.4,,,,,,
,,2018 - 2019,8.0,116.0,14.5,,,,,,
,,2020 - 2021,1.0,20.0,20.0,,,,,,
,,2022 - 2023,1.0,14.0,14.0,,,,,,
,Ramanagara,2007 - 2008,4.0,25.0,6.25,,,,,,
,,2008 - 2009,10.0,101.0,10.1,,,,,,
,,2009 - 2010,8.0,53.0,6.63,,,,,,
,,2010 - 2011,89.0,,12.24,,,,,,
,,2011 - 2012,15.0,219.0,14.6,,,,,,
,,2012 - 2013,34.0,527.0,15.5,,,,,,
,,2013 - 2014,47.0,690.0,14.68,,,,,,
,,2014 - 2015,18.0,305.0,16.94,,,,,,
,,2015 - 2016,18.0,286.0,15.89,,,,,,
,,2016 - 2017,24.0,288.0,12.0,,,,,,
,,2017 - 2018,30.0,389.0,12.97,,,,,,
,,2018 - 2019,18.0,261.0,14.5,,,,,,
,,2019 - 2020,92.0,,19.29,,,,,,
,,2020 - 2021,26.0,519.0,19.96,,,,,,
,,2021 - 2022,25.0,274.0,10.96,,,,,,
,,2022 - 2023,33.0,326.0,9.88,,,,,,
,Shimoga,2018 - 2019,5.0,73.0,14.6,,,,,,
,,2021 - 2022,2.0,35.0,17.5,,,,,,
,,2022 - 2023,2.0,24.0,12.0,,,,,,
,Tumkur,2000 - 2001,25.0,158.0,6.32,,,,,,
,,2002 - 2003,19.0,120.0,6.32,,,,,,
,,2003 - 2004,23.0,146.0,6.35,,,,,,
,,2004 - 2005,18.0,114.0,6.33,,,,,,
,,2005 - 2006,60.0,380.0,6.33,,,,,,
,,2006 - 2007,30.0,190.0,6.33,,,,,,
,,2007 - 2008,31.0,197.0,6.35,,,,,,
,,2008 - 2009,16.0,162.0,10.13,,,,,,
,,2009 - 2010,28.0,184.0,6.57,,,,,,
,,2010 - 2011,36.0,297.0,8.25,,,,,,
,,2011 - 2012,18.0,262.0,14.56,,,,,,
,,2012 - 2013,33.0,512.0,15.52,,,,,,
,,2013 - 2014,4.0,59.0,14.75,,,,,,
,,2014 - 2015,27.0,458.0,16.96,,,,,,
,,2015 - 2016,40.0,636.0,15.9,,,,,,
,,2016 - 2017,23.0,276.0,12.0,,,,,,
,,2017 - 2018,22.0,285.0,12.95,,,,,,
,,2018 - 2019,43.0,624.0,14.51,,,,,,
,,2019 - 2020,79.0,,19.29,,,,,,
,,2020 - 2021,10.0,200.0,20.0,,,,,,
,,2021 - 2022,13.0,230.0,17.69,,,,,,
,,2022 - 2023,12.0,141.0,11.75,,,,,,
,Udupi,2000 - 2001,589.0,,6.19,,,,,,
,,2002 - 2003,554.0,,6.19,,,,,,
,,2003 - 2004,499.0,,6.19,,,,,,
,,2004 - 2005,439.0,,6.19,,,,,,
,,2005 - 2006,432.0,,6.19,,,,,,
,,2006 - 2007,393.0,,6.19,,,,,,
,,2007 - 2008,398.0,,6.19,,,,,,
,,2008 - 2009,380.0,,10.12,,,,,,
,,2009 - 2010,320.0,,6.57,,,,,,
,,2010 - 2011,256.0,,6.85,,,,,,
,,2011 - 2012,227.0,,6.33,,,,,,
,,2012 - 2013,202.0,,6.33,,,,,,
,,2013 - 2014,183.0,,6.23,,,,,,
,,2014 - 2015,180.0,,16.96,,,,,,
,,2015 - 2016,178.0,,15.9,,,,,,
,,2016 - 2017,171.0,,11.99,,,,,,
,,2017 - 2018,161.0,,12.98,,,,,,
,,2018 - 2019,86.0,,14.51,,,,,,
,,2019 - 2020,4.0,77.0,19.25,,,,,,
,,2020 - 2021,17.0,339.0,19.94,,,,,,
,,2021 - 2022,53.0,957.0,18.06,,,,,,
,,2022 - 2023,58.0,867.0,14.95,,,,,,
,Uttar kannad,2000 - 2001,50.0,317.0,6.34,,,,,,
,,2002 - 2003,30.0,190.0,6.33,,,,,,
,,2003 - 2004,27.0,171.0,6.33,,,,,,
,,2004 - 2005,28.0,178.0,6.36,,,,,,
,,2005 - 2006,33.0,209.0,6.33,,,,,,
,,2006 - 2007,34.0,216.0,6.35,,,,,,
,,2007 - 2008,31.0,197.0,6.35,,,,,,
,,2008 - 2009,27.0,273.0,10.11,,,,,,
,,2009 - 2010,27.0,177.0,6.56,,,,,,
,,2010 - 2011,34.0,280.0,8.24,,,,,,
,,2011 - 2012,27.0,393.0,14.56,,,,,,
,,2012 - 2013,26.0,403.0,15.5,,,,,,
,,2013 - 2014,20.0,294.0,14.7,,,,,,
,,2014 - 2015,20.0,339.0,16.95,,,,,,
,,2015 - 2016,17.0,270.0,15.88,,,,,,
,,2016 - 2017,16.0,192.0,12.0,,,,,,
,,2017 - 2018,16.0,208.0,13.0,,,,,,
,,2018 - 2019,24.0,348.0,14.5,,,,,,
,,2019 - 2020,1.0,19.0,19.0,,,,,,
,,2020 - 2021,12.0,239.0,19.92,,,,,,
,,2021 - 2022,2.0,35.0,17.5,,,,,,
,,2022 - 2023,1.0,15.0,15.0,,,,,,
,Yadgir,2010 - 2011,19.0,157.0,8.26,,,,,,
,,2018 - 2019,4.0,58.0,14.5,,,,,,
,,2019 - 2020,5.0,96.0,19.2,,,,,,
Kerala,Alappuzha,2000 - 2001,1.0,12.0,12.0,,,,,,
,,2001 - 2002,4.0,48.0,12.0,,,,,,
,,2002 - 2003,1.0,12.0,12.0,,,,,,
,,2003 - 2004,1.0,12.0,12.0,,,,,,
,,2004 - 2005,8.0,96.0,12.0,,,,,,
,,2005 - 2006,2.0,24.0,12.0,,,,,,
,,2006 - 2007,6.0,72.0,12.0,,,,,,
,,2007 - 2008,6.0,72.0,12.0,,,,,,
,,2008 - 2009,7.0,84.0,12.0,,,,,,
,,2009 - 2010,4.0,48.0,12.0,,,,,,
,,2012 - 2013,2.0,21.0,10.5,,,,,,
,,2013 - 2014,3.0,33.0,11.0,,,,,,
,,2014 - 2015,7.0,75.0,10.71,,,,,,
,,2015 - 2016,4.0,43.0,10.75,,,,,,
,,2016 - 2017,5.0,54.0,10.8,,,,,,
,,2017 - 2018,4.0,43.0,10.75,,,,,,
,,2018 - 2019,4.38,47.09,10.75,,,,,,
,,2019 - 2020,7.0,74.0,10.57,,,,,,
,,2020 - 2021,4.71,49.79,10.57,,,,,,
,,2021 - 2022,2.0,21.0,10.5,,,,,,
,,2022 - 2023,3.59,37.7,10.5,,,,,,
,Ernakulam,2000 - 2001,12.0,135.0,11.25,,,,,,
,,2001 - 2002,13.0,146.0,11.23,,,,,,
,,2002 - 2003,11.0,124.0,11.27,,,,,,
,,2003 - 2004,2.0,23.0,11.5,,,,,,
,,2004 - 2005,5.0,58.0,11.6,,,,,,
,,2006 - 2007,10.0,116.0,11.6,,,,,,
,,2007 - 2008,4.0,46.0,11.5,,,,,,
,,2008 - 2009,4.0,46.0,11.5,,,,,,
,,2009 - 2010,7.0,81.0,11.57,,,,,,
,,2012 - 2013,4.0,46.0,11.5,,,,,,
,,2013 - 2014,6.0,72.0,12.0,,,,,,
,,2014 - 2015,3.0,36.0,12.0,,,,,,
,,2015 - 2016,4.0,48.0,12.0,,,,,,
,,2016 - 2017,4.0,48.0,12.0,,,,,,
,,2017 - 2018,3.0,36.0,12.0,,,,,,
,,2018 - 2019,3.17,38.04,12.0,,,,,,
,,2019 - 2020,3.0,31.0,10.33,,,,,,
,,2020 - 2021,3.81,39.37,10.33,,,,,,
,,2021 - 2022,5.0,52.0,10.4,,,,,,
,,2022 - 2023,5.2,54.08,10.4,,,,,,
,Idukki,2000 - 2001,5.0,57.0,11.4,,,,,,
,,2001 - 2002,7.0,80.0,11.43,,,,,,
,,2002 - 2003,6.0,69.0,11.5,,,,,,
,,2003 - 2004,10.0,115.0,11.5,,,,,,
,,2004 - 2005,2.0,23.0,11.5,,,,,,
,,2005 - 2006,10.0,115.0,11.5,,,,,,
,,2006 - 2007,15.0,173.0,11.53,,,,,,
,,2007 - 2008,7.0,81.0,11.57,,,,,,
,,2008 - 2009,3.0,35.0,11.67,,,,,,
,,2009 - 2010,4.0,46.0,11.5,,,,,,
,,2012 - 2013,4.0,108.0,27.0,,,,,,
,,2013 - 2014,4.0,108.0,27.0,,,,,,
,,2014 - 2015,4.0,88.0,22.0,,,,,,
,,2015 - 2016,4.0,88.0,22.0,,,,,,
,,2016 - 2017,4.0,88.0,22.0,,,,,,
,,2017 - 2018,5.0,110.0,22.0,,,,,,
,,2018 - 2019,4.5,99.0,22.0,,,,,,
,,2019 - 2020,6.0,130.0,21.67,,,,,,
,,2020 - 2021,4.5,97.5,21.67,,,,,,
,,2021 - 2022,4.0,87.0,21.75,,,,,,
,,2022 - 2023,5.72,124.41,21.75,,,,,,
,Kannur,2000 - 2001,22.0,250.0,11.36,,,,,,
,,2001 - 2002,34.0,386.0,11.35,,,,,,
,,2002 - 2003,33.0,375.0,11.36,,,,,,
,,2003 - 2004,21.0,239.0,11.38,,,,,,
,,2004 - 2005,27.0,307.0,11.37,,,,,,
,,2005 - 2006,38.0,432.0,11.37,,,,,,
,,2006 - 2007,40.0,455.0,11.38,,,,,,
,,2007 - 2008,27.0,307.0,11.37,,,,,,
,,2008 - 2009,29.0,330.0,11.38,,,,,,
,,2009 - 2010,28.0,318.0,11.36,,,,,,
,,2012 - 2013,24.0,254.0,10.58,,,,,,
,,2013 - 2014,26.0,286.0,11.0,,,,,,
,,2014 - 2015,32.0,353.0,11.03,,,,,,
,,2015 - 2016,30.0,331.0,11.03,,,,,,
,,2016 - 2017,26.0,287.0,11.04,,,,,,
,,2017 - 2018,22.0,243.0,11.05,,,,,,
,,2018 - 2019,19.92,220.02,11.04,,,,,,
,,2019 - 2020,21.0,231.0,11.0,,,,,,
,,2020 - 2021,21.32,234.52,11.0,,,,,,
,,2021 - 2022,14.0,154.0,11.0,,,,,,
,,2022 - 2023,12.22,134.42,11.0,,,,,,
,Kasaragod,2000 - 2001,66.0,,18.24,,,,,,
,,2001 - 2002,107.0,,18.24,,,,,,
,,2002 - 2003,175.0,,18.25,,,,,,
,,2003 - 2004,182.0,,18.24,,,,,,
,,2004 - 2005,155.0,,18.24,,,,,,
,,2005 - 2006,173.0,,18.24,,,,,,
,,2006 - 2007,122.0,,18.25,,,,,,
,,2007 - 2008,130.0,,18.25,,,,,,
,,2008 - 2009,82.0,,18.24,,,,,,
,,2009 - 2010,47.0,858.0,18.26,,,,,,
,,2012 - 2013,53.0,,28.92,,,,,,
,,2013 - 2014,49.0,,29.0,,,,,,
,,2014 - 2015,61.0,,18.66,,,,,,
,,2015 - 2016,56.0,,18.66,,,,,,
,,2016 - 2017,42.0,784.0,18.67,,,,,,
,,2017 - 2018,57.0,,18.67,,,,,,
,,2018 - 2019,51.16,955.0,18.67,,,,,,
,,2019 - 2020,45.0,847.0,18.82,,,,,,
,,2020 - 2021,68.53,,18.82,,,,,,
,,2021 - 2022,37.0,696.0,18.81,,,,,,
,,2022 - 2023,39.23,737.96,18.81,,,,,,
,Kollam,2000 - 2001,2.0,22.0,11.0,,,,,,
,,2001 - 2002,2.0,22.0,11.0,,,,,,
,,2002 - 2003,6.0,66.0,11.0,,,,,,
,,2003 - 2004,13.0,143.0,11.0,,,,,,
,,2004 - 2005,14.0,154.0,11.0,,,,,,
,,2005 - 2006,19.0,209.0,11.0,,,,,,
,,2006 - 2007,14.0,154.0,11.0,,,,,,
,,2007 - 2008,8.0,88.0,11.0,,,,,,
,,2008 - 2009,8.0,88.0,11.0,,,,,,
,,2009 - 2010,12.0,132.0,11.0,,,,,,
,,2012 - 2013,2.0,22.0,11.0,,,,,,
,,2013 - 2014,2.0,22.0,11.0,,,,,,
,,2014 - 2015,4.0,44.0,11.0,,,,,,
,,2015 - 2016,2.0,22.0,11.0,,,,,,
,,2016 - 2017,4.0,44.0,11.0,,,,,,
,,2017 - 2018,2.0,22.0,11.0,,,,,,
,,2018 - 2019,2.09,22.99,11.0,,,,,,
,,2019 - 2020,2.0,20.0,10.0,,,,,,
,,2020 - 2021,2.41,24.1,10.0,,,,,,
,,2021 - 2022,2.0,20.0,10.0,,,,,,
,,2022 - 2023,2.04,20.4,10.0,,,,,,
,Kottayam,2000 - 2001,3.0,24.0,8.0,,,,,,
,,2001 - 2002,12.0,96.0,8.0,,,,,,
,,2002 - 2003,18.0,144.0,8.0,,,,,,
,,2003 - 2004,1.0,8.0,8.0,,,,,,
,,2004 - 2005,1.0,8.0,8.0,,,,,,
,,2005 - 2006,3.0,24.0,8.0,,,,,,
,,2006 - 2007,4.0,32.0,8.0,,,,,,
,,2007 - 2008,1.0,8.0,8.0,,,,,,
,,2008 - 2009,3.0,24.0,8.0,,,,,,
,,2009 - 2010,2.0,16.0,8.0,,,,,,
,,2012 - 2013,1.0,3.0,3.0,,,,,,
,,2013 - 2014,1.0,10.0,10.0,,,,,,
,,2014 - 2015,1.0,11.0,11.0,,,,,,
,,2015 - 2016,1.0,11.0,11.0,,,,,,
,,2017 - 2018,1.0,11.0,11.0,,,,,,
,,2018 - 2019,0.23,2.53,11.0,,,,,,
,,2020 - 2021,0.9,9.9,11.0,,,,,,
,,2021 - 2022,3.0,33.0,11.0,,,,,,
,,2022 - 2023,1.75,19.25,11.0,,,,,,
,Kozhikode,2000 - 2001,5.0,57.0,11.4,,,,,,
,,2001 - 2002,15.0,171.0,11.4,,,,,,
,,2002 - 2003,9.0,103.0,11.44,,,,,,
,,2003 - 2004,21.0,240.0,11.43,,,,,,
,,2004 - 2005,26.0,297.0,11.42,,,,,,
,,2005 - 2006,41.0,469.0,11.44,,,,,,
,,2006 - 2007,26.0,297.0,11.42,,,,,,
,,2007 - 2008,31.0,354.0,11.42,,,,,,
,,2008 - 2009,22.0,251.0,11.41,,,,,,
,,2009 - 2010,17.0,194.0,11.41,,,,,,
,,2012 - 2013,14.0,225.0,16.07,,,,,,
,,2013 - 2014,12.0,192.0,16.0,,,,,,
,,2014 - 2015,15.0,230.0,15.33,,,,,,
,,2015 - 2016,13.0,199.0,15.31,,,,,,
,,2016 - 2017,10.0,153.0,15.3,,,,,,
,,2017 - 2018,11.0,168.0,15.27,,,,,,
,,2018 - 2019,10.59,161.74,15.27,,,,,,
,,2019 - 2020,10.0,151.0,15.1,,,,,,
,,2020 - 2021,9.05,136.66,15.1,,,,,,
,,2021 - 2022,6.0,91.0,15.17,,,,,,
,,2022 - 2023,3.77,57.18,15.17,,,,,,
,Malappuram,2000 - 2001,260.0,,11.51,,,,,,
,,2001 - 2002,251.0,,11.51,,,,,,
,,2002 - 2003,333.0,,11.5,,,,,,
,,2003 - 2004,372.0,,11.5,,,,,,
,,2004 - 2005,274.0,,11.5,,,,,,
,,2005 - 2006,229.0,,11.5,,,,,,
,,2006 - 2007,132.0,,11.5,,,,,,
,,2007 - 2008,132.0,,11.5,,,,,,
,,2008 - 2009,124.0,,11.5,,,,,,
,,2009 - 2010,106.0,,11.5,,,,,,
,,2012 - 2013,65.0,796.0,12.25,,,,,,
,,2013 - 2014,84.0,,12.0,,,,,,
,,2014 - 2015,106.0,,12.0,,,,,,
,,2015 - 2016,81.0,972.0,12.0,,,,,,
,,2016 - 2017,61.0,732.0,12.0,,,,,,
,,2017 - 2018,65.0,780.0,12.0,,,,,,
,,2018 - 2019,44.62,535.44,12.0,,,,,,
,,2019 - 2020,47.0,567.0,12.06,,,,,,
,,2020 - 2021,124.23,,12.06,,,,,,
,,2021 - 2022,45.0,543.0,12.07,,,,,,
,,2022 - 2023,32.89,377.88,11.49,,,,,,
,Palakkad,2000 - 2001,369.0,,9.22,,,,,,
,,2001 - 2002,257.0,,9.22,,,,,,
,,2002 - 2003,180.0,,9.22,,,,,,
,,2003 - 2004,330.0,,9.22,,,,,,
,,2004 - 2005,276.0,,9.22,,,,,,
,,2005 - 2006,129.0,,9.22,,,,,,
,,2006 - 2007,87.0,803.0,9.23,,,,,,
,,2007 - 2008,115.0,,9.23,,,,,,
,,2008 - 2009,63.0,581.0,9.22,,,,,,
,,2009 - 2010,137.0,,9.23,,,,,,
,,2012 - 2013,90.0,,16.84,,,,,,
,,2013 - 2014,123.0,,17.0,,,,,,
,,2014 - 2015,110.0,,15.0,,,,,,
,,2015 - 2016,55.0,825.0,15.0,,,,,,
,,2016 - 2017,42.0,630.0,15.0,,,,,,
,,2017 - 2018,105.0,,15.0,,,,,,
,,2018 - 2019,51.22,768.3,15.0,,,,,,
,,2019 - 2020,36.0,545.0,15.14,,,,,,
,,2020 - 2021,49.43,748.32,15.14,,,,,,
,,2021 - 2022,44.0,666.0,15.14,,,,,,
,,2022 - 2023,26.42,383.46,14.51,,,,,,
,Pathanamthitta,2002 - 2003,4.0,44.0,11.0,,,,,,
,,2005 - 2006,7.0,77.0,11.0,,,,,,
,,2006 - 2007,5.0,55.0,11.0,,,,,,
,,2007 - 2008,3.0,33.0,11.0,,,,,,
,,2008 - 2009,2.0,22.0,11.0,,,,,,
,,2009 - 2010,1.0,11.0,11.0,,,,,,
,,2013 - 2014,1.0,11.0,11.0,,,,,,
,,2014 - 2015,1.0,12.0,12.0,,,,,,
,,2015 - 2016,1.0,12.0,12.0,,,,,,
,,2016 - 2017,2.0,24.0,12.0,,,,,,
,,2017 - 2018,2.0,24.0,12.0,,,,,,
,,2018 - 2019,1.53,18.36,12.0,,,,,,
,,2020 - 2021,1.28,15.36,12.0,,,,,,
,,2021 - 2022,1.0,12.0,12.0,,,,,,
,,2022 - 2023,1.46,17.52,12.0,,,,,,
,Thiruvananthapuram,2000 - 2001,56.0,635.0,11.34,,,,,,
,,2001 - 2002,35.0,397.0,11.34,,,,,,
,,2002 - 2003,56.0,635.0,11.34,,,,,,
,,2003 - 2004,34.0,385.0,11.32,,,,,,
,,2004 - 2005,31.0,351.0,11.32,,,,,,
,,2005 - 2006,45.0,510.0,11.33,,,,,,
,,2006 - 2007,23.0,261.0,11.35,,,,,,
,,2007 - 2008,16.0,182.0,11.38,,,,,,
,,2008 - 2009,18.0,204.0,11.33,,,,,,
,,2009 - 2010,19.0,216.0,11.37,,,,,,
,,2012 - 2013,13.0,147.0,11.31,,,,,,
,,2013 - 2014,7.0,77.0,11.0,,,,,,
,,2014 - 2015,6.0,66.0,11.0,,,,,,
,,2015 - 2016,17.0,187.0,11.0,,,,,,
,,2016 - 2017,10.0,110.0,11.0,,,,,,
,,2017 - 2018,10.0,110.0,11.0,,,,,,
,,2018 - 2019,11.94,131.34,11.0,,,,,,
,,2019 - 2020,11.0,121.0,11.0,,,,,,
,,2020 - 2021,13.47,148.17,11.0,,,,,,
,,2021 - 2022,11.0,121.0,11.0,,,,,,
,,2022 - 2023,10.55,116.05,11.0,,,,,,
,Thrissur,2000 - 2001,3.0,32.0,10.67,,,,,,
,,2001 - 2002,1.0,11.0,11.0,,,,,,
,,2002 - 2003,5.0,55.0,11.0,,,,,,
,,2003 - 2004,1.0,11.0,11.0,,,,,,
,,2004 - 2005,4.0,44.0,11.0,,,,,,
,,2005 - 2006,4.0,44.0,11.0,,,,,,
,,2006 - 2007,5.0,55.0,11.0,,,,,,
,,2007 - 2008,3.0,33.0,11.0,,,,,,
,,2008 - 2009,9.0,99.0,11.0,,,,,,
,,2009 - 2010,6.0,66.0,11.0,,,,,,
,,2012 - 2013,4.0,15.0,3.75,,,,,,
,,2013 - 2014,6.0,24.0,4.0,,,,,,
,,2014 - 2015,3.0,21.0,7.0,,,,,,
,,2015 - 2016,4.0,28.0,7.0,,,,,,
,,2016 - 2017,3.0,21.0,7.0,,,,,,
,,2017 - 2018,4.0,28.0,7.0,,,,,,
,,2018 - 2019,2.26,15.82,7.0,,,,,,
,,2019 - 2020,3.0,19.0,6.33,,,,,,
,,2020 - 2021,2.06,13.05,6.33,,,,,,
,,2021 - 2022,3.0,19.0,6.33,,,,,,
,,2022 - 2023,2.66,16.85,6.33,,,,,,
,Wayanad,2000 - 2001,12.0,140.0,11.67,,,,,,
,,2001 - 2002,9.0,105.0,11.67,,,,,,
,,2002 - 2003,13.0,152.0,11.69,,,,,,
,,2003 - 2004,14.0,164.0,11.71,,,,,,
,,2004 - 2005,13.0,152.0,11.69,,,,,,
,,2005 - 2006,11.0,129.0,11.73,,,,,,
,,2006 - 2007,16.0,188.0,11.75,,,,,,
,,2007 - 2008,16.0,188.0,11.75,,,,,,
,,2008 - 2009,12.0,141.0,11.75,,,,,,
,,2009 - 2010,9.0,106.0,11.78,,,,,,
,,2012 - 2013,6.0,94.0,15.67,,,,,,
,,2013 - 2014,6.0,96.0,16.0,,,,,,
,,2014 - 2015,8.0,127.0,15.88,,,,,,
,,2015 - 2016,7.0,111.0,15.86,,,,,,
,,2016 - 2017,7.0,111.0,15.86,,,,,,
,,2017 - 2018,4.0,63.0,15.75,,,,,,
,,2018 - 2019,2.8,44.1,15.75,,,,,,
,,2019 - 2020,3.0,46.0,15.33,,,,,,
,,2020 - 2021,3.34,51.21,15.33,,,,,,
,,2021 - 2022,4.0,61.0,15.25,,,,,,
,,2022 - 2023,2.35,35.84,15.25,,,,,,
Madhya Pradesh,Agar malwa,2013 - 2014,66.0,433.0,6.56,,,,,,
,,2015 - 2016,45.0,672.6,14.95,,,,,,
,,2016 - 2017,52.0,777.4,14.95,,,,,,
,,2017 - 2018,52.0,777.4,14.95,,,,,,
,,2018 - 2019,58.0,566.93,9.77,,,,,,
,,2019 - 2020,61.0,596.24,9.77,,,,,,
,Alirajpur,2008 - 2009,9.0,57.0,6.33,,,,,,
,,2009 - 2010,15.0,80.0,5.33,,,,,,
,,2010 - 2011,30.0,129.0,4.3,,,,,,
,,2011 - 2012,15.0,76.0,5.07,,,,,,
,,2012 - 2013,11.0,69.0,6.27,,,,,,
,,2013 - 2014,9.0,41.0,4.56,,,,,,
,,2015 - 2016,26.0,416.0,16.0,,,,,,
,,2016 - 2017,30.0,480.0,16.0,,,,,,
,,2017 - 2018,35.0,562.45,16.07,,,,,,
,,2018 - 2019,38.0,611.8,16.1,,,,,,
,,2019 - 2020,43.7,704.44,16.12,,,,,,
,Anuppur,2003 - 2004,38.0,203.0,5.34,,,,,,
,,2004 - 2005,40.0,231.0,5.78,,,,,,
,,2005 - 2006,45.0,264.0,5.87,,,,,,
,,2006 - 2007,48.0,282.0,5.88,,,,,,
,,2007 - 2008,46.0,270.0,5.87,,,,,,
,,2008 - 2009,45.0,264.0,5.87,,,,,,
,,2009 - 2010,44.0,219.0,4.98,,,,,,
,,2010 - 2011,63.0,226.0,3.59,,,,,,
,,2011 - 2012,73.0,351.0,4.81,,,,,,
,,2012 - 2013,97.0,544.0,5.61,,,,,,
,,2013 - 2014,84.0,550.0,6.55,,,,,,
,,2019 - 2020,25.0,625.0,25.0,,,,,,
,Ashoknagar,2003 - 2004,23.0,124.0,5.39,,,,,,
,,2004 - 2005,6.0,33.0,5.5,,,,,,
,,2005 - 2006,3.0,18.0,6.0,,,,,,
,,2006 - 2007,11.0,67.0,6.09,,,,,,
,,2007 - 2008,1.0,5.0,5.0,,,,,,
,,2009 - 2010,1.0,6.0,6.0,,,,,,
,,2010 - 2011,4.0,17.0,4.25,,,,,,
,,2011 - 2012,5.0,28.0,5.6,,,,,,
,,2012 - 2013,1.0,5.0,5.0,,,,,,
,,2013 - 2014,1.0,6.0,6.0,,,,,,
,,2015 - 2016,50.0,650.0,13.0,,,,,,
,,2016 - 2017,51.0,663.0,13.0,,,,,,
,,2017 - 2018,51.0,663.0,13.0,,,,,,
,,2018 - 2019,51.0,701.0,13.75,,,,,,
,,2019 - 2020,51.0,701.0,13.75,,,,,,
,Balaghat,2001 - 2002,113.0,744.0,6.58,,,,,,
,,2002 - 2003,104.0,684.0,6.58,,,,,,
,,2003 - 2004,93.0,612.0,6.58,,,,,,
,,2004 - 2005,109.0,717.0,6.58,,,,,,
,,2005 - 2006,102.0,671.0,6.58,,,,,,
,,2006 - 2007,94.0,618.0,6.57,,,,,,
,,2007 - 2008,90.0,592.0,6.58,,,,,,
,,2008 - 2009,111.0,730.0,6.58,,,,,,
,,2009 - 2010,89.0,585.0,6.57,,,,,,
