state,district,year,barley_rabi_area_hectare,barley_rabi_production_tonne,barley_rabi_yield_tonne_per_hectare,barley_kharif_area_hectare,barley_kharif_production_tonne,barley_kharif_yield_tonne_per_hectare,barley_summer_area_hectare,barley_summer_production_tonne,barley_summer_yield_tonne_per_hectare,barley_whole_year_area_hectare,barley_whole_year_production_tonne,barley_whole_year_yield_tonne_per_hectare
,Bhopal,2000 - 2001,6.0,6.0,1.0,,,,,,,,,
,,2001 - 2002,2.0,3.0,1.5,,,,,,,,,
,,2003 - 2004,2.0,3.0,1.5,,,,,,,,,
,,2010 - 2011,1.0,2.0,2.0,,,,,,,,,
,,2018 - 2019,,,,1.0,1.0,1.0,,,,,,
,,2019 - 2020,4.0,10.0,2.5,,,,,,,,,
,,2020 - 2021,1.0,1.0,1.0,,,,,,,,,
,,2021 - 2022,1.0,1.0,1.0,,,,,,,,,
,Burhanpur,2015 - 2016,,,,,,2.5,,,,,,
,,2016 - 2017,,,,,,3.0,,,,,,
,,2017 - 2018,,,,,,1.46,,,,,,
,Chhatarpur,2000 - 2001,,,1.14,,,,,,,,,
,,2001 - 2002,,,1.31,,,,,,,,,
,,2002 - 2003,,,1.43,,,,,,,,,
,,2003 - 2004,,,1.36,,,,,,,,,
,,2004 - 2005,,,1.23,,,,,,,,,
,,2005 - 2006,,,1.18,,,,,,,,,
,,2007 - 2008,,,0.88,,,,,,,,,
,,2008 - 2009,,,1.13,,,,,,,,,
,,2009 - 2010,,,,,,,,,,,,1.08
,,2010 - 2011,,,0.97,,,,,,,,,
,,2011 - 2012,,,,,,1.13,,,,,,
,,2012 - 2013,,,,,,0.98,,,,,,
,,2013 - 2014,,,,,,1.05,,,,,,
,,2014 - 2015,,,,,,1.33,,,,,,
,,2015 - 2016,,,,,,2.89,,,,,,
,,2016 - 2017,,,,,,3.11,,,,,,
,,2017 - 2018,,,,,,3.79,,,,,,
,,2018 - 2019,,,,,,2.03,,,,,,
,,2019 - 2020,,,1.92,,,,,,,,,
,,2020 - 2021,,,1.9,,,,,,,,,
,,2021 - 2022,,,2.11,,,,,,,,,
,,2022 - 2023,,,1.42,,,,,,,,,
,Chhindwara,2001 - 2002,54.0,10.0,0.19,,,,,,,,,
,Damoh,2000 - 2001,63.0,55.0,0.87,,,,,,,,,
,,2001 - 2002,51.0,62.0,1.22,,,,,,,,,
,,2002 - 2003,71.0,80.0,1.13,,,,,,,,,
,,2003 - 2004,66.0,94.0,1.42,,,,,,,,,
,,2004 - 2005,77.0,101.0,1.31,,,,,,,,,
,,2005 - 2006,102.0,140.0,1.37,,,,,,,,,
,,2007 - 2008,120.0,142.0,1.18,,,,,,,,,
,,2008 - 2009,105.0,183.0,1.74,,,,,,,,,
,,2009 - 2010,,,,,,,,,,150.0,250.0,1.67
,,2010 - 2011,31.0,68.0,2.19,,,,,,,,,
,,2011 - 2012,,,,50.0,125.0,2.5,,,,,,
,,2012 - 2013,,,,25.0,45.0,1.8,,,,,,
,,2013 - 2014,,,,140.0,342.0,2.44,,,,,,
,,2016 - 2017,,,,100.0,290.0,2.9,,,,,,
,,2017 - 2018,,,,100.0,100.0,1.0,,,,,,
,,2018 - 2019,,,,1.0,2.0,2.0,,,,,,
,,2019 - 2020,17.0,26.0,1.53,,,,,,,,,
,,2020 - 2021,2.0,3.0,1.5,,,,,,,,,
,Datia,2000 - 2001,,,1.99,,,,,,,,,
,,2001 - 2002,,,2.12,,,,,,,,,
,,2002 - 2003,,,1.95,,,,,,,,,
,,2003 - 2004,,,2.03,,,,,,,,,
,,2004 - 2005,,,1.74,,,,,,,,,
,,2005 - 2006,,,2.29,,,,,,,,,
,,2007 - 2008,,,1.46,,,,,,,,,
,,2008 - 2009,,,1.8,,,,,,,,,
,,2009 - 2010,,,,,,,,,,,,2.22
,,2010 - 2011,,,2.24,,,,,,,,,
,,2011 - 2012,,,,,,2.98,,,,,,
,,2012 - 2013,,,,,,2.54,,,,,,
,,2013 - 2014,,,,,,3.62,,,,,,
,,2014 - 2015,,,,,,2.0,,,,,,
,,2015 - 2016,,,,,,5.0,,,,,,
,,2016 - 2017,,,,,,3.08,,,,,,
,,2017 - 2018,,,,200.0,480.0,2.4,,,,,,
,,2018 - 2019,,,,318.0,,3.16,,,,,,
,,2019 - 2020,284.0,959.0,3.38,,,,,,,,,
,,2020 - 2021,327.0,533.0,1.63,,,,,,,,,
,,2021 - 2022,102.0,253.0,2.48,,,,,,,,,
,,2022 - 2023,220.0,407.0,1.85,,,,,,,,,
,Dewas,2000 - 2001,34.0,54.0,1.59,,,,,,,,,
,,2001 - 2002,32.0,50.0,1.56,,,,,,,,,
,,2002 - 2003,30.0,54.0,1.8,,,,,,,,,
,,2003 - 2004,35.0,61.0,1.74,,,,,,,,,
,,2004 - 2005,50.0,79.0,1.58,,,,,,,,,
,,2005 - 2006,39.0,56.0,1.44,,,,,,,,,
,,2007 - 2008,29.0,64.0,2.21,,,,,,,,,
,,2008 - 2009,25.0,51.0,2.04,,,,,,,,,
,,2009 - 2010,,,,,,,,,,38.0,79.0,2.08
,,2010 - 2011,37.0,94.0,2.54,,,,,,,,,
,,2011 - 2012,,,,13.0,38.0,2.92,,,,,,
,,2012 - 2013,,,,2.0,6.0,3.0,,,,,,
,,2013 - 2014,,,,5.0,10.0,2.0,,,,,,
,,2014 - 2015,,,,,,1.0,,,,,,
,,2016 - 2017,,,,900.0,,3.33,,,,,,
,Dhar,2000 - 2001,11.0,4.0,0.36,,,,,,,,,
,,2001 - 2002,19.0,21.0,1.11,,,,,,,,,
,,2002 - 2003,19.0,24.0,1.26,,,,,,,,,
,,2003 - 2004,16.0,22.0,1.38,,,,,,,,,
,,2004 - 2005,12.0,16.0,1.33,,,,,,,,,
,,2005 - 2006,13.0,17.0,1.31,,,,,,,,,
,,2007 - 2008,33.0,50.0,1.52,,,,,,,,,
,,2008 - 2009,25.0,34.0,1.36,,,,,,,,,
,,2009 - 2010,,,,,,,,,,8.0,12.0,1.5
,,2010 - 2011,12.0,23.0,1.92,,,,,,,,,
,,2011 - 2012,,,,17.0,37.0,2.18,,,,,,
,,2012 - 2013,,,,5.0,8.0,1.6,,,,,,
,,2013 - 2014,,,,13.0,26.0,2.0,,,,,,
,,2015 - 2016,,,,,,2.0,,,,,,
,,2016 - 2017,,,,,,3.2,,,,,,
,,2017 - 2018,,,,,,4.57,,,,,,
,,2018 - 2019,,,,1.0,2.0,2.0,,,,,,
,,2019 - 2020,1.0,2.0,2.0,,,,,,,,,
,,2020 - 2021,2.0,3.0,1.5,,,,,,,,,
,Dindori,2000 - 2001,37.0,23.0,0.62,,,,,,,,,
,,2001 - 2002,27.0,21.0,0.78,,,,,,,,,
,,2002 - 2003,23.0,19.0,0.83,,,,,,,,,
,,2003 - 2004,23.0,18.0,0.78,,,,,,,,,
,,2004 - 2005,25.0,22.0,0.88,,,,,,,,,
,,2005 - 2006,23.0,15.0,0.65,,,,,,,,,
,,2007 - 2008,17.0,12.0,0.71,,,,,,,,,
,,2008 - 2009,17.0,14.0,0.82,,,,,,,,,
,,2009 - 2010,,,,,,,,,,11.0,9.0,0.82
,,2010 - 2011,7.0,6.0,0.86,,,,,,,,,
,,2011 - 2012,,,,7.0,7.0,1.0,,,,,,
,,2012 - 2013,,,,7.0,4.0,0.57,,,,,,
,,2013 - 2014,,,,14.0,15.0,1.07,,,,,,
,,2016 - 2017,,,,80.0,210.0,2.63,,,,,,
,,2019 - 2020,2.0,2.0,1.0,,,,,,,,,
,Guna,2000 - 2001,306.0,531.0,1.74,,,,,,,,,
,,2001 - 2002,291.0,529.0,1.82,,,,,,,,,
,,2002 - 2003,243.0,340.0,1.4,,,,,,,,,
,,2003 - 2004,40.0,74.0,1.85,,,,,,,,,
,,2004 - 2005,37.0,61.0,1.65,,,,,,,,,
,,2005 - 2006,47.0,101.0,2.15,,,,,,,,,
,,2007 - 2008,37.0,81.0,2.19,,,,,,,,,
,,2008 - 2009,28.0,43.0,1.54,,,,,,,,,
,,2009 - 2010,,,,,,,,,,9.0,17.0,1.89
,,2010 - 2011,21.0,55.0,2.62,,,,,,,,,
,,2011 - 2012,,,,20.0,68.0,3.4,,,,,,
,,2012 - 2013,,,,13.0,30.0,2.31,,,,,,
,,2013 - 2014,,,,8.0,19.0,2.38,,,,,,
,,2014 - 2015,,,,,,2.0,,,,,,
,,2016 - 2017,,,,950.0,,3.16,,,,,,
,,2017 - 2018,,,,300.0,650.0,2.17,,,,,,
,,2018 - 2019,,,,4.0,11.0,2.75,,,,,,
,,2019 - 2020,1.0,4.0,4.0,,,,,,,,,
,,2020 - 2021,6.0,19.0,3.17,,,,,,,,,
,,2021 - 2022,7.0,25.0,3.57,,,,,,,,,
,Gwalior,2000 - 2001,,,2.68,,,,,,,,,
,,2001 - 2002,,,3.24,,,,,,,,,
,,2002 - 2003,,,3.37,,,,,,,,,
,,2003 - 2004,,,3.4,,,,,,,,,
,,2004 - 2005,,,2.74,,,,,,,,,
,,2005 - 2006,882.0,,2.77,,,,,,,,,
,,2007 - 2008,,,2.03,,,,,,,,,
,,2008 - 2009,,,2.44,,,,,,,,,
,,2009 - 2010,,,,,,,,,,,,2.57
,,2010 - 2011,946.0,,2.96,,,,,,,,,
,,2011 - 2012,,,,936.0,,3.65,,,,,,
,,2012 - 2013,,,,,,2.34,,,,,,
,,2013 - 2014,,,,838.0,,2.51,,,,,,
,,2014 - 2015,,,,,,1.0,,,,,,
,,2015 - 2016,,,,,,1.33,,,,,,
,,2016 - 2017,,,,,,3.16,,,,,,
,,2017 - 2018,,,,700.0,,2.3,,,,,,
,,2018 - 2019,,,,101.0,249.0,2.47,,,,,,
,,2019 - 2020,32.0,77.0,2.41,,,,,,,,,
,,2020 - 2021,74.0,123.0,1.66,,,,,,,,,
,,2021 - 2022,14.0,41.0,2.93,,,,,,,,,
,,2022 - 2023,49.0,85.0,1.73,,,,,,,,,
,Harda,2000 - 2001,249.0,300.0,1.2,,,,,,,,,
,,2001 - 2002,221.0,295.0,1.33,,,,,,,,,
,,2002 - 2003,226.0,342.0,1.51,,,,,,,,,
,,2003 - 2004,160.0,238.0,1.49,,,,,,,,,
,,2004 - 2005,247.0,332.0,1.34,,,,,,,,,
,,2005 - 2006,143.0,269.0,1.88,,,,,,,,,
,,2007 - 2008,135.0,257.0,1.9,,,,,,,,,
,,2008 - 2009,196.0,388.0,1.98,,,,,,,,,
,,2009 - 2010,,,,,,,,,,178.0,322.0,1.81
,,2010 - 2011,118.0,362.0,3.07,,,,,,,,,
,,2011 - 2012,,,,93.0,311.0,3.34,,,,,,
,,2012 - 2013,,,,359.0,634.0,1.77,,,,,,
,,2013 - 2014,,,,56.0,121.0,2.16,,,,,,
,,2016 - 2017,,,,90.0,350.0,3.89,,,,,,
,,2017 - 2018,,,,900.0,,2.81,,,,,,
,,2018 - 2019,,,,1.0,2.0,2.0,,,,,,
,,2019 - 2020,2.0,6.0,3.0,,,,,,,,,
,,2020 - 2021,2.0,4.0,2.0,,,,,,,,,
,Hoshangabad,2000 - 2001,53.0,73.0,1.38,,,,,,,,,
,,2001 - 2002,41.0,57.0,1.39,,,,,,,,,
,,2002 - 2003,51.0,80.0,1.57,,,,,,,,,
,,2003 - 2004,47.0,72.0,1.53,,,,,,,,,
,,2004 - 2005,36.0,50.0,1.39,,,,,,,,,
,,2005 - 2006,81.0,137.0,1.69,,,,,,,,,
,,2007 - 2008,27.0,44.0,1.63,,,,,,,,,
,,2008 - 2009,5.0,8.0,1.6,,,,,,,,,
,,2009 - 2010,,,,,,,,,,4.0,9.0,2.25
,,2010 - 2011,5.0,11.0,2.2,,,,,,,,,
,,2011 - 2012,,,,4.0,12.0,3.0,,,,,,
,,2012 - 2013,,,,4.0,9.0,2.25,,,,,,
,,2013 - 2014,,,,7.0,13.0,1.86,,,,,,
,,2018 - 2019,,,,1.0,1.0,1.0,,,,,,
,,2019 - 2020,4.0,11.0,2.75,,,,,,,,,
,,2020 - 2021,9.0,28.0,3.11,,,,,,,,,
,,2021 - 2022,2.0,5.0,2.5,,,,,,,,,
,Indore,2000 - 2001,1.0,2.0,2.0,,,,,,,,,
,,2001 - 2002,6.0,9.0,1.5,,,,,,,,,
,,2002 - 2003,4.0,7.0,1.75,,,,,,,,,
,,2003 - 2004,1.0,2.0,2.0,,,,,,,,,
,,2007 - 2008,1.0,2.0,2.0,,,,,,,,,
,,2016 - 2017,,,,200.0,,5.0,,,,,,
,,2017 - 2018,,,,200.0,130.0,0.65,,,,,,
,,2019 - 2020,1.0,2.0,2.0,,,,,,,,,
,,2020 - 2021,1.0,1.0,1.0,,,,,,,,,
,,2021 - 2022,1.0,3.0,3.0,,,,,,,,,
,Jabalpur,2000 - 2001,5.0,6.0,1.2,,,,,,,,,
,,2001 - 2002,4.0,6.0,1.5,,,,,,,,,
,,2002 - 2003,11.0,19.0,1.73,,,,,,,,,
,,2003 - 2004,10.0,19.0,1.9,,,,,,,,,
,,2004 - 2005,6.0,10.0,1.67,,,,,,,,,
,,2005 - 2006,17.0,39.0,2.29,,,,,,,,,
,,2007 - 2008,76.0,142.0,1.87,,,,,,,,,
,,2008 - 2009,75.0,162.0,2.16,,,,,,,,,
,,2009 - 2010,,,,,,,,,,32.0,57.0,1.78
,,2010 - 2011,23.0,56.0,2.43,,,,,,,,,
,,2011 - 2012,,,,18.0,45.0,2.5,,,,,,
,,2012 - 2013,,,,2.0,3.0,1.5,,,,,,
,Jhabua,2000 - 2001,20.0,9.0,0.45,,,,,,,,,
,,2001 - 2002,55.0,38.0,0.69,,,,,,,,,
,,2002 - 2003,36.0,36.0,1.0,,,,,,,,,
,,2003 - 2004,115.0,107.0,0.93,,,,,,,,,
,,2004 - 2005,134.0,114.0,0.85,,,,,,,,,
,,2005 - 2006,123.0,102.0,0.83,,,,,,,,,
,,2007 - 2008,154.0,143.0,0.93,,,,,,,,,
,,2008 - 2009,131.0,120.0,0.92,,,,,,,,,
,,2009 - 2010,,,,,,,,,,119.0,96.0,0.81
,,2010 - 2011,166.0,156.0,0.94,,,,,,,,,
,,2011 - 2012,,,,154.0,179.0,1.16,,,,,,
,,2012 - 2013,,,,141.0,129.0,0.91,,,,,,
,,2013 - 2014,,,,163.0,421.0,2.58,,,,,,
,,2015 - 2016,,,,,,4.5,,,,,,
,,2016 - 2017,,,,,,4.67,,,,,,
,,2017 - 2018,,,,,,2.3,,,,,,
,,2019 - 2020,15.0,34.0,2.27,,,,,,,,,
,,2020 - 2021,3.0,4.0,1.33,,,,,,,,,
,Katni,2000 - 2001,350.0,300.0,0.86,,,,,,,,,
,,2001 - 2002,439.0,446.0,1.02,,,,,,,,,
,,2002 - 2003,420.0,374.0,0.89,,,,,,,,,
,,2003 - 2004,385.0,472.0,1.23,,,,,,,,,
,,2004 - 2005,387.0,357.0,0.92,,,,,,,,,
,,2005 - 2006,366.0,405.0,1.11,,,,,,,,,
,,2007 - 2008,211.0,187.0,0.89,,,,,,,,,
,,2008 - 2009,324.0,372.0,1.15,,,,,,,,,
,,2009 - 2010,,,,,,,,,,386.0,436.0,1.13
,,2010 - 2011,353.0,308.0,0.87,,,,,,,,,
,,2011 - 2012,,,,445.0,600.0,1.35,,,,,,
,,2012 - 2013,,,,504.0,854.0,1.69,,,,,,
,,2013 - 2014,,,,392.0,990.0,2.53,,,,,,
,,2014 - 2015,,,,,,2.0,,,,,,
,,2016 - 2017,,,,850.0,,3.53,,,,,,
,,2017 - 2018,,,,300.0,480.0,1.6,,,,,,
,,2018 - 2019,,,,90.0,193.0,2.14,,,,,,
,,2019 - 2020,99.0,251.0,2.54,,,,,,,,,
,,2020 - 2021,49.0,113.0,2.31,,,,,,,,,
,,2021 - 2022,42.0,96.0,2.29,,,,,,,,,
,,2022 - 2023,78.0,118.0,1.51,,,,,,,,,
,Khandwa,2001 - 2002,2.0,3.0,1.5,,,,,,,,,
,,2002 - 2003,6.0,8.0,1.33,,,,,,,,,
,,2003 - 2004,4.0,8.0,2.0,,,,,,,,,
,,2004 - 2005,4.0,6.0,1.5,,,,,,,,,
,,2005 - 2006,1.0,2.0,2.0,,,,,,,,,
,,2015 - 2016,,,,,,2.38,,,,,,
,,2016 - 2017,,,,,,3.0,,,,,,
,,2017 - 2018,,,,,,1.7,,,,,,
,Khargone,2014 - 2015,,,,,,1.0,,,,,,
,,2015 - 2016,,,,,,2.75,,,,,,
,,2016 - 2017,,,,,,3.2,,,,,,
,,2017 - 2018,,,,,,2.19,,,,,,
,Mandla,2000 - 2001,14.0,6.0,0.43,,,,,,,,,
,,2001 - 2002,26.0,24.0,0.92,,,,,,,,,
,,2002 - 2003,22.0,22.0,1.0,,,,,,,,,
,,2003 - 2004,19.0,19.0,1.0,,,,,,,,,
,,2004 - 2005,14.0,13.0,0.93,,,,,,,,,
,,2005 - 2006,14.0,14.0,1.0,,,,,,,,,
,,2007 - 2008,14.0,14.0,1.0,,,,,,,,,
,,2008 - 2009,4.0,5.0,1.25,,,,,,,,,
,,2009 - 2010,,,,,,,,,,10.0,9.0,0.9
,,2010 - 2011,9.0,11.0,1.22,,,,,,,,,
,,2011 - 2012,,,,10.0,12.0,1.2,,,,,,
,,2012 - 2013,,,,11.0,10.0,0.91,,,,,,
,,2013 - 2014,,,,11.0,16.0,1.45,,,,,,
,,2014 - 2015,,,,,,2.0,,,,,,
,,2016 - 2017,,,,90.0,280.0,3.11,,,,,,
,,2018 - 2019,,,,6.0,8.0,1.33,,,,,,
,,2019 - 2020,12.0,20.0,1.67,,,,,,,,,
,,2021 - 2022,2.0,1.0,0.5,,,,,,,,,
,Mandsaur,2000 - 2001,187.0,328.0,1.75,,,,,,,,,
,,2001 - 2002,236.0,547.0,2.32,,,,,,,,,
,,2002 - 2003,65.0,117.0,1.8,,,,,,,,,
,,2003 - 2004,121.0,278.0,2.3,,,,,,,,,
,,2004 - 2005,214.0,492.0,2.3,,,,,,,,,
,,2005 - 2006,120.0,244.0,2.03,,,,,,,,,
,,2007 - 2008,236.0,596.0,2.53,,,,,,,,,
,,2008 - 2009,220.0,549.0,2.5,,,,,,,,,
,,2009 - 2010,,,,,,,,,,230.0,545.0,2.37
,,2010 - 2011,204.0,503.0,2.47,,,,,,,,,
,,2011 - 2012,,,,281.0,916.0,3.26,,,,,,
,,2012 - 2013,,,,235.0,905.0,3.85,,,,,,
,,2013 - 2014,,,,321.0,,4.89,,,,,,
,,2018 - 2019,,,,97.0,283.0,2.92,,,,,,
,,2019 - 2020,110.0,462.0,4.2,,,,,,,,,
,,2020 - 2021,64.0,238.0,3.72,,,,,,,,,
,,2021 - 2022,29.0,94.0,3.24,,,,,,,,,
,,2022 - 2023,270.0,671.0,2.49,,,,,,,,,
,Morena,2000 - 2001,,,1.55,,,,,,,,,
,,2001 - 2002,,,1.71,,,,,,,,,
,,2002 - 2003,,,1.47,,,,,,,,,
,,2003 - 2004,,,1.73,,,,,,,,,
,,2004 - 2005,,,1.56,,,,,,,,,
,,2005 - 2006,,,1.8,,,,,,,,,
,,2007 - 2008,,,1.61,,,,,,,,,
,,2008 - 2009,,,1.62,,,,,,,,,
,,2009 - 2010,,,,,,,,,,,,1.78
,,2010 - 2011,,,1.73,,,,,,,,,
,,2011 - 2012,,,,,,1.94,,,,,,
,,2012 - 2013,,,,,,2.42,,,,,,
,,2013 - 2014,,,,,,2.62,,,,,,
,,2014 - 2015,,,,,,1.0,,,,,,
,,2015 - 2016,,,,,,2.0,,,,,,
,,2016 - 2017,,,,,,3.67,,,,,,
,,2017 - 2018,,,,,,2.9,,,,,,
,,2018 - 2019,,,,355.0,953.0,2.68,,,,,,
,,2019 - 2020,86.0,294.0,3.42,,,,,,,,,
,,2020 - 2021,53.0,174.0,3.28,,,,,,,,,
,,2021 - 2022,12.0,36.0,3.0,,,,,,,,,
,,2022 - 2023,35.0,73.0,2.09,,,,,,,,,
,Narsinghpur,2013 - 2014,,,,4.0,7.0,1.75,,,,,,
,Neemuch,2000 - 2001,558.0,,2.28,,,,,,,,,
,,2001 - 2002,472.0,,2.55,,,,,,,,,
,,2002 - 2003,188.0,434.0,2.31,,,,,,,,,
,,2003 - 2004,365.0,,2.79,,,,,,,,,
,,2004 - 2005,382.0,,2.74,,,,,,,,,
,,2005 - 2006,397.0,,2.78,,,,,,,,,
,,2007 - 2008,763.0,,2.74,,,,,,,,,
,,2008 - 2009,914.0,,2.93,,,,,,,,,
,,2009 - 2010,,,,,,,,,,796.0,,2.74
,,2010 - 2011,,,3.38,,,,,,,,,
,,2011 - 2012,,,,,,3.81,,,,,,
,,2012 - 2013,,,,,,2.83,,,,,,
,,2013 - 2014,,,,,,3.43,,,,,,
,,2016 - 2017,,,,410.0,,2.44,,,,,,
,,2018 - 2019,,,,760.0,,2.21,,,,,,
,,2019 - 2020,,,3.24,,,,,,,,,
,,2020 - 2021,682.0,,2.46,,,,,,,,,
,,2021 - 2022,410.0,,3.25,,,,,,,,,
,,2022 - 2023,,,2.1,,,,,,,,,
,Niwari,2019 - 2020,621.0,,2.32,,,,,,,,,
,,2020 - 2021,,,2.11,,,,,,,,,
,,2021 - 2022,547.0,,2.35,,,,,,,,,
,,2022 - 2023,710.0,,1.59,,,,,,,,,
,Panna,2000 - 2001,,,0.82,,,,,,,,,
,,2001 - 2002,,,1.06,,,,,,,,,
,,2002 - 2003,,,1.17,,,,,,,,,
,,2003 - 2004,,,1.16,,,,,,,,,
,,2004 - 2005,,,1.01,,,,,,,,,
,,2005 - 2006,,,0.79,,,,,,,,,
,,2007 - 2008,,,0.89,,,,,,,,,
,,2008 - 2009,,,0.88,,,,,,,,,
,,2009 - 2010,,,,,,,,,,,,1.31
,,2010 - 2011,,,1.16,,,,,,,,,
,,2011 - 2012,,,,,,1.44,,,,,,
,,2012 - 2013,,,,,,1.17,,,,,,
,,2013 - 2014,,,,,,1.74,,,,,,
,,2014 - 2015,,,,,,1.5,,,,,,
,,2015 - 2016,,,,,,2.6,,,,,,
,,2016 - 2017,,,,,,3.17,,,,,,
,,2017 - 2018,,,,,,2.09,,,,,,
,,2018 - 2019,,,,970.0,,1.86,,,,,,
,,2019 - 2020,,,1.62,,,,,,,,,
,,2020 - 2021,720.0,,1.98,,,,,,,,,
,,2021 - 2022,611.0,,2.16,,,,,,,,,
,,2022 - 2023,840.0,,1.56,,,,,,,,,
,Raisen,2000 - 2001,38.0,77.0,2.03,,,,,,,,,
,,2001 - 2002,61.0,128.0,2.1,,,,,,,,,
,,2002 - 2003,51.0,121.0,2.37,,,,,,,,,
,,2003 - 2004,32.0,78.0,2.44,,,,,,,,,
,,2004 - 2005,29.0,64.0,2.21,,,,,,,,,
,,2005 - 2006,23.0,58.0,2.52,,,,,,,,,
,,2007 - 2008,17.0,45.0,2.65,,,,,,,,,
,,2008 - 2009,5.0,14.0,2.8,,,,,,,,,
,,2009 - 2010,,,,,,,,,,4.0,10.0,2.5
,,2010 - 2011,3.0,9.0,3.0,,,,,,,,,
,,2013 - 2014,,,,20.0,71.0,3.55,,,,,,
,,2014 - 2015,,,,,,1.0,,,,,,
,,2016 - 2017,,,,90.0,280.0,3.11,,,,,,
,,2017 - 2018,,,,100.0,230.0,2.3,,,,,,
,,2018 - 2019,,,,1.0,2.0,2.0,,,,,,
,,2019 - 2020,1.0,4.0,4.0,,,,,,,,,
,Rajgarh,2000 - 2001,72.0,76.0,1.06,,,,,,,,,
,,2001 - 2002,109.0,104.0,0.95,,,,,,,,,
,,2002 - 2003,27.0,25.0,0.93,,,,,,,,,
,,2003 - 2004,145.0,201.0,1.39,,,,,,,,,
,,2004 - 2005,156.0,193.0,1.24,,,,,,,,,
,,2005 - 2006,113.0,125.0,1.11,,,,,,,,,
,,2007 - 2008,160.0,240.0,1.5,,,,,,,,,
,,2008 - 2009,107.0,149.0,1.39,,,,,,,,,
,,2009 - 2010,,,,,,,,,,156.0,244.0,1.56
,,2010 - 2011,123.0,177.0,1.44,,,,,,,,,
,,2011 - 2012,,,,136.0,306.0,2.25,,,,,,
,,2012 - 2013,,,,143.0,233.0,1.63,,,,,,
,,2013 - 2014,,,,146.0,323.0,2.21,,,,,,
,,2014 - 2015,,,,,,1.0,,,,,,
,,2016 - 2017,,,,600.0,,3.33,,,,,,
,,2017 - 2018,,,,800.0,,2.7,,,,,,
,,2018 - 2019,,,,14.0,26.0,1.86,,,,,,
,,2019 - 2020,20.0,57.0,2.85,,,,,,,,,
,,2020 - 2021,12.0,37.0,3.08,,,,,,,,,
,,2021 - 2022,3.0,9.0,3.0,,,,,,,,,
,Ratlam,2000 - 2001,21.0,39.0,1.86,,,,,,,,,
,,2001 - 2002,16.0,30.0,1.88,,,,,,,,,
,,2002 - 2003,13.0,29.0,2.23,,,,,,,,,
,,2003 - 2004,48.0,131.0,2.73,,,,,,,,,
,,2004 - 2005,29.0,71.0,2.45,,,,,,,,,
,,2005 - 2006,32.0,95.0,2.97,,,,,,,,,
,,2007 - 2008,51.0,157.0,3.08,,,,,,,,,
,,2008 - 2009,52.0,159.0,3.06,,,,,,,,,
,,2009 - 2010,,,,,,,,,,53.0,153.0,2.89
,,2010 - 2011,20.0,77.0,3.85,,,,,,,,,
,,2011 - 2012,,,,50.0,266.0,5.32,,,,,,
,,2012 - 2013,,,,41.0,180.0,4.39,,,,,,
,,2013 - 2014,,,,42.0,175.0,4.17,,,,,,
,,2016 - 2017,,,,600.0,,3.33,,,,,,
,,2017 - 2018,,,,290.0,930.0,3.21,,,,,,
,,2018 - 2019,,,,9.0,38.0,4.22,,,,,,
,,2019 - 2020,7.0,23.0,3.29,,,,,,,,,
,,2020 - 2021,13.0,37.0,2.85,,,,,,,,,
,,2021 - 2022,3.0,9.0,3.0,,,,,,,,,
,Rewa,2000 - 2001,,,0.54,,,,,,,,,
,,2001 - 2002,,,0.64,,,,,,,,,
,,2002 - 2003,,,0.6,,,,,,,,,
,,2003 - 2004,,,0.57,,,,,,,,,
,,2004 - 2005,,,0.54,,,,,,,,,
,,2005 - 2006,,,0.51,,,,,,,,,
,,2007 - 2008,,,0.47,,,,,,,,,
,,2008 - 2009,,,0.64,,,,,,,,,
,,2009 - 2010,,,,,,,,,,,,0.61
,,2010 - 2011,,,0.57,,,,,,,,,
,,2011 - 2012,,,,,,0.68,,,,,,
,,2012 - 2013,,,,,,0.66,,,,,,
,,2013 - 2014,,,,,,1.1,,,,,,
,,2014 - 2015,,,,,,1.5,,,,,,
,,2015 - 2016,,,,,,3.5,,,,,,
,,2016 - 2017,,,,,,3.5,,,,,,
,,2017 - 2018,,,,,,1.34,,,,,,
,,2018 - 2019,,,,,,1.37,,,,,,
,,2019 - 2020,807.0,,1.65,,,,,,,,,
,,2020 - 2021,592.0,877.0,1.48,,,,,,,,,
,,2021 - 2022,283.0,511.0,1.81,,,,,,,,,
,,2022 - 2023,505.0,697.0,1.38,,,,,,,,,
,Sagar,2000 - 2001,822.0,846.0,1.03,,,,,,,,,
,,2001 - 2002,830.0,980.0,1.18,,,,,,,,,
,,2002 - 2003,737.0,982.0,1.33,,,,,,,,,
,,2003 - 2004,790.0,,1.55,,,,,,,,,
,,2004 - 2005,888.0,,1.4,,,,,,,,,
,,2005 - 2006,992.0,,1.3,,,,,,,,,
,,2007 - 2008,766.0,,1.34,,,,,,,,,
,,2008 - 2009,717.0,,1.45,,,,,,,,,
,,2009 - 2010,,,,,,,,,,852.0,,1.6
,,2010 - 2011,882.0,,1.55,,,,,,,,,
,,2011 - 2012,,,,,,1.78,,,,,,
,,2012 - 2013,,,,,,1.35,,,,,,
,,2013 - 2014,,,,707.0,993.0,1.4,,,,,,
,,2014 - 2015,,,,,,2.0,,,,,,
,,2015 - 2016,,,,,,1.5,,,,,,
,,2016 - 2017,,,,,,2.33,,,,,,
,,2017 - 2018,,,,,,1.0,,,,,,
