state,district,year,maize_kharif_yield_tonne_per_hectare
,,2002 - 2003,1.18
,,2003 - 2004,1.73
,,2004 - 2005,2.06
,,2005 - 2006,1.8
,,2006 - 2007,1.82
,,2007 - 2008,2.27
,,2008 - 2009,2.34
,,2009 - 2010,1.85
,,2010 - 2011,2.14
,,2011 - 2012,2.51
,,2012 - 2013,2.79
,,2013 - 2014,2.71
,,2014 - 2015,2.6
,,2015 - 2016,2.85
,,2016 - 2017,2.98
,,2017 - 2018,3.08
,,2018 - 2019,3.29
,,2019 - 2020,3.52
,,2020 - 2021,3.68
,,2021 - 2022,3.25
,,2022 - 2023,2.14
,Aligarh,2000 - 2001,2.13
,,2001 - 2002,2.03
,,2002 - 2003,0.97
,,2003 - 2004,1.65
,,2004 - 2005,1.9
,,2005 - 2006,1.55
,,2006 - 2007,1.59
,,2007 - 2008,1.97
,,2008 - 2009,2.54
,,2009 - 2010,1.81
,,2010 - 2011,2.03
,,2011 - 2012,1.99
,,2012 - 2013,2.68
,,2013 - 2014,3.11
,,2014 - 2015,2.14
,,2015 - 2016,2.38
,,2016 - 2017,2.35
,,2017 - 2018,2.71
,,2018 - 2019,2.42
,,2019 - 2020,2.58
,,2020 - 2021,2.44
,,2021 - 2022,2.44
,,2022 - 2023,2.41
,Allahabad,2000 - 2001,2.12
,,2001 - 2002,1.93
,,2002 - 2003,1.38
,,2003 - 2004,1.14
,,2004 - 2005,0.85
,,2005 - 2006,1.28
,,2006 - 2007,1.33
,,2007 - 2008,1.43
,,2008 - 2009,1.5
,,2009 - 2010,1.46
,,2010 - 2011,1.76
,,2011 - 2012,1.0
,,2012 - 2013,1.14
,,2013 - 2014,1.08
,,2014 - 2015,1.78
,,2015 - 2016,0.73
,,2016 - 2017,1.88
,,2017 - 2018,2.19
,,2018 - 2019,1.75
,,2019 - 2020,1.83
,,2020 - 2021,2.31
,,2021 - 2022,2.12
,,2022 - 2023,2.85
,Ambedkar nagar,2000 - 2001,1.4
,,2001 - 2002,1.59
,,2002 - 2003,1.13
,,2003 - 2004,1.39
,,2004 - 2005,1.77
,,2005 - 2006,1.32
,,2006 - 2007,0.94
,,2007 - 2008,1.01
,,2008 - 2009,0.37
,,2009 - 2010,0.95
,,2010 - 2011,0.95
,,2011 - 2012,1.0
,,2012 - 2013,1.04
,,2013 - 2014,0.66
,,2014 - 2015,0.73
,,2015 - 2016,0.5
,,2016 - 2017,0.64
,,2017 - 2018,1.69
,,2018 - 2019,1.63
,,2019 - 2020,1.19
,,2020 - 2021,1.74
,,2021 - 2022,1.51
,,2022 - 2023,1.46
,Amethi,2010 - 2011,1.09
,,2011 - 2012,0.99
,,2012 - 2013,1.04
,,2013 - 2014,0.67
,,2014 - 2015,0.73
,,2015 - 2016,0.49
,,2016 - 2017,0.64
,,2017 - 2018,1.69
,,2018 - 2019,1.63
,,2019 - 2020,1.19
,,2020 - 2021,1.75
,,2021 - 2022,1.52
,,2022 - 2023,1.46
,Amroha,2000 - 2001,1.31
,,2001 - 2002,1.5
,,2002 - 2003,1.17
,,2003 - 2004,0.74
,,2004 - 2005,1.18
,,2005 - 2006,1.06
,,2006 - 2007,0.96
,,2007 - 2008,1.33
,,2008 - 2009,1.31
,,2009 - 2010,1.49
,,2010 - 2011,1.15
,,2011 - 2012,1.43
,,2012 - 2013,0.9
,,2013 - 2014,1.2
,,2014 - 2015,1.36
,,2015 - 2016,1.94
,,2016 - 2017,1.79
,,2017 - 2018,1.66
,,2018 - 2019,1.72
,,2019 - 2020,1.82
,,2020 - 2021,2.35
,,2021 - 2022,2.35
,,2022 - 2023,2.44
,Auraiya,2000 - 2001,2.44
,,2001 - 2002,2.12
,,2002 - 2003,1.82
,,2003 - 2004,1.84
,,2004 - 2005,2.02
,,2005 - 2006,1.44
,,2006 - 2007,1.95
,,2007 - 2008,2.18
,,2008 - 2009,2.41
,,2009 - 2010,1.95
,,2010 - 2011,2.03
,,2011 - 2012,2.03
,,2012 - 2013,2.6
,,2013 - 2014,2.56
,,2014 - 2015,2.41
,,2015 - 2016,2.63
,,2016 - 2017,2.63
,,2017 - 2018,2.68
,,2018 - 2019,2.6
,,2019 - 2020,2.73
,,2020 - 2021,3.2
,,2021 - 2022,3.2
,,2022 - 2023,2.9
,Azamgarh,2000 - 2001,1.65
,,2001 - 2002,1.79
,,2002 - 2003,1.18
,,2003 - 2004,1.27
,,2004 - 2005,1.87
,,2005 - 2006,1.19
,,2006 - 2007,1.53
,,2007 - 2008,1.6
,,2008 - 2009,0.97
,,2009 - 2010,1.62
,,2010 - 2011,1.5
,,2011 - 2012,1.69
,,2012 - 2013,1.79
,,2013 - 2014,1.97
,,2014 - 2015,1.9
,,2015 - 2016,1.69
,,2016 - 2017,1.63
,,2017 - 2018,1.62
,,2018 - 2019,2.31
,,2019 - 2020,1.64
,,2020 - 2021,1.77
,,2021 - 2022,1.77
,,2022 - 2023,1.96
,Baghpat,2000 - 2001,2.08
,,2001 - 2002,2.4
,,2002 - 2003,1.24
,,2003 - 2004,1.36
,,2004 - 2005,1.1
,,2005 - 2006,1.55
,,2006 - 2007,1.88
,,2007 - 2008,1.92
,,2008 - 2009,2.21
,,2009 - 2010,1.89
,,2011 - 2012,2.17
,,2013 - 2014,2.41
,,2014 - 2015,2.35
,,2015 - 2016,2.43
,,2016 - 2017,2.38
,,2017 - 2018,2.56
,,2018 - 2019,2.56
,,2019 - 2020,2.46
,,2020 - 2021,2.64
,,2021 - 2022,2.64
,,2022 - 2023,2.46
,Bahraich,2000 - 2001,0.89
,,2001 - 2002,1.18
,,2002 - 2003,1.23
,,2003 - 2004,1.22
,,2004 - 2005,1.32
,,2005 - 2006,1.13
,,2006 - 2007,1.08
,,2007 - 2008,1.12
,,2008 - 2009,1.0
,,2009 - 2010,1.12
,,2010 - 2011,1.14
,,2011 - 2012,1.21
,,2012 - 2013,1.3
,,2013 - 2014,1.39
,,2014 - 2015,1.28
,,2015 - 2016,1.17
,,2016 - 2017,1.41
,,2017 - 2018,1.73
,,2018 - 2019,1.34
,,2019 - 2020,1.53
,,2020 - 2021,1.45
,,2021 - 2022,1.4
,,2022 - 2023,1.54
,Ballia,2000 - 2001,1.59
,,2001 - 2002,1.31
,,2002 - 2003,1.43
,,2003 - 2004,0.67
,,2004 - 2005,1.05
,,2005 - 2006,0.77
,,2006 - 2007,0.89
,,2007 - 2008,0.7
,,2008 - 2009,0.12
,,2009 - 2010,1.35
,,2010 - 2011,1.5
,,2011 - 2012,1.69
,,2012 - 2013,1.77
,,2013 - 2014,1.28
,,2014 - 2015,1.48
,,2015 - 2016,1.1
,,2016 - 2017,0.9
,,2017 - 2018,1.9
,,2018 - 2019,1.99
,,2019 - 2020,1.26
,,2020 - 2021,1.09
,,2021 - 2022,1.01
,,2022 - 2023,1.13
,Balrampur,2000 - 2001,0.76
,,2001 - 2002,0.79
,,2002 - 2003,0.74
,,2003 - 2004,0.91
,,2004 - 2005,0.62
,,2005 - 2006,0.96
,,2006 - 2007,0.93
,,2007 - 2008,1.01
,,2008 - 2009,0.81
,,2009 - 2010,1.04
,,2010 - 2011,1.04
,,2011 - 2012,1.05
,,2012 - 2013,1.18
,,2013 - 2014,1.23
,,2014 - 2015,1.19
,,2015 - 2016,0.26
,,2016 - 2017,1.29
,,2017 - 2018,1.5
,,2018 - 2019,1.26
,,2019 - 2020,1.37
,,2020 - 2021,1.29
,,2021 - 2022,1.25
,,2022 - 2023,1.54
,Banda,2000 - 2001,0.78
,,2001 - 2002,1.0
,,2002 - 2003,0.5
,,2003 - 2004,1.25
,,2004 - 2005,1.57
,,2005 - 2006,1.0
,,2006 - 2007,1.3
,,2007 - 2008,1.41
,,2008 - 2009,1.5
,,2009 - 2010,1.5
,,2010 - 2011,1.46
,,2011 - 2012,1.17
,,2012 - 2013,1.78
,,2013 - 2014,1.75
,,2014 - 2015,1.67
,,2015 - 2016,2.0
,,2017 - 2018,2.22
,,2018 - 2019,2.0
,,2019 - 2020,2.5
,,2020 - 2021,2.25
,,2022 - 2023,2.0
,Barabanki,2000 - 2001,1.4
,,2001 - 2002,1.69
,,2002 - 2003,0.84
,,2003 - 2004,0.63
,,2004 - 2005,1.51
,,2005 - 2006,1.14
,,2006 - 2007,0.64
,,2007 - 2008,0.64
,,2008 - 2009,0.0
,,2009 - 2010,0.49
,,2010 - 2011,0.9
,,2011 - 2012,0.84
,,2012 - 2013,0.63
,,2013 - 2014,0.99
,,2014 - 2015,0.73
,,2015 - 2016,0.5
,,2016 - 2017,0.64
,,2017 - 2018,1.69
,,2018 - 2019,1.63
,,2019 - 2020,1.19
,,2020 - 2021,1.74
,,2021 - 2022,1.52
,,2022 - 2023,0.88
,Bareilly,2000 - 2001,1.84
,,2001 - 2002,1.47
,,2002 - 2003,1.06
,,2003 - 2004,1.91
,,2004 - 2005,1.53
,,2005 - 2006,1.49
,,2006 - 2007,1.69
,,2007 - 2008,1.65
,,2008 - 2009,1.93
,,2009 - 2010,1.87
,,2010 - 2011,1.63
,,2011 - 2012,1.9
,,2012 - 2013,2.1
,,2013 - 2014,2.03
,,2014 - 2015,1.96
,,2015 - 2016,1.72
,,2016 - 2017,2.09
,,2017 - 2018,2.21
,,2018 - 2019,2.05
,,2019 - 2020,2.25
,,2020 - 2021,3.18
,,2021 - 2022,3.17
,,2022 - 2023,2.25
,Basti,2000 - 2001,0.45
,,2001 - 2002,0.72
,,2002 - 2003,0.87
,,2003 - 2004,1.01
,,2004 - 2005,1.54
,,2005 - 2006,1.28
,,2006 - 2007,1.33
,,2007 - 2008,1.44
,,2008 - 2009,1.5
,,2009 - 2010,1.45
,,2010 - 2011,1.15
,,2011 - 2012,1.76
,,2012 - 2013,1.85
,,2013 - 2014,1.84
,,2014 - 2015,1.78
,,2015 - 2016,1.85
,,2016 - 2017,0.9
,,2017 - 2018,0.88
,,2018 - 2019,0.77
,,2019 - 2020,0.7
,,2020 - 2021,0.64
,,2021 - 2022,0.64
,,2022 - 2023,2.14
,Bijnor,2000 - 2001,1.31
,,2001 - 2002,1.53
,,2002 - 2003,1.13
,,2003 - 2004,1.0
,,2004 - 2005,1.16
,,2005 - 2006,1.0
,,2006 - 2007,0.97
,,2007 - 2008,1.33
,,2008 - 2009,
,,2009 - 2010,1.5
,,2010 - 2011,1.25
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,1.58
,,2014 - 2015,1.8
,,2015 - 2016,2.0
,,2016 - 2017,2.13
,,2017 - 2018,
,,2018 - 2019,2.14
,,2019 - 2020,1.6
,,2020 - 2021,3.0
,,2022 - 2023,
,Budaun,2000 - 2001,1.65
,,2001 - 2002,1.52
,,2002 - 2003,1.04
,,2003 - 2004,2.02
,,2004 - 2005,1.52
,,2005 - 2006,1.51
,,2006 - 2007,1.64
,,2007 - 2008,1.67
,,2008 - 2009,1.92
,,2009 - 2010,1.87
,,2010 - 2011,1.92
,,2011 - 2012,1.98
,,2012 - 2013,2.13
,,2013 - 2014,2.18
,,2014 - 2015,2.17
,,2015 - 2016,1.81
,,2016 - 2017,2.15
,,2017 - 2018,2.24
,,2018 - 2019,2.27
,,2019 - 2020,2.27
,,2020 - 2021,3.38
,,2021 - 2022,3.38
,,2022 - 2023,2.25
,Bulandshahr,2000 - 2001,2.21
,,2001 - 2002,2.43
,,2002 - 2003,1.28
,,2003 - 2004,1.95
,,2004 - 2005,1.76
,,2005 - 2006,1.6
,,2006 - 2007,1.88
,,2007 - 2008,1.97
,,2008 - 2009,2.17
,,2009 - 2010,1.9
,,2010 - 2011,2.09
,,2011 - 2012,2.2
,,2012 - 2013,2.37
,,2013 - 2014,2.39
,,2014 - 2015,2.36
,,2015 - 2016,2.46
,,2016 - 2017,2.34
,,2017 - 2018,2.51
,,2018 - 2019,2.55
,,2019 - 2020,2.49
,,2020 - 2021,2.63
,,2021 - 2022,2.63
,,2022 - 2023,2.44
,Chandauli,2000 - 2001,1.4
,,2001 - 2002,1.67
,,2002 - 2003,1.31
,,2003 - 2004,1.65
,,2004 - 2005,2.05
,,2005 - 2006,1.45
,,2006 - 2007,1.32
,,2007 - 2008,1.41
,,2008 - 2009,1.31
,,2009 - 2010,1.46
,,2010 - 2011,1.47
,,2011 - 2012,1.46
,,2012 - 2013,1.79
,,2013 - 2014,1.59
,,2014 - 2015,1.6
,,2015 - 2016,1.42
,,2016 - 2017,1.54
,,2017 - 2018,1.54
,,2018 - 2019,1.72
,,2019 - 2020,2.18
,,2020 - 2021,1.58
,,2021 - 2022,1.56
,,2022 - 2023,2.65
,Chitrakoot,2000 - 2001,1.85
,,2001 - 2002,1.1
,,2002 - 2003,0.3
,,2003 - 2004,1.19
,,2004 - 2005,1.55
,,2005 - 2006,1.28
,,2006 - 2007,1.3
,,2007 - 2008,1.5
,,2008 - 2009,1.57
,,2009 - 2010,1.43
,,2010 - 2011,1.47
,,2011 - 2012,1.08
,,2012 - 2013,1.85
,,2013 - 2014,1.81
,,2014 - 2015,1.79
,,2015 - 2016,1.85
,,2016 - 2017,2.0
,,2017 - 2018,2.2
,,2018 - 2019,2.0
,,2019 - 2020,2.4
,,2020 - 2021,2.2
,,2021 - 2022,2.0
,,2022 - 2023,2.25
,Deoria,2000 - 2001,1.46
,,2001 - 2002,0.76
,,2002 - 2003,0.99
,,2003 - 2004,0.62
,,2004 - 2005,1.03
,,2005 - 2006,1.76
,,2006 - 2007,1.35
,,2007 - 2008,0.35
,,2008 - 2009,0.78
,,2009 - 2010,1.0
,,2010 - 2011,1.28
,,2011 - 2012,1.89
,,2012 - 2013,2.26
,,2013 - 2014,2.1
,,2014 - 2015,2.08
,,2015 - 2016,2.16
,,2016 - 2017,2.6
,,2017 - 2018,2.14
,,2018 - 2019,2.19
,,2019 - 2020,2.27
,,2020 - 2021,0.69
,,2021 - 2022,0.64
,,2022 - 2023,1.28
,Etah,2000 - 2001,1.92
,,2001 - 2002,1.76
,,2002 - 2003,1.09
,,2003 - 2004,1.31
,,2004 - 2005,1.74
,,2005 - 2006,1.9
,,2006 - 2007,1.94
,,2007 - 2008,1.98
,,2008 - 2009,2.1
,,2009 - 2010,2.05
,,2010 - 2011,1.89
,,2011 - 2012,2.52
,,2012 - 2013,2.79
,,2013 - 2014,2.89
,,2014 - 2015,3.18
,,2015 - 2016,2.77
,,2016 - 2017,2.43
,,2017 - 2018,2.47
,,2018 - 2019,2.74
,,2019 - 2020,4.77
,,2020 - 2021,4.21
,,2021 - 2022,4.13
,,2022 - 2023,3.39
,Etawah,2000 - 2001,2.39
,,2001 - 2002,2.01
,,2002 - 2003,1.68
,,2003 - 2004,2.03
,,2004 - 2005,2.09
,,2005 - 2006,1.6
,,2006 - 2007,1.7
,,2007 - 2008,1.92
,,2008 - 2009,1.88
,,2009 - 2010,2.05
,,2010 - 2011,1.92
,,2011 - 2012,1.96
,,2012 - 2013,2.69
,,2013 - 2014,2.78
,,2014 - 2015,2.67
,,2015 - 2016,2.58
,,2016 - 2017,2.75
,,2017 - 2018,3.61
,,2018 - 2019,2.56
,,2019 - 2020,2.81
,,2020 - 2021,3.18
,,2021 - 2022,3.14
,,2022 - 2023,2.88
,Faizabad,2000 - 2001,1.4
,,2001 - 2002,1.59
,,2002 - 2003,1.13
,,2003 - 2004,1.39
,,2004 - 2005,1.77
,,2005 - 2006,1.32
,,2006 - 2007,0.94
,,2007 - 2008,1.01
,,2008 - 2009,0.37
,,2009 - 2010,0.95
,,2010 - 2011,0.95
,,2011 - 2012,0.99
,,2012 - 2013,1.04
,,2013 - 2014,0.67
,,2014 - 2015,0.73
,,2015 - 2016,0.49
,,2016 - 2017,0.64
,,2017 - 2018,1.69
,,2018 - 2019,1.63
,,2019 - 2020,1.19
,,2020 - 2021,1.74
,,2021 - 2022,1.51
,,2022 - 2023,2.95
,Farrukhabad,2000 - 2001,2.16
,,2001 - 2002,1.95
,,2002 - 2003,1.35
,,2003 - 2004,1.57
,,2004 - 2005,2.13
,,2005 - 2006,1.56
,,2006 - 2007,1.42
,,2007 - 2008,1.78
,,2008 - 2009,2.62
,,2009 - 2010,1.9
,,2010 - 2011,1.85
,,2011 - 2012,2.29
,,2012 - 2013,2.76
,,2013 - 2014,2.36
,,2014 - 2015,1.93
,,2015 - 2016,2.1
,,2016 - 2017,2.26
,,2017 - 2018,3.46
,,2018 - 2019,3.56
,,2019 - 2020,4.04
,,2020 - 2021,3.69
,,2021 - 2022,3.19
,,2022 - 2023,2.93
,Fatehpur,2000 - 2001,2.12
,,2001 - 2002,1.93
,,2002 - 2003,1.38
,,2003 - 2004,1.14
,,2004 - 2005,0.85
,,2005 - 2006,1.28
,,2006 - 2007,1.33
,,2007 - 2008,1.43
,,2008 - 2009,1.5
,,2009 - 2010,1.46
,,2010 - 2011,1.76
,,2011 - 2012,1.0
,,2012 - 2013,1.14
,,2013 - 2014,1.08
,,2014 - 2015,1.78
,,2015 - 2016,0.73
,,2016 - 2017,1.88
,,2017 - 2018,2.19
,,2018 - 2019,1.75
,,2019 - 2020,1.83
,,2020 - 2021,2.31
,,2021 - 2022,2.12
,,2022 - 2023,2.85
,Firozabad,2000 - 2001,1.99
,,2001 - 2002,2.46
,,2002 - 2003,1.05
,,2003 - 2004,1.76
,,2004 - 2005,2.79
,,2005 - 2006,1.97
,,2006 - 2007,2.4
,,2007 - 2008,2.57
,,2008 - 2009,2.76
,,2009 - 2010,2.51
,,2010 - 2011,2.46
,,2011 - 2012,2.87
,,2012 - 2013,2.65
,,2013 - 2014,3.16
,,2014 - 2015,2.72
,,2015 - 2016,2.69
,,2016 - 2017,2.85
,,2017 - 2018,2.87
,,2018 - 2019,2.67
,,2019 - 2020,3.16
,,2020 - 2021,3.03
,,2021 - 2022,3.03
,,2022 - 2023,2.14
,Gautam buddha nagar,2000 - 2001,1.83
,,2001 - 2002,2.22
,,2002 - 2003,1.01
,,2003 - 2004,1.48
,,2004 - 2005,1.67
,,2005 - 2006,1.11
,,2006 - 2007,1.88
,,2007 - 2008,1.97
,,2008 - 2009,2.2
,,2009 - 2010,1.9
,,2010 - 2011,1.96
,,2011 - 2012,2.16
,,2012 - 2013,2.37
,,2013 - 2014,2.39
,,2014 - 2015,1.7
,,2015 - 2016,2.42
,,2016 - 2017,0.54
,,2017 - 2018,1.63
,,2018 - 2019,2.55
,,2019 - 2020,2.48
,,2020 - 2021,2.61
,,2021 - 2022,2.61
,,2022 - 2023,2.44
,Ghaziabad,2000 - 2001,1.82
,,2001 - 2002,2.14
,,2002 - 2003,0.84
,,2003 - 2004,1.81
,,2004 - 2005,1.61
,,2005 - 2006,1.65
,,2006 - 2007,1.98
,,2007 - 2008,1.97
,,2008 - 2009,2.68
,,2009 - 2010,1.9
,,2010 - 2011,2.56
,,2011 - 2012,2.2
,,2012 - 2013,2.37
,,2013 - 2014,2.39
,,2014 - 2015,2.36
,,2015 - 2016,2.43
,,2016 - 2017,2.33
,,2017 - 2018,2.5
,,2018 - 2019,2.55
,,2019 - 2020,2.48
,,2020 - 2021,2.61
,,2021 - 2022,
,,2022 - 2023,2.44
,Ghazipur,2000 - 2001,1.4
,,2001 - 2002,1.67
,,2002 - 2003,1.3
,,2003 - 2004,1.65
,,2004 - 2005,2.05
,,2005 - 2006,1.46
,,2006 - 2007,1.32
,,2007 - 2008,1.4
,,2008 - 2009,1.32
,,2009 - 2010,1.46
,,2010 - 2011,1.47
,,2011 - 2012,1.46
,,2012 - 2013,1.78
,,2013 - 2014,1.58
,,2014 - 2015,1.59
,,2015 - 2016,1.13
,,2016 - 2017,0.5
,,2017 - 2018,0.99
,,2018 - 2019,1.71
,,2019 - 2020,0.78
,,2020 - 2021,1.56
,,2021 - 2022,1.56
,,2022 - 2023,2.65
,Gonda,2000 - 2001,0.89
,,2001 - 2002,1.29
,,2002 - 2003,0.94
,,2003 - 2004,1.14
,,2004 - 2005,1.06
,,2005 - 2006,0.81
,,2006 - 2007,0.82
,,2007 - 2008,0.9
,,2008 - 2009,0.57
,,2009 - 2010,0.99
,,2010 - 2011,0.97
,,2011 - 2012,1.08
,,2012 - 2013,1.13
,,2013 - 2014,1.13
,,2014 - 2015,1.16
,,2015 - 2016,1.12
,,2016 - 2017,1.2
,,2017 - 2018,1.21
,,2018 - 2019,1.19
,,2019 - 2020,1.23
,,2020 - 2021,1.12
,,2021 - 2022,1.12
,,2022 - 2023,1.59
,Gorakhpur,2000 - 2001,1.46
,,2001 - 2002,1.82
,,2002 - 2003,1.34
,,2003 - 2004,0.9
,,2004 - 2005,1.24
,,2005 - 2006,1.66
,,2006 - 2007,1.25
,,2007 - 2008,0.51
,,2008 - 2009,0.0
,,2009 - 2010,1.0
,,2010 - 2011,0.41
,,2011 - 2012,1.07
,,2012 - 2013,1.31
,,2013 - 2014,0.95
,,2014 - 2015,1.55
,,2015 - 2016,1.35
,,2016 - 2017,1.2
,,2017 - 2018,0.46
,,2018 - 2019,0.96
,,2019 - 2020,0.98
,,2020 - 2021,0.22
,,2021 - 2022,0.22
,,2022 - 2023,1.0
,Hamirpur,2000 - 2001,1.67
,,2001 - 2002,1.0
,,2003 - 2004,1.0
,,2004 - 2005,1.5
,,2007 - 2008,1.4
,,2010 - 2011,1.0
,,2011 - 2012,1.17
,,2013 - 2014,2.0
,,2015 - 2016,1.86
,,2016 - 2017,1.86
,,2017 - 2018,
,,2018 - 2019,2.07
,,2019 - 2020,2.5
,,2020 - 2021,2.31
,Hapur,2012 - 2013,2.37
,,2013 - 2014,2.39
,,2014 - 2015,2.35
,,2015 - 2016,0.73
,,2016 - 2017,2.33
,,2017 - 2018,2.71
,,2018 - 2019,2.4
,,2019 - 2020,2.32
,,2020 - 2021,2.26
,,2021 - 2022,2.26
,,2022 - 2023,2.44
,Hardoi,2000 - 2001,1.61
,,2001 - 2002,1.52
,,2002 - 2003,0.89
,,2003 - 2004,1.31
,,2004 - 2005,1.75
,,2005 - 2006,1.23
,,2006 - 2007,1.32
,,2007 - 2008,1.48
,,2008 - 2009,1.46
,,2009 - 2010,1.41
,,2010 - 2011,1.12
,,2011 - 2012,1.34
,,2012 - 2013,1.92
,,2013 - 2014,1.92
,,2014 - 2015,1.69
,,2015 - 2016,2.03
,,2016 - 2017,2.44
,,2017 - 2018,2.43
,,2018 - 2019,1.97
,,2019 - 2020,2.37
,,2020 - 2021,2.35
,,2021 - 2022,1.9
,,2022 - 2023,2.4
,Hathras,2000 - 2001,1.99
,,2001 - 2002,1.72
,,2002 - 2003,0.72
,,2003 - 2004,1.78
,,2004 - 2005,1.76
,,2005 - 2006,1.48
,,2006 - 2007,1.8
,,2007 - 2008,1.82
,,2008 - 2009,1.84
,,2009 - 2010,2.08
,,2010 - 2011,2.09
,,2011 - 2012,2.2
,,2012 - 2013,2.15
,,2013 - 2014,2.01
,,2014 - 2015,2.14
,,2015 - 2016,2.17
,,2016 - 2017,1.84
,,2017 - 2018,2.01
,,2018 - 2019,1.74
,,2019 - 2020,2.38
,,2020 - 2021,2.56
,,2021 - 2022,2.56
,,2022 - 2023,2.77
,Jalaun,2000 - 2001,1.25
,,2001 - 2002,0.73
,,2002 - 2003,0.5
,,2003 - 2004,1.46
,,2004 - 2005,0.91
,,2006 - 2007,0.88
,,2007 - 2008,0.56
,,2008 - 2009,1.0
,,2009 - 2010,2.0
,,2010 - 2011,1.91
,,2011 - 2012,1.25
,,2012 - 2013,1.05
,,2013 - 2014,0.59
,,2014 - 2015,1.0
,,2015 - 2016,0.75
,,2017 - 2018,0.8
,,2018 - 2019,1.0
,,2019 - 2020,0.67
,,2020 - 2021,1.09
,,2021 - 2022,1.17
,,2022 - 2023,1.29
,Jaunpur,2000 - 2001,1.86
,,2001 - 2002,1.67
,,2002 - 2003,1.27
,,2003 - 2004,1.63
,,2004 - 2005,2.05
,,2005 - 2006,1.46
,,2006 - 2007,1.32
,,2007 - 2008,1.41
,,2008 - 2009,1.32
,,2009 - 2010,1.46
,,2010 - 2011,1.47
,,2011 - 2012,1.46
,,2012 - 2013,1.77
,,2013 - 2014,1.58
,,2014 - 2015,1.59
,,2015 - 2016,1.43
,,2016 - 2017,1.54
,,2017 - 2018,1.55
,,2018 - 2019,1.71
,,2019 - 2020,2.24
,,2020 - 2021,1.56
,,2021 - 2022,1.56
,,2022 - 2023,2.65
,Jhansi,2000 - 2001,1.23
,,2001 - 2002,0.69
,,2002 - 2003,0.32
,,2003 - 2004,0.19
,,2004 - 2005,0.59
,,2005 - 2006,0.57
,,2006 - 2007,0.53
,,2007 - 2008,0.46
,,2008 - 2009,0.6
,,2009 - 2010,0.3
,,2010 - 2011,0.79
,,2011 - 2012,0.86
,,2012 - 2013,1.03
,,2013 - 2014,0.94
,,2014 - 2015,0.67
,,2015 - 2016,0.88
,,2016 - 2017,0.81
,,2017 - 2018,0.71
,,2018 - 2019,0.74
,,2019 - 2020,0.4
,,2020 - 2021,0.57
,,2021 - 2022,0.57
,,2022 - 2023,1.86
,Kannauj,2000 - 2001,2.45
,,2001 - 2002,1.96
,,2002 - 2003,1.38
,,2003 - 2004,1.3
,,2004 - 2005,1.81
,,2005 - 2006,1.43
,,2006 - 2007,1.57
,,2007 - 2008,1.92
,,2008 - 2009,1.8
,,2009 - 2010,1.46
,,2010 - 2011,2.06
,,2011 - 2012,2.36
,,2012 - 2013,2.16
,,2013 - 2014,2.19
,,2014 - 2015,1.78
,,2015 - 2016,1.83
,,2016 - 2017,1.95
,,2017 - 2018,3.22
,,2018 - 2019,2.54
,,2019 - 2020,5.26
,,2020 - 2021,3.28
,,2021 - 2022,3.05
,,2022 - 2023,2.92
,Kanpur dehat,2002 - 2003,1.12
,,2003 - 2004,0.88
,,2004 - 2005,1.36
,,2005 - 2006,1.21
,,2006 - 2007,1.0
,,2007 - 2008,1.21
,,2008 - 2009,1.1
,,2009 - 2010,1.02
,,2010 - 2011,1.23
,,2011 - 2012,1.54
,,2012 - 2013,1.98
,,2013 - 2014,1.98
,,2014 - 2015,1.61
,,2015 - 2016,2.06
,,2016 - 2017,3.0
,,2017 - 2018,2.75
,,2018 - 2019,2.46
,,2019 - 2020,3.89
,,2020 - 2021,2.91
,,2021 - 2022,2.82
,,2022 - 2023,2.83
,Kanpur nagar,2000 - 2001,1.49
,,2001 - 2002,1.79
,,2002 - 2003,1.23
,,2003 - 2004,1.42
,,2004 - 2005,1.49
,,2005 - 2006,1.04
,,2006 - 2007,1.12
,,2007 - 2008,1.61
,,2008 - 2009,1.72
,,2009 - 2010,1.38
,,2010 - 2011,1.24
,,2011 - 2012,1.36
,,2012 - 2013,1.46
,,2013 - 2014,1.84
,,2014 - 2015,1.18
,,2015 - 2016,2.81
,,2016 - 2017,2.43
,,2017 - 2018,3.64
,,2018 - 2019,2.34
,,2019 - 2020,2.74
,,2020 - 2021,2.72
,,2021 - 2022,2.72
,,2022 - 2023,2.54
,Kasganj,2009 - 2010,2.07
,,2010 - 2011,1.91
,,2011 - 2012,2.72
,,2012 - 2013,2.87
,,2013 - 2014,2.95
,,2014 - 2015,3.37
,,2015 - 2016,2.57
,,2016 - 2017,2.63
,,2017 - 2018,2.72
,,2018 - 2019,2.77
,,2019 - 2020,3.47
,,2020 - 2021,3.47
,,2021 - 2022,3.27
,,2022 - 2023,2.92
,Kaushambi,2000 - 2001,2.12
,,2001 - 2002,1.93
,,2002 - 2003,1.37
,,2003 - 2004,1.14
,,2004 - 2005,0.85
,,2006 - 2007,1.33
,,2007 - 2008,1.44
,,2008 - 2009,1.49
,,2009 - 2010,1.45
,,2010 - 2011,1.76
,,2011 - 2012,1.0
,,2012 - 2013,1.14
,,2013 - 2014,1.08
,,2014 - 2015,1.78
,,2015 - 2016,0.73
,,2016 - 2017,1.87
,,2017 - 2018,2.19
,,2018 - 2019,1.74
,,2019 - 2020,1.83
,,2020 - 2021,2.31
,,2021 - 2022,2.12
