state,district,year,groundnut_kharif_yield_tonne_per_hectare
,,2018 - 2019,2.17
,,2019 - 2020,2.48
,,2020 - 2021,2.13
,,2021 - 2022,2.27
,,2022 - 2023,2.13
,Tirupathur,2020 - 2021,2.08
,,2021 - 2022,2.11
,,2022 - 2023,2.18
,Tiruppur,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,1.95
,,2011 - 2012,1.27
,,2012 - 2013,1.25
,,2013 - 2014,1.07
,,2014 - 2015,1.96
,,2015 - 2016,1.66
,,2016 - 2017,0.69
,,2017 - 2018,2.32
,,2018 - 2019,1.58
,,2019 - 2020,0.9
,,2020 - 2021,1.7
,,2021 - 2022,1.41
,,2022 - 2023,1.06
,Tiruvannamalai,2000 - 2001,1.5
,,2001 - 2002,1.62
,,2002 - 2003,1.06
,,2003 - 2004,1.26
,,2004 - 2005,1.17
,,2005 - 2006,1.38
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,1.85
,,2011 - 2012,1.96
,,2012 - 2013,2.12
,,2013 - 2014,2.19
,,2014 - 2015,2.28
,,2015 - 2016,1.7
,,2016 - 2017,1.61
,,2017 - 2018,2.49
,,2018 - 2019,2.21
,,2019 - 2020,2.72
,,2020 - 2021,2.0
,,2021 - 2022,1.88
,,2022 - 2023,1.96
,Vellore,2000 - 2001,1.99
,,2001 - 2002,1.77
,,2002 - 2003,1.17
,,2003 - 2004,1.26
,,2004 - 2005,1.3
,,2005 - 2006,1.46
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,2.27
,,2011 - 2012,2.08
,,2012 - 2013,2.12
,,2013 - 2014,2.39
,,2014 - 2015,2.65
,,2015 - 2016,3.11
,,2016 - 2017,2.33
,,2017 - 2018,2.55
,,2018 - 2019,2.5
,,2019 - 2020,2.7
,,2020 - 2021,2.72
,,2021 - 2022,2.66
,,2022 - 2023,2.73
,Villupuram,2000 - 2001,1.64
,,2001 - 2002,1.93
,,2002 - 2003,1.66
,,2003 - 2004,1.89
,,2004 - 2005,1.93
,,2005 - 2006,2.06
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,2.39
,,2011 - 2012,2.32
,,2012 - 2013,2.72
,,2013 - 2014,2.36
,,2014 - 2015,2.44
,,2015 - 2016,2.25
,,2016 - 2017,1.97
,,2017 - 2018,2.82
,,2018 - 2019,2.95
,,2019 - 2020,2.29
,,2020 - 2021,2.21
,,2021 - 2022,2.45
,,2022 - 2023,2.0
,Virudhunagar,2000 - 2001,1.32
,,2001 - 2002,1.28
,,2002 - 2003,0.43
,,2003 - 2004,0.49
,,2004 - 2005,1.14
,,2005 - 2006,1.3
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,1.1
,,2011 - 2012,1.63
,,2012 - 2013,1.11
,,2013 - 2014,1.25
,,2014 - 2015,1.3
,,2015 - 2016,2.0
,,2016 - 2017,1.13
,,2017 - 2018,1.14
,,2018 - 2019,1.33
,,2019 - 2020,1.58
,,2020 - 2021,1.85
,,2021 - 2022,1.88
,,2022 - 2023,1.3
Telangana,Adilabad,2000 - 2001,0.7
,,2001 - 2002,0.71
,,2002 - 2003,0.56
,,2003 - 2004,0.7
,,2004 - 2005,0.74
,,2005 - 2006,0.95
,,2006 - 2007,0.61
,,2007 - 2008,
,,2008 - 2009,0.87
,,2009 - 2010,0.79
,,2010 - 2011,1.0
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,1.0
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,2.5
,,2019 - 2020,
,,2020 - 2021,1.67
,,2021 - 2022,2.0
,,2022 - 2023,2.5
,Bhadradri,2016 - 2017,1.93
,,2017 - 2018,2.19
,,2018 - 2019,2.5
,,2019 - 2020,2.74
,,2020 - 2021,1.58
,,2021 - 2022,2.33
,,2022 - 2023,2.84
,Jagitial,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,2.2
,,2022 - 2023,
,Jangoan,2016 - 2017,3.72
,,2017 - 2018,2.19
,,2018 - 2019,2.5
,,2019 - 2020,2.74
,,2020 - 2021,1.58
,,2021 - 2022,1.76
,,2022 - 2023,2.14
,Jayashankar,2016 - 2017,3.72
,,2017 - 2018,2.18
,,2018 - 2019,2.5
,,2019 - 2020,2.67
,,2020 - 2021,1.58
,,2021 - 2022,2.14
,,2022 - 2023,2.33
,Jogulamba,2016 - 2017,1.64
,,2017 - 2018,1.92
,,2018 - 2019,2.22
,,2019 - 2020,2.49
,,2020 - 2021,1.36
,,2021 - 2022,2.06
,,2022 - 2023,2.19
,Kamareddy,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,1.63
,,2021 - 2022,2.17
,,2022 - 2023,
,Karimnagar,2000 - 2001,0.6
,,2001 - 2002,0.6
,,2002 - 2003,0.5
,,2003 - 2004,0.49
,,2004 - 2005,0.86
,,2005 - 2006,0.88
,,2006 - 2007,0.68
,,2007 - 2008,
,,2008 - 2009,1.09
,,2009 - 2010,1.43
,,2010 - 2011,0.63
,,2011 - 2012,1.13
,,2012 - 2013,
,,2013 - 2014,1.14
,,2014 - 2015,0.76
,,2015 - 2016,
,,2016 - 2017,2.0
,,2017 - 2018,2.19
,,2018 - 2019,2.52
,,2019 - 2020,2.6
,,2020 - 2021,1.57
,,2021 - 2022,2.15
,,2022 - 2023,2.42
,Khammam,2000 - 2001,0.68
,,2001 - 2002,1.02
,,2002 - 2003,1.04
,,2003 - 2004,0.87
,,2004 - 2005,0.73
,,2005 - 2006,0.93
,,2006 - 2007,1.18
,,2007 - 2008,
,,2008 - 2009,1.38
,,2009 - 2010,1.29
,,2010 - 2011,1.25
,,2011 - 2012,1.76
,,2012 - 2013,0.0
,,2013 - 2014,1.18
,,2014 - 2015,1.57
,,2015 - 2016,2.3
,,2016 - 2017,1.93
,,2017 - 2018,2.19
,,2018 - 2019,2.51
,,2019 - 2020,2.74
,,2020 - 2021,1.59
,,2021 - 2022,2.15
,,2022 - 2023,2.41
,Komaram bheem asifabad,2016 - 2017,
,,2018 - 2019,2.5
,,2019 - 2020,2.7
,,2020 - 2021,1.5
,,2021 - 2022,2.16
,,2022 - 2023,2.33
,Mahabubabad,2016 - 2017,3.72
,,2017 - 2018,2.19
,,2018 - 2019,2.5
,,2019 - 2020,2.74
,,2020 - 2021,1.59
,,2021 - 2022,1.73
,,2022 - 2023,2.24
,Mahbubnagar,2000 - 2001,0.7
,,2001 - 2002,0.57
,,2002 - 2003,0.45
,,2003 - 2004,0.6
,,2004 - 2005,0.7
,,2005 - 2006,0.94
,,2006 - 2007,0.45
,,2007 - 2008,1.45
,,2008 - 2009,0.69
,,2009 - 2010,0.66
,,2010 - 2011,0.92
,,2011 - 2012,1.02
,,2012 - 2013,1.25
,,2013 - 2014,1.37
,,2014 - 2015,1.8
,,2015 - 2016,1.47
,,2016 - 2017,1.64
,,2017 - 2018,2.19
,,2018 - 2019,
,,2019 - 2020,2.76
,,2020 - 2021,1.64
,,2021 - 2022,2.15
,,2022 - 2023,2.39
,Mancherial,2016 - 2017,2.0
,,2017 - 2018,2.0
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,1.58
,,2021 - 2022,2.0
,,2022 - 2023,
,Medak,2000 - 2001,0.46
,,2001 - 2002,1.29
,,2002 - 2003,0.87
,,2003 - 2004,0.86
,,2004 - 2005,0.8
,,2005 - 2006,1.28
,,2006 - 2007,0.65
,,2007 - 2008,
,,2008 - 2009,0.76
,,2009 - 2010,0.35
,,2010 - 2011,0.64
,,2011 - 2012,0.73
,,2012 - 2013,
,,2013 - 2014,0.89
,,2014 - 2015,0.89
,,2015 - 2016,0.58
,,2016 - 2017,1.94
,,2017 - 2018,2.0
,,2018 - 2019,2.5
,,2019 - 2020,2.0
,,2020 - 2021,1.63
,,2021 - 2022,2.11
,,2022 - 2023,2.43
,Medchal,2021 - 2022,2.17
,Mulugu,2018 - 2019,2.5
,,2019 - 2020,2.72
,,2020 - 2021,1.64
,,2021 - 2022,2.2
,,2022 - 2023,
,Nagarkurnool,2016 - 2017,1.64
,,2017 - 2018,1.53
,,2018 - 2019,1.5
,,2019 - 2020,2.5
,,2020 - 2021,1.45
,,2021 - 2022,2.27
,,2022 - 2023,2.2
,Nalgonda,2000 - 2001,0.57
,,2001 - 2002,0.79
,,2002 - 2003,0.59
,,2003 - 2004,0.79
,,2004 - 2005,0.6
,,2005 - 2006,0.95
,,2006 - 2007,0.68
,,2007 - 2008,0.73
,,2008 - 2009,0.87
,,2009 - 2010,0.67
,,2010 - 2011,0.86
,,2011 - 2012,0.52
,,2012 - 2013,1.0
,,2013 - 2014,1.23
,,2014 - 2015,1.07
,,2015 - 2016,1.0
,,2016 - 2017,1.67
,,2017 - 2018,1.1
,,2018 - 2019,2.5
,,2019 - 2020,2.75
,,2020 - 2021,1.59
,,2021 - 2022,1.83
,,2022 - 2023,1.44
,Narayanapet,2018 - 2019,2.5
,,2019 - 2020,2.74
,,2020 - 2021,1.62
,,2021 - 2022,2.15
,,2022 - 2023,2.39
,Nirmal,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,1.0
,,2021 - 2022,2.25
,,2022 - 2023,2.0
,Nizamabad,2000 - 2001,0.7
,,2001 - 2002,0.71
,,2002 - 2003,0.56
,,2003 - 2004,0.7
,,2004 - 2005,0.74
,,2005 - 2006,0.95
,,2006 - 2007,0.63
,,2007 - 2008,
,,2008 - 2009,0.86
,,2009 - 2010,0.75
,,2010 - 2011,
,,2011 - 2012,1.15
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,1.73
,,2015 - 2016,
,,2016 - 2017,1.93
,,2017 - 2018,2.2
,,2018 - 2019,2.5
,,2019 - 2020,2.74
,,2020 - 2021,1.57
,,2021 - 2022,2.15
,,2022 - 2023,2.39
,Peddapalli,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,2.0
,,2020 - 2021,2.0
,,2021 - 2022,2.13
,,2022 - 2023,2.44
,Rajanna,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,1.67
,,2021 - 2022,2.11
,,2022 - 2023,2.33
,Rangareddi,2000 - 2001,0.72
,,2001 - 2002,0.49
,,2002 - 2003,0.31
,,2003 - 2004,0.56
,,2004 - 2005,1.22
,,2005 - 2006,1.58
,,2006 - 2007,1.12
,,2007 - 2008,
,,2008 - 2009,1.13
,,2009 - 2010,0.25
,,2010 - 2011,0.84
,,2011 - 2012,0.85
,,2012 - 2013,
,,2013 - 2014,0.94
,,2014 - 2015,0.86
,,2015 - 2016,0.21
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,2.0
,,2020 - 2021,1.6
,,2021 - 2022,2.15
,,2022 - 2023,2.41
,Sangareddy,2016 - 2017,1.93
,,2017 - 2018,
,,2018 - 2019,2.67
,,2019 - 2020,3.0
,,2020 - 2021,1.43
,,2021 - 2022,2.13
,,2022 - 2023,2.5
,Siddipet,2016 - 2017,1.94
,,2017 - 2018,2.19
,,2018 - 2019,2.5
,,2019 - 2020,2.74
,,2020 - 2021,1.59
,,2021 - 2022,1.08
,,2022 - 2023,2.62
,Suryapet,2016 - 2017,1.67
,,2017 - 2018,1.28
,,2018 - 2019,1.78
,,2019 - 2020,2.49
,,2020 - 2021,1.67
,,2021 - 2022,1.69
,,2022 - 2023,2.17
,Vikarabad,2016 - 2017,1.94
,,2017 - 2018,2.18
,,2018 - 2019,2.52
,,2019 - 2020,2.75
,,2020 - 2021,1.58
,,2021 - 2022,1.0
,,2022 - 2023,1.03
,Wanaparthy,2016 - 2017,1.64
,,2017 - 2018,1.97
,,2018 - 2019,1.97
,,2019 - 2020,2.82
,,2020 - 2021,1.3
,,2021 - 2022,2.62
,,2022 - 2023,2.37
,Warangal,2000 - 2001,0.92
,,2001 - 2002,1.07
,,2002 - 2003,0.86
,,2003 - 2004,0.86
,,2004 - 2005,1.11
,,2005 - 2006,1.02
,,2006 - 2007,1.18
,,2007 - 2008,1.3
,,2008 - 2009,1.52
,,2009 - 2010,1.35
,,2010 - 2011,1.79
,,2011 - 2012,2.85
,,2012 - 2013,3.0
,,2013 - 2014,2.32
,,2014 - 2015,2.21
,,2015 - 2016,2.53
,,2016 - 2017,3.72
,,2017 - 2018,4.02
,,2018 - 2019,3.42
,,2019 - 2020,3.36
,,2020 - 2021,2.27
,,2021 - 2022,2.25
,,2022 - 2023,2.88
,Warangal urban,2016 - 2017,3.73
,,2017 - 2018,2.18
,,2018 - 2019,2.5
,,2019 - 2020,2.73
,,2020 - 2021,1.59
,,2021 - 2022,2.15
,,2022 - 2023,2.13
,Yadadri,2016 - 2017,1.67
,,2017 - 2018,2.19
,,2018 - 2019,2.5
,,2019 - 2020,2.74
,,2020 - 2021,1.68
,,2021 - 2022,2.15
,,2022 - 2023,2.41
Tripura,Dhalai,2004 - 2005,0.93
,,2005 - 2006,0.89
,,2006 - 2007,0.89
,,2007 - 2008,0.91
,,2008 - 2009,0.88
,,2009 - 2010,0.94
,,2010 - 2011,1.03
,,2011 - 2012,1.07
,,2012 - 2013,1.13
,,2013 - 2014,1.05
,,2014 - 2015,1.06
,,2015 - 2016,1.17
,,2016 - 2017,1.35
,,2017 - 2018,1.47
,,2018 - 2019,1.4
,,2019 - 2020,1.4
,,2020 - 2021,1.55
,,2021 - 2022,1.4
,,2022 - 2023,1.42
,Gomati,2012 - 2013,0.93
,,2013 - 2014,1.0
,,2014 - 2015,1.0
,,2015 - 2016,1.12
,,2016 - 2017,1.25
,,2017 - 2018,1.04
,,2018 - 2019,1.14
,,2019 - 2020,1.16
,,2020 - 2021,0.91
,,2021 - 2022,1.11
,,2022 - 2023,1.25
,Khowai,2012 - 2013,1.1
,,2013 - 2014,1.07
,,2014 - 2015,1.13
,,2015 - 2016,1.13
,,2016 - 2017,1.3
,,2017 - 2018,1.16
,,2018 - 2019,1.42
,,2019 - 2020,1.47
,,2020 - 2021,1.64
,,2021 - 2022,1.52
,,2022 - 2023,1.54
,North tripura,2004 - 2005,0.98
,,2005 - 2006,1.52
,,2006 - 2007,1.73
,,2007 - 2008,1.54
,,2008 - 2009,1.56
,,2009 - 2010,1.4
,,2010 - 2011,1.19
,,2011 - 2012,1.14
,,2012 - 2013,1.2
,,2013 - 2014,1.07
,,2014 - 2015,1.22
,,2015 - 2016,1.16
,,2016 - 2017,1.31
,,2017 - 2018,1.13
,,2018 - 2019,1.23
,,2019 - 2020,1.28
,,2020 - 2021,1.39
,,2021 - 2022,1.31
,Sepahijala,2012 - 2013,0.88
,,2013 - 2014,1.0
,,2014 - 2015,1.0
,,2015 - 2016,1.11
,,2016 - 2017,1.16
,,2017 - 2018,0.91
,,2018 - 2019,1.29
,,2019 - 2020,1.34
,,2020 - 2021,1.51
,,2021 - 2022,1.38
,,2022 - 2023,1.44
,South tripura,2004 - 2005,0.97
,,2005 - 2006,1.01
,,2006 - 2007,1.0
,,2007 - 2008,0.89
,,2008 - 2009,1.06
,,2009 - 2010,1.04
,,2010 - 2011,1.04
,,2011 - 2012,1.02
,,2012 - 2013,1.06
,,2013 - 2014,1.05
,,2014 - 2015,1.11
,,2015 - 2016,1.15
,,2016 - 2017,1.31
,,2017 - 2018,1.13
,,2018 - 2019,1.37
,,2019 - 2020,1.38
,,2020 - 2021,1.57
,,2021 - 2022,1.44
,,2022 - 2023,1.49
,Unakoti,2012 - 2013,1.75
,,2013 - 2014,1.58
,,2014 - 2015,1.0
,,2015 - 2016,1.15
,,2016 - 2017,1.46
,,2017 - 2018,1.33
,,2018 - 2019,1.38
,,2019 - 2020,1.43
,,2020 - 2021,1.6
,,2021 - 2022,1.45
,,2022 - 2023,1.51
,West tripura,2004 - 2005,1.14
,,2005 - 2006,1.17
,,2006 - 2007,1.03
,,2007 - 2008,1.01
,,2008 - 2009,1.03
,,2009 - 2010,1.08
,,2010 - 2011,1.1
,,2011 - 2012,1.11
,,2012 - 2013,1.0
,,2013 - 2014,1.13
,,2014 - 2015,1.02
,,2015 - 2016,1.14
,,2016 - 2017,1.3
,,2017 - 2018,1.15
,,2018 - 2019,1.3
,,2019 - 2020,1.3
,,2020 - 2021,1.42
,,2021 - 2022,1.35
,,2022 - 2023,
Uttar Pradesh,Agra,2000 - 2001,0.86
,,2001 - 2002,0.83
,,2003 - 2004,1.0
,,2004 - 2005,0.67
,,2008 - 2009,0.75
,,2009 - 2010,0.63
,,2010 - 2011,1.0
,,2011 - 2012,1.0
,,2012 - 2013,1.0
,,2015 - 2016,1.6
,Aligarh,2000 - 2001,1.0
,,2002 - 2003,0.67
,,2004 - 2005,1.0
,,2007 - 2008,0.5
,,2008 - 2009,0.78
,,2009 - 2010,0.63
,,2010 - 2011,1.0
,,2011 - 2012,1.0
,,2012 - 2013,1.0
,,2013 - 2014,0.9
,,2014 - 2015,0.91
,,2015 - 2016,0.67
,,2016 - 2017,0.9
,,2017 - 2018,1.0
,,2018 - 2019,1.0
,,2019 - 2020,0.94
,,2020 - 2021,1.21
,,2021 - 2022,1.14
,,2022 - 2023,1.16
,Allahabad,2000 - 2001,0.8
,,2001 - 2002,1.0
,,2003 - 2004,0.5
,,2019 - 2020,0.95
,Ambedkar nagar,2000 - 2001,0.83
,,2001 - 2002,0.83
,,2002 - 2003,0.64
,,2003 - 2004,0.67
,,2004 - 2005,0.81
,,2006 - 2007,0.75
,,2009 - 2010,0.6
,Amethi,2011 - 2012,0.81
,,2012 - 2013,1.0
,,2013 - 2014,0.79
,,2016 - 2017,1.0
,,2017 - 2018,1.0
,,2018 - 2019,1.0
,,2019 - 2020,1.0
,,2020 - 2021,1.2
,,2021 - 2022,1.14
,Amroha,2001 - 2002,0.67
,,2003 - 2004,0.64
,,2004 - 2005,0.8
,,2009 - 2010,0.68
,,2010 - 2011,1.0
,,2012 - 2013,1.0
,,2014 - 2015,1.0
,,2019 - 2020,2.73
,Auraiya,2000 - 2001,1.29
,,2001 - 2002,0.84
,,2002 - 2003,0.65
,,2003 - 2004,0.67
,,2004 - 2005,0.83
,,2006 - 2007,0.72
,,2007 - 2008,0.6
,,2008 - 2009,0.71
,,2009 - 2010,0.68
,,2010 - 2011,0.99
,,2011 - 2012,1.0
,,2012 - 2013,0.99
,,2013 - 2014,0.9
,,2014 - 2015,0.86
,,2015 - 2016,0.6
,,2016 - 2017,0.9
,,2017 - 2018,1.01
,,2018 - 2019,1.0
,,2019 - 2020,0.94
,,2020 - 2021,1.21
,,2021 - 2022,1.14
,,2022 - 2023,1.17
,Azamgarh,2000 - 2001,0.84
,,2001 - 2002,0.84
,,2002 - 2003,0.65
,,2003 - 2004,0.67
,,2004 - 2005,0.82
,,2006 - 2007,0.71
,,2007 - 2008,0.6
,,2008 - 2009,0.72
,,2009 - 2010,0.68
,,2010 - 2011,0.98
,,2011 - 2012,1.0
,,2012 - 2013,0.99
,,2013 - 2014,0.9
,,2014 - 2015,0.87
,,2015 - 2016,0.67
,,2016 - 2017,0.9
,,2017 - 2018,1.02
,,2018 - 2019,1.0
,,2019 - 2020,0.94
,,2020 - 2021,1.21
,,2021 - 2022,1.14
,,2022 - 2023,1.16
,Baghpat,2016 - 2017,1.0
,Bahraich,2000 - 2001,1.29
,,2001 - 2002,1.07
,,2002 - 2003,0.69
,,2003 - 2004,0.71
,,2004 - 2005,0.68
,,2006 - 2007,0.72
,,2007 - 2008,0.6
,,2008 - 2009,0.71
,,2009 - 2010,0.67
,,2010 - 2011,0.99
,,2011 - 2012,1.0
,,2012 - 2013,0.99
,,2013 - 2014,0.89
,,2014 - 2015,0.86
,,2015 - 2016,0.67
,,2016 - 2017,0.9
,,2017 - 2018,1.01
,,2018 - 2019,0.99
,,2019 - 2020,0.94
,,2020 - 2021,1.21
,,2021 - 2022,1.14
,,2022 - 2023,1.17
,Ballia,2000 - 2001,0.83
,,2001 - 2002,0.84
,,2002 - 2003,0.65
,,2003 - 2004,0.67
,,2004 - 2005,0.82
,,2006 - 2007,0.72
,,2007 - 2008,0.6
,,2008 - 2009,0.71
,,2009 - 2010,0.68
,,2010 - 2011,0.99
,,2011 - 2012,1.0
,,2012 - 2013,0.99
,,2013 - 2014,0.89
,,2014 - 2015,0.87
,,2015 - 2016,0.67
,,2016 - 2017,0.9
,,2017 - 2018,1.01
,,2018 - 2019,1.0
,,2019 - 2020,0.94
,,2020 - 2021,1.21
,,2021 - 2022,1.15
,,2022 - 2023,1.17
,Balrampur,2000 - 2001,1.29
,,2001 - 2002,1.07
,,2002 - 2003,0.7
,,2003 - 2004,0.72
,,2004 - 2005,0.68
,,2006 - 2007,0.73
,,2007 - 2008,0.6
,,2008 - 2009,0.72
,,2009 - 2010,0.67
,,2010 - 2011,1.0
,,2011 - 2012,1.0
,,2012 - 2013,1.0
,,2014 - 2015,0.88
,,2015 - 2016,0.63
,,2016 - 2017,0.83
,,2017 - 2018,1.0
,,2018 - 2019,1.0
,,2019 - 2020,1.0
,,2020 - 2021,1.14
,,2021 - 2022,1.14
,,2022 - 2023,1.15
,Banda,2000 - 2001,0.62
,,2001 - 2002,0.75
,,2002 - 2003,0.44
,,2003 - 2004,0.35
,,2004 - 2005,0.46
,,2006 - 2007,0.48
,,2007 - 2008,0.37
,,2008 - 2009,0.42
,,2009 - 2010,0.15
,,2010 - 2011,1.09
,,2011 - 2012,0.85
,,2012 - 2013,0.94
,,2013 - 2014,0.72
,,2014 - 2015,1.18
,,2015 - 2016,0.55
,,2016 - 2017,0.73
,,2017 - 2018,1.63
,,2018 - 2019,1.24
,,2019 - 2020,1.21
,,2020 - 2021,1.4
,,2021 - 2022,1.2
,,2022 - 2023,1.2
,Barabanki,2000 - 2001,0.84
,,2001 - 2002,0.84
,,2002 - 2003,0.66
,,2003 - 2004,0.67
,,2004 - 2005,0.82
,,2006 - 2007,0.72
,,2007 - 2008,0.6
,,2008 - 2009,0.71
,,2009 - 2010,0.67
,,2010 - 2011,0.49
,,2011 - 2012,0.8
,,2012 - 2013,0.99
,,2013 - 2014,0.8
,,2014 - 2015,0.5
,,2015 - 2016,0.49
,,2016 - 2017,0.9
,,2017 - 2018,1.01
,,2018 - 2019,0.99
,,2019 - 2020,0.94
,,2020 - 2021,1.21
,,2022 - 2023,1.17
,Bareilly,2000 - 2001,0.61
,,2001 - 2002,0.79
,,2002 - 2003,0.84
,,2003 - 2004,0.67
,,2004 - 2005,0.82
,,2006 - 2007,0.92
,,2007 - 2008,0.76
,,2008 - 2009,0.46
,,2009 - 2010,0.94
,,2010 - 2011,0.96
,,2011 - 2012,1.51
,,2012 - 2013,1.46
,,2013 - 2014,1.13
,,2014 - 2015,1.34
,,2015 - 2016,2.47
,,2016 - 2017,1.24
,,2017 - 2018,1.48
,,2018 - 2019,1.15
,,2019 - 2020,0.94
,,2020 - 2021,0.49
,Basti,2000 - 2001,0.88
,,2001 - 2002,0.86
,,2002 - 2003,1.0
,,2003 - 2004,0.67
,,2004 - 2005,1.0
,,2007 - 2008,0.5
,,2008 - 2009,1.0
,,2010 - 2011,0.99
,,2011 - 2012,1.0
,,2012 - 2013,1.0
,,2013 - 2014,1.0
,,2014 - 2015,1.0
,,2015 - 2016,1.0
,,2016 - 2017,1.0
,,2017 - 2018,1.0
,,2018 - 2019,1.0
,,2019 - 2020,1.0
,,2020 - 2021,1.0
,Bijnor,2000 - 2001,1.29
,,2001 - 2002,0.84
,,2002 - 2003,0.66
,,2003 - 2004,0.67
,,2004 - 2005,0.82
,,2006 - 2007,1.36
,,2007 - 2008,0.82
,,2008 - 2009,1.05
,,2009 - 2010,0.67
,,2010 - 2011,0.99
,,2011 - 2012,0.95
,,2012 - 2013,0.96
,,2013 - 2014,1.07
,,2014 - 2015,1.24
,,2015 - 2016,1.21
,,2016 - 2017,0.76
,,2017 - 2018,1.01
,,2018 - 2019,0.99
,,2019 - 2020,2.72
,,2020 - 2021,1.21
,,2021 - 2022,1.14
,,2022 - 2023,1.17
,Budaun,2000 - 2001,0.61
,,2001 - 2002,0.8
,,2002 - 2003,0.84
,,2003 - 2004,0.66
,,2004 - 2005,0.82
,,2006 - 2007,0.92
,,2007 - 2008,0.76
,,2008 - 2009,0.46
,,2009 - 2010,0.94
,,2010 - 2011,0.96
,,2011 - 2012,1.51
,,2012 - 2013,1.46
,,2013 - 2014,1.18
,,2014 - 2015,0.93
,,2015 - 2016,1.02
,,2016 - 2017,1.05
,,2017 - 2018,1.48
,,2018 - 2019,1.15
,,2019 - 2020,0.94
,,2020 - 2021,0.49
,,2021 - 2022,1.14
,,2022 - 2023,1.17
,Bulandshahr,2001 - 2002,0.85
,,2003 - 2004,1.0
,,2004 - 2005,1.0
,,2009 - 2010,0.67
,,2011 - 2012,1.0
,,2012 - 2013,1.0
,,2014 - 2015,1.0
,,2015 - 2016,0.5
,,2016 - 2017,1.0
,,2017 - 2018,1.0
,,2018 - 2019,1.0
,,2019 - 2020,0.93
,,2020 - 2021,1.0
,,2021 - 2022,1.0
,,2022 - 2023,1.2
,Chandauli,2000 - 2001,0.84
,,2001 - 2002,0.85
,,2002 - 2003,0.7
,,2003 - 2004,0.65
,,2004 - 2005,0.8
,,2011 - 2012,1.0
,,2012 - 2013,1.0
,,2013 - 2014,1.0
,,2015 - 2016,0.67
,,2016 - 2017,0.67
,,2017 - 2018,1.0
,,2018 - 2019,1.0
,,2019 - 2020,1.0
,,2020 - 2021,1.33
,Chitrakoot,2000 - 2001,0.64
,,2001 - 2002,0.75
,,2002 - 2003,0.45
,,2003 - 2004,0.34
,,2004 - 2005,0.46
,,2006 - 2007,0.55
,,2007 - 2008,0.23
,,2009 - 2010,0.15
,,2010 - 2011,0.5
,,2011 - 2012,0.85
,,2012 - 2013,0.62
,,2013 - 2014,0.67
,,2014 - 2015,0.44
,,2015 - 2016,0.36
,,2016 - 2017,0.5
,,2017 - 2018,0.89
,,2018 - 2019,1.0
,,2019 - 2020,0.76
,,2020 - 2021,1.38
,,2021 - 2022,1.0
,,2022 - 2023,1.0
,Deoria,2000 - 2001,1.05
,,2001 - 2002,1.07
,,2002 - 2003,0.91
,,2003 - 2004,1.16
,,2004 - 2005,0.64
,,2006 - 2007,0.93
,,2007 - 2008,0.76
,,2008 - 2009,0.61
,,2009 - 2010,0.67
,,2010 - 2011,1.23
,,2011 - 2012,1.08
,,2012 - 2013,1.6
,,2013 - 2014,1.52
,,2014 - 2015,1.17
,,2015 - 2016,0.58
,,2016 - 2017,0.97
,,2017 - 2018,0.97
,,2018 - 2019,0.48
,,2019 - 2020,0.51
,,2020 - 2021,0.87
,,2021 - 2022,0.57
,,2022 - 2023,0.97
,Etah,2000 - 2001,0.84
,,2001 - 2002,0.85
,,2002 - 2003,0.65
,,2003 - 2004,0.67
,,2004 - 2005,0.82
,,2006 - 2007,0.72
,,2007 - 2008,0.6
,,2008 - 2009,0.71
,,2009 - 2010,0.67
,,2010 - 2011,0.98
,,2011 - 2012,1.0
,,2012 - 2013,0.99
,,2013 - 2014,0.89
,,2014 - 2015,0.86
,,2015 - 2016,0.67
,,2016 - 2017,0.9
,,2017 - 2018,1.01
,,2018 - 2019,1.0
,,2019 - 2020,0.94
,,2020 - 2021,1.21
,,2021 - 2022,1.14
,,2022 - 2023,1.17
,Etawah,2000 - 2001,1.29
,,2001 - 2002,0.83
,,2002 - 2003,0.6
,,2003 - 2004,1.0
,,2004 - 2005,0.75
,,2007 - 2008,0.6
,,2008 - 2009,0.7
,,2009 - 2010,0.67
